# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi    
   62       2.242911024527e-10       2.996917031398e-14      -3.065574160224e-13       1.676168082740e-16       3.556151844476e-11       3.769553516205e-12      -9.309693752930e-15 
   63       2.272571289207e-10       3.142659664228e-14      -3.510490979560e-13       1.730883206806e-16       3.427133013369e-11       3.649219250120e-12      -9.201445076753e-15 
   64       2.302572072195e-10       3.292018289241e-14      -3.973400699413e-13       1.786467364221e-16       3.304460411100e-11       3.534154044141e-12      -8.963773462211e-15 
   65       2.332905207420e-10       3.444940316352e-14      -4.454081616411e-13       1.842921012442e-16       3.187836569002e-11       3.424250054943e-12      -8.663921298971e-15 
   66       2.363552877431e-10       3.601366643693e-14      -4.952269366479e-13       1.900244808266e-16       3.076798965453e-11       3.319268651566e-12      -8.378418564884e-15 
   67       2.394487039921e-10       3.761231523929e-14      -5.467655914975e-13       1.958439618686e-16       2.970711588500e-11       3.218833418106e-12      -8.193446456513e-15 
   68       2.425680106055e-10       3.924461871203e-14      -5.999913096529e-13       2.017506559227e-16       2.868934825100e-11       3.122543588615e-12      -8.183964253916e-15 
   69       2.457140769875e-10       4.090975317708e-14      -6.548771030689e-13       2.077447093765e-16       2.771393962787e-11       3.030356683452e-12      -8.345365767879e-15 
   70       2.488884442012e-10       4.260681521360e-14      -7.113953854191e-13       2.138262974516e-16       2.678111253416e-11       2.942271191083e-12      -8.648564304181e-15 
   71       2.520922359657e-10       4.433482544997e-14      -7.695156201963e-13       2.199956227679e-16       2.589033971718e-11       2.858209148888e-12      -9.059827855568e-15 
   72       2.553261300851e-10       4.609272708384e-14      -8.292042825134e-13       2.262529164986e-16       2.504030538705e-11       2.778012225954e-12      -9.540599592495e-15 
   73       2.585903298778e-10       4.787938440231e-14      -8.904248209038e-13       2.325984395255e-16       2.422886645080e-11       2.701437805865e-12      -1.004731835387e-14 
   74       2.618845356060e-10       4.969358130197e-14      -9.531376191217e-13       2.390324835941e-16       2.345301374644e-11       2.628155069493e-12      -1.053123913779e-14 
   75       2.652079159042e-10       5.153401980902e-14      -1.017299957943e-12       2.455553724688e-16       2.270883327705e-11       2.557741077790e-12      -1.093825359230e-14 
   76       2.685596216547e-10       5.339935779398e-14      -1.082870922456e-12       2.521674134076e-16       2.199247805326e-11       2.489785590764e-12      -1.122102534973e-14 
   77       2.719404989517e-10       5.528833332685e-14      -1.149827241490e-12       2.588687388160e-16       2.130337391227e-11       2.424236250676e-12      -1.137834764684e-14 
   78       2.753516380480e-10       5.719966041540e-14      -1.218150280602e-12       2.656594376822e-16       2.064153058159e-11       2.361109520333e-12      -1.142266996908e-14 
   79       2.787938414558e-10       5.913199115709e-14      -1.287821415016e-12       2.725396028308e-16       2.000656518176e-11       2.300385870885e-12      -1.136849174693e-14 
   80       2.822676064990e-10       6.108391506290e-14      -1.358822092835e-12       2.795093310593e-16       1.939768418384e-11       2.242008094339e-12      -1.123243537254e-14 
   81       2.857731078658e-10       6.305395838116e-14      -1.431133898254e-12       2.865687232744e-16       1.881366536677e-11       2.185879616075e-12      -1.103331921625e-14 
   82       2.893101801609e-10       6.504058342134e-14      -1.504738614767e-12       2.937178846284e-16       1.825283977482e-11       2.131862807360e-12      -1.079223064323e-14 
   83       2.928783004583e-10       6.704218787792e-14      -1.579618288387e-12       3.009569246558e-16       1.771307367499e-11       2.079777297859e-12      -1.053259903003e-14 
   84       2.964769076335e-10       6.905715016113e-14      -1.655749019878e-12       3.082859590331e-16       1.719228738772e-11       2.029445141672e-12      -1.027574266265e-14 
   85       3.001064594033e-10       7.108397550491e-14      -1.733081020598e-12       3.157051148934e-16       1.669015012549e-11       1.980838614873e-12      -1.002650127969e-14 
   86       3.037675193462e-10       7.312117295346e-14      -1.811555350861e-12       3.232145266470e-16       1.620663434876e-11       1.933953939667e-12      -9.785344507193e-15 
   87       3.074604240896e-10       7.516721160345e-14      -1.891109855379e-12       3.308143345981e-16       1.574149498740e-11       1.888765722595e-12      -9.552683198617e-15 
   88       3.111852715227e-10       7.722052070108e-14      -1.971679121080e-12       3.385046851082e-16       1.529426042128e-11       1.845226054495e-12      -9.328866382153e-15 
