    2       1.466987621012e-10       6.330240287899e-15       4.435891122036e-13       0.000000000000e+00       8.664975538838e-09       4.784181207988e-10      -2.328849788725e-12 
    3       1.384473211320e-10       9.931401954883e-15       5.399396384169e-13       0.000000000000e+00       5.341254711531e-09       3.411669640725e-10      -1.974156414163e-12 
    4       1.303961508510e-10       1.068519503004e-14       5.425979092637e-13       0.000000000000e+00       3.722149581263e-09       2.593441356047e-10      -1.502213264037e-12 
    5       1.241267892326e-10       9.020673797929e-15       4.943082053418e-13       0.000000000000e+00       2.781202451041e-09       2.054313200564e-10      -1.046003279791e-12 
    6       1.196070059965e-10       6.299216158531e-15       4.233704180858e-13       0.000000000000e+00       2.173769539445e-09       1.675215445774e-10      -6.506993610565e-13 
    7       1.165497574995e-10       3.791087663760e-15       3.483232354299e-13       0.000000000000e+00       1.753959491156e-09       1.396305322931e-10      -3.364688441247e-13 
    8       1.145630600946e-10       2.129302845519e-15       2.798222748840e-13       0.000000000000e+00       1.448945236040e-09       1.183504792929e-10      -1.086669749925e-13 
    9       1.134300562521e-10       1.321314744018e-15       2.235325267854e-13       0.000000000000e+00       1.219102420710e-09       1.016409699022e-10       3.730550660278e-14 
   10       1.129457248671e-10       1.044866036492e-15       1.818118825278e-13       0.000000000000e+00       1.041357672283e-09       8.830334080474e-11       1.130051975692e-13 
   11       1.129530436359e-10       9.593031519988e-16       1.547397010847e-13       0.000000000000e+00       8.790822900549e-10       7.781966981630e-11       1.337648009564e-13 
   12       1.133963634304e-10       8.740079573239e-16       1.405709535834e-13       0.000000000000e+00       7.681976418464e-10       6.891645507168e-11       1.178501440691e-13 
   13       1.141101092039e-10       7.564359413762e-16       1.365189795796e-13       0.000000000000e+00       6.771668880167e-10       6.152869873699e-11       8.109353893064e-14 
   14       1.150225587746e-10       6.521296093690e-16       1.395874748374e-13       0.000000000000e+00       6.014165453772e-10       5.514648972874e-11       3.705768961915e-14 
   15       1.161433525888e-10       6.031479508335e-16       1.469352803570e-13       0.000000000000e+00       5.376511410777e-10       4.979527094052e-11      -3.621534466653e-15 
   16       1.174705820751e-10       6.126293814144e-16       1.561442722928e-13       0.000000000000e+00       4.834320643040e-10       4.527501368350e-11      -3.451478011211e-14 
   17       1.188649904910e-10       6.547297041468e-16       1.655876201698e-13       0.000000000000e+00       4.369174656001e-10       4.137092079626e-11      -5.279136559246e-14 
   18       1.203829742285e-10       7.008342506072e-16       1.742630668937e-13       0.000000000000e+00       3.965413767774e-10       3.785268068575e-11      -5.876340227973e-14 
   19       1.220352266667e-10       7.474554804261e-16       1.819120623315e-13       0.000000000000e+00       3.616634175340e-10       3.471282803630e-11      -5.452762285602e-14 
   20       1.237390288950e-10       8.010069080849e-16       1.885558545687e-13       0.000000000000e+00       3.309425987102e-10       3.194727961932e-11      -4.375850057199e-14 
   21       1.255085930908e-10       8.755642361201e-16       1.945996964544e-13       0.000000000000e+00       3.038972894488e-10       2.952696077943e-11      -2.989553537030e-14 
   22       1.273547376476e-10       9.868675800621e-16       2.006267230764e-13       0.000000000000e+00       2.798806029754e-10       2.737193152452e-11      -1.671071920674e-14 
   23       1.292626892436e-10       1.135170968300e-15       2.069927019649e-13       0.000000000000e+00       2.585627198618e-10       2.543808082144e-11      -6.393155460645e-15 
   24       1.311919758131e-10       1.314465039782e-15       2.139525265694e-13       0.000000000000e+00       2.394514016488e-10       2.367212690292e-11      -4.863236683950e-16 
   25       1.331595016649e-10       1.520739173799e-15       2.215335857164e-13       0.000000000000e+00       2.223225216815e-10       2.206926120715e-11       9.081501115936e-16 
   26       1.351825001316e-10       1.750452152249e-15       2.296060162615e-13       0.000000000000e+00       2.068667941033e-10       2.062483731997e-11      -1.508473182553e-15 
   27       1.372544986607e-10       2.004082281513e-15       2.378149891052e-13       0.000000000000e+00       1.928991546280e-10       1.932986329624e-11      -6.330024240013e-15 
   28       1.393529458429e-10       2.282874738753e-15       2.456831472699e-13       0.000000000000e+00       1.801790281608e-10       1.816329329167e-11      -1.179583070363e-14 
   29       1.414842959654e-10       2.585875609275e-15       2.528354655460e-13       0.000000000000e+00       1.686415364406e-10       1.711023314716e-11      -1.690787859942e-14 
   30       1.436523723242e-10       2.910915365566e-15       2.588656370765e-13       0.000000000000e+00       1.581628266249e-10       1.614445323102e-11      -2.075071214667e-14 
   31       1.458504021463e-10       3.256041028326e-15       2.633653890677e-13       0.000000000000e+00       1.485292378803e-10       1.523245037305e-11      -2.245071457813e-14 
   32       1.480816397576e-10       3.623187871294e-15       2.662305208777e-13       0.000000000000e+00       1.396911961283e-10       1.437546688916e-11      -2.204277861039e-14 
   33       1.503437595749e-10       4.015938202793e-15       2.674714433007e-13       0.000000000000e+00       1.315864455185e-10       1.358179522796e-11      -1.994215142433e-14 
   34       1.526278718291e-10       4.438092764392e-15       2.671438194319e-13       0.000000000000e+00       1.241018356505e-10       1.285482453875e-11      -1.671636488342e-14 
   35       1.549386678797e-10       4.891802170532e-15       2.653708198189e-13       0.000000000000e+00       1.171991538187e-10       1.219112140702e-11      -1.302117737375e-14 
   36       1.572796184860e-10       5.378811191529e-15       2.623349171925e-13       0.000000000000e+00       1.108230768077e-10       1.158069944296e-11      -9.663632675405e-15 
   37       1.596492395378e-10       5.900701245130e-15       2.582225631803e-13       0.000000000000e+00       1.048906886619e-10       1.101087914768e-11      -7.428527062632e-15 
   38       1.620494112436e-10       6.458020383624e-15       2.530412949618e-13       0.000000000000e+00       9.938671009539e-11       1.047981208326e-11      -6.383461838008e-15 
