# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_efld           14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_tot            17:(.)p_tot              18:(.)p_tot_prime        19:gr.fac. D             20:gr.fac. f          
       7.838685627126e+12       1.230124777182e-23       5.912806955166e-08       1.325704623469e+20       1.152959485619e+04       1.470858177587e-09       9.037686948585e+16       3.413783222876e-08       1.038848126866e+40       1.180707328636e+30       6.451232217737e+30       2.985121549152e-08       1.805881147609e+34       7.186428151779e+39       1.757492748688e+40       1.757492748688e+40       5.858304946028e+39      -3.963102962926e+47       5.984339425239e-04       3.927575953187e-01 
       7.784196253285e+12       1.247406797876e-23       5.954279913567e-08       1.307337837503e+20       1.152959485619e+04       1.481154184843e-09       8.974862908148e+16       3.437679700444e-08       1.010262374694e+40       1.156255594943e+30       6.317631105630e+30       2.985121549152e-08       1.764785437306e+34       6.988680811400e+39       1.709132221367e+40       1.709132221367e+40       5.697103284234e+39      -3.827260330096e+47       6.000734871228e-04       3.916844864468e-01 
       7.730085653641e+12       1.264931613635e-23       5.995934770908e-08       1.289225511574e+20       1.152959485619e+04       1.491522264150e-09       8.912475579016e+16       3.461743453295e-08       9.824632102886e+39       1.132310241846e+30       6.186796791639e+30       2.985121549152e-08       1.724624925539e+34       6.796374840474e+39       1.662102419693e+40       1.662102419693e+40       5.540337372411e+39      -3.696073953045e+47       6.017130317177e-04       3.906172255760e-01 
       7.676351195206e+12       1.282702635485e-23       6.037953426130e-08       1.271364120301e+20       1.152959485619e+04       1.501962920012e-09       8.850521925459e+16       3.485975652355e-08       9.554289892884e+39       1.108860782509e+30       6.058671977052e+30       2.985121549152e-08       1.685378330371e+34       6.609360510050e+39       1.616366726388e+40       1.616366726388e+40       5.387885153023e+39      -3.569384230051e+47       6.033525763084e-04       3.895557650323e-01 
       7.622990263295e+12       1.300723322377e-23       6.080153980292e-08       1.253750187146e+20       1.152959485619e+04       1.512476660466e-09       8.788998932850e+16       3.510377476747e-08       9.291386629167e+39       1.085896947273e+30       5.933200549776e+30       2.985121549152e-08       1.647024854169e+34       6.427492211239e+39       1.571889531767e+40       1.571889531767e+40       5.239627927160e+39      -3.447037030034e+47       6.049921208950e-04       3.885000576586e-01 
       7.570000261397e+12       1.318997181852e-23       6.122718332335e-08       1.236380283734e+20       1.152959485619e+04       1.523063997103e-09       8.727903607519e+16       3.534950113846e-08       9.035717615912e+39       1.063408679156e+30       5.810327559769e+30       2.985121549152e-08       1.609544172586e+34       6.250628341836e+39       1.528636206006e+40       1.528636206006e+40       5.095450262127e+39      -3.328883505042e+47       6.066316654774e-04       3.874500568075e-01 
       7.517378611052e+12       1.337527770731e-23       6.165646482259e-08       1.219251029191e+20       1.152959485619e+04       1.533725445096e-09       8.667232976604e+16       3.559694759343e-08       8.787083789861e+39       1.041386129453e+30       5.689999194967e+30       2.985121549152e-08       1.572916423786e+34       6.078631196073e+39       1.486573072183e+40       1.486573072183e+40       4.955239901561e+39      -3.214779909158e+47       6.082712100556e-04       3.864057163346e-01 
       7.465122751722e+12       1.356318695806e-23       6.208756531123e-08       1.202359089480e+20       1.152959485619e+04       1.544461523225e-09       8.606984087910e+16       3.584612617293e-08       8.545291565337e+39       1.019819653416e+30       5.572162757724e+30       2.985121549152e-08       1.537122197919e+34       5.911366857403e+39       1.445667380055e+40       1.445667380055e+40       4.818887678035e+39      -3.104587423621e+47       6.099107546296e-04       3.853669905917e-01 
       7.413230140670e+12       1.375373614538e-23       6.252230377868e-08       1.185701176757e+20       1.152959485619e+04       1.555272753902e-09       8.547154009763e+16       3.609704900185e-08       8.310152683518e+39       9.986998060356e+29       5.456766641729e+30       2.985121549152e-08       1.502142526842e+34       5.748705094226e+39       1.405887280563e+40       1.405887280563e+40       4.686287428057e+39      -2.998171987939e+47       6.115502991993e-04       3.843338344200e-01 
       7.361698252832e+12       1.394696235774e-23       6.295886123553e-08       1.169274048727e+20       1.152959485619e+04       1.566159663194e-09       8.487739830869e+16       3.634972828991e-08       8.081484065857e+39       9.780173379038e+29       5.343760309407e+30       2.985121549152e-08       1.467958874057e+34       5.590519258502e+39       1.367201801027e+40       1.367201801027e+40       4.557335909412e+39      -2.895404136789e+47       6.131898437649e-04       3.833062031439e-01 
       7.310524580700e+12       1.414290320464e-23       6.340087566059e-08       1.153074508017e+20       1.152959485619e+04       1.577122780850e-09       8.428738660170e+16       3.660417633232e-08       7.859107671537e+39       9.577631911607e+29       5.233094269786e+30       2.985121549152e-08       1.434553124898e+34       5.436686187132e+39       1.329580821039e+40       1.329580821039e+40       4.431932720776e+39      -2.796158842509e+47       6.148293883261e-04       3.822840525642e-01 
       7.259706634194e+12       1.434159682398e-23       6.384470907506e-08       1.137099401550e+20       1.152959485619e+04       1.588162640331e-09       8.370147626705e+16       3.686040551036e-08       7.642850358854e+39       9.379284955298e+29       5.124720056821e+30       2.985121549152e-08       1.401907576924e+34       5.287086106070e+39       1.292995049006e+40       1.292995049006e+40       4.309980223549e+39      -2.700315362992e+47       6.164689328831e-04       3.812673389519e-01 
       7.209241940543e+12       1.454308188945e-23       6.429036147892e-08       1.121345619934e+20       1.152959485619e+04       1.599279778828e-09       8.311963879471e+16       3.711842829197e-08       7.432543750402e+39       9.185045644327e+29       5.018590208171e+30       2.985121549152e-08       1.370004930544e+34       5.141602537068e+39       1.257415999346e+40       1.257415999346e+40       4.191383465828e+39      -2.607757094787e+47       6.181084774358e-04       3.802560190420e-01 
       7.159128044167e+12       1.474739761806e-23       6.474147085100e-08       1.105810096855e+20       1.152959485619e+04       1.610474737294e-09       8.254184587283e+16       3.737825723236e-08       7.228024101981e+39       8.994828911847e+29       4.914658244409e+30       2.985121549152e-08       1.338828279845e+34       5.000122206980e+39       1.222815970306e+40       1.222815970306e+40       4.076050108482e+39      -2.518371431240e+47       6.197480219841e-04       3.792500500273e-01 
       7.109362506554e+12       1.495458377780e-23       6.519439921249e-08       1.090489808480e+20       1.152959485619e+04       1.621748060471e-09       8.196806938635e+16       3.763990497463e-08       7.029132175103e+39       8.808551452692e+29       4.812878648670e+30       2.985121549152e-08       1.308361103635e+34       4.862534959574e+39       1.189168022398e+40       1.189168022398e+40       3.963890353254e+39      -2.432049625498e+47       6.213875665281e-04       3.782493895523e-01 
       7.059942906145e+12       1.516468069534e-23       6.565096555278e-08       1.075381772871e+20       1.152959485619e+04       1.633100296909e-09       8.139828141567e+16       3.790338425040e-08       6.835713113009e+39       8.626131686898e+29       4.713206846718e+30       2.985121549152e-08       1.278587256689e+34       4.728733669763e+39       1.156445957422e+40       1.156445957422e+40       3.854816872845e+39      -2.348686658207e+47       6.230271110677e-04       3.772539957077e-01 
       7.010866838211e+12       1.537772926390e-23       6.610935088247e-08       1.060483049401e+20       1.152959485619e+04       1.644531999003e-09       8.083245423526e+16       3.816870788039e-08       6.647616320100e+39       8.447489723973e+29       4.615599187418e+30       2.985121549152e-08       1.249490961192e+34       4.598614160197e+39       1.124624298067e+40       1.124624298067e+40       3.748744742923e+39      -2.268181109742e+47       6.246666556029e-04       3.762638270237e-01 
       6.962131914741e+12       1.559377095122e-23       6.657319318037e-08       1.045790738186e+20       1.152959485619e+04       1.656043723011e-09       8.027056031230e+16       3.843588877506e-08       6.464695344683e+39       8.272547327906e+29       4.520012923626e+30       2.985121549152e-08       1.221056798379e+34       4.472075120149e+39       1.093678268075e+40       1.093678268075e+40       3.645591376001e+39      -2.190435036824e+47       6.263062001336e-04       3.752788424652e-01 
       6.913735764325e+12       1.581284780762e-23       6.703885446768e-08       1.031301979515e+20       1.152959485619e+04       1.667636029088e-09       7.971257230540e+16       3.870493993527e-08       6.286807764941e+39       8.101227882909e+29       4.426406193467e+30       2.985121549152e-08       1.193269700362e+34       4.349018026638e+39       1.063583772951e+40       1.063583772951e+40       3.545276457129e+39      -2.115353853359e+47       6.279457446600e-04       3.742990014253e-01 
       6.865676032034e+12       1.603500247416e-23       6.750815373380e-08       1.017013953299e+20       1.152959485619e+04       1.679309481308e-09       7.915846306319e+16       3.897587445286e-08       6.113815078049e+39       7.933456359860e+29       4.334738001997e+30       2.985121549152e-08       1.166114942149e+34       4.229347067719e+39       1.034317381205e+40       1.034317381205e+40       3.447721881371e+39      -2.042846215366e+47       6.295852891819e-04       3.733242637203e-01 
       6.817950379313e+12       1.626027819100e-23       6.798109097872e-08       1.002923878518e+20       1.152959485619e+04       1.691064647693e-09       7.860820562307e+16       3.924870551133e-08       5.945582592332e+39       7.769159283442e+29       4.244968203253e+30       2.985121549152e-08       1.139578133837e+34       4.112969067881e+39       1.005856306102e+40       1.005856306102e+40       3.352851692983e+39      -1.972823909845e+47       6.312248336993e-04       3.723545895839e-01 
       6.770556483860e+12       1.648871880577e-23       6.845584721304e-08       9.890290126822e+19       1.152959485618e+04       1.702902100243e-09       7.806177320984e+16       3.952344638645e-08       5.781979322396e+39       7.608264699973e+29       4.157057482674e+30       2.985121549152e-08       1.113645212989e+34       3.999793415504e+39       9.781783879271e+39       9.781783879271e+39       3.260592026279e+39      -1.905201747460e+47       6.328643782122e-04       3.713899396620e-01 
       6.723492039518e+12       1.672036878209e-23       6.893606041558e-08       9.753266512965e+19       1.152959485618e+04       1.714822414962e-09       7.751913923443e+16       3.980011044693e-08       5.622877887144e+39       7.450702145881e+29       4.070967339875e+30       2.985121549152e-08       1.088302437181e+34       3.889731992307e+39       9.512620767292e+39       9.512620767292e+39       3.170871048120e+39      -1.839897458896e+47       6.345039227206e-04       3.704302750072e-01 
       6.676754756160e+12       1.695527320827e-23       6.941809260752e-08       9.618141273352e+19       1.152959485618e+04       1.726826171883e-09       7.698027729263e+16       4.007871115507e-08       5.468154410595e+39       7.296402616859e+29       3.986660071793e+30       2.985121549152e-08       1.063536376720e+34       3.782699104741e+39       9.250864155416e+39       9.250864155416e+39       3.083618901982e+39      -1.776831594770e+47       6.361434672244e-04       3.694755570734e-01 
       6.630342359577e+12       1.719347780608e-23       6.990376277827e-08       9.484888107225e+19       1.152959485618e+04       1.738913955103e-09       7.644516116373e+16       4.035926206737e-08       5.317688425435e+39       7.145298537632e+29       3.904098756173e+30       2.985121549152e-08       1.039333907527e+34       3.678611417265e+39       8.996310240658e+39       8.996310240658e+39       2.998767653567e+39      -1.715927428972e+47       6.377830117236e-04       3.685257477113e-01 
       6.584252591372e+12       1.743502893961e-23       7.039307092782e-08       9.353481078206e+19       1.152959485618e+04       1.751086352806e-09       7.591376480930e+16       4.064177683527e-08       5.171362779224e+39       6.997323732371e+29       3.823247235397e+30       2.985121549152e-08       1.015682204183e+34       3.577387887467e+39       8.748760828037e+39       8.748760828037e+39       2.916251237913e+39      -1.657110865321e+47       6.394225562183e-04       3.675808091624e-01 
       6.538483208845e+12       1.767997362432e-23       7.088601705618e-08       9.223894609249e+19       1.152959485618e+04       1.763343957293e-09       7.538606237195e+16       4.092626920574e-08       5.029063543179e+39       6.852413395706e+29       3.744070100650e+30       2.985121549152e-08       9.925687331301e+33       3.478949702958e+39       8.508023176254e+39       8.508023176254e+39       2.836005407948e+39      -1.600310347417e+47       6.410621007084e-04       3.666407040550e-01 
       6.493031984886e+12       1.792835953621e-23       7.138260116335e-08       9.096103477662e+19       1.152959485618e+04       1.775687365012e-09       7.486202817398e+16       4.121275302199e-08       4.890679923469e+39       6.710504064350e+29       3.666532676409e+30       2.985121549152e-08       9.699812460336e+33       3.383220220014e+39       8.273909847633e+39       8.273909847633e+39       2.757967684476e+39      -1.545456771590e+47       6.427016451938e-04       3.657053953982e-01 
       6.447896707866e+12       1.818023502106e-23       7.188282324933e-08       8.970082810195e+19       1.152959485618e+04       1.788117176585e-09       7.434163671621e+16       4.150124222414e-08       4.756104174954e+39       6.571533589300e+29       3.590601005265e+30       2.985121549152e-08       9.479077732881e+33       3.290124903897e+39       8.046238562176e+39       8.046238562176e+39       2.682077307525e+39      -1.492483402823e+47       6.443411896745e-04       3.647748465780e-01 
       6.403075181531e+12       1.843564910387e-23       7.238486432470e-08       8.845808078204e+19       1.152959485618e+04       1.800633996839e-09       7.382486267673e+16       4.179175084986e-08       4.625231517290e+39       6.435441108622e+29       3.516241833043e+30       2.985121549152e-08       9.263366176760e+33       3.199591270827e+39       7.824832055642e+39       7.824832055642e+39       2.608275189042e+39      -1.441325793566e+47       6.459807341506e-04       3.638490213519e-01 
       6.358565224892e+12       1.869465149838e-23       7.289236236829e-08       8.723255092872e+19       1.152959485618e+04       1.813238434835e-09       7.331168090961e+16       4.208429303513e-08       4.497960053353e+39       6.302167020796e+29       3.443422594242e+30       2.985121549152e-08       9.052563481684e+33       3.111548831542e+39       7.609517941532e+39       7.609517941532e+39       2.536503866888e+39      -1.391921705325e+47       6.476202786220e-04       3.629278838444e-01 
       6.314364672123e+12       1.895729261678e-23       7.340167940129e-08       8.602400000503e+19       1.152959485618e+04       1.825931103897e-09       7.280206644376e+16       4.237888301485e-08       4.374190689899e+39       6.171652958611e+29       3.372111397774e+30       2.985121549152e-08       8.846557938678e+33       3.025929036420e+39       7.400128576866e+39       7.400128576866e+39       2.466707460095e+39      -1.344211032947e+47       6.492598230886e-04       3.620113985427e-01 
       6.270471372451e+12       1.922362357948e-23       7.391645340249e-08       8.483219277878e+19       1.152959485618e+04       1.838712621643e-09       7.229599448164e+16       4.267553512355e-08       4.253827060409e+39       6.043841763610e+29       3.302277012997e+30       2.985121549152e-08       8.645240380886e+33       2.942665222100e+39       7.196500931657e+39       7.196500931657e+39       2.398831625361e+39      -1.298135731492e+47       6.508993675505e-04       3.610995302914e-01 
       6.226883190057e+12       1.949369622509e-23       7.443304639310e-08       8.365689727678e+19       1.152959485618e+04       1.851583610013e-09       7.179344039812e+16       4.297426379615e-08       4.136775450063e+39       5.918677461050e+29       3.233888856033e+30       2.985121549152e-08       8.448504125713e+33       2.861692559586e+39       6.998476461978e+39       6.998476461978e+39       2.332823514733e+39      -1.253639745617e+47       6.525389120076e-04       3.601922442886e-01 
       6.183598003965e+12       1.976756312050e-23       7.495509635191e-08       8.249788473968e+19       1.152959485618e+04       1.864544695303e-09       7.129437973920e+16       4.327508356858e-08       4.022944722767e+39       5.796105235390e+29       3.166916976381e+30       2.985121549152e-08       8.256244918301e+33       2.782948003763e+39       6.805900986522e+39       6.805900986522e+39       2.268631734468e+39      -1.210668941381e+47       6.541784564599e-04       3.592895060813e-01 
       6.140613707945e+12       2.004527757111e-23       7.547896530014e-08       8.135492957744e+19       1.152959485618e+04       1.877596508189e-09       7.079878822091e+16       4.357800907852e-08       3.912246250203e+39       5.676071406289e+29       3.101332043796e+30       2.985121549152e-08       8.068360876276e+33       2.706370244318e+39       6.618624566550e+39       6.618624566550e+39       2.206206305010e+39      -1.169171040380e+47       6.558180009074e-04       3.583912815611e-01 
       6.097928210409e+12       2.032689363120e-23       7.600829121657e-08       8.022780932542e+19       1.152959485618e+04       1.890739683766e-09       7.030664172808e+16       4.388305506612e-08       3.804593842814e+39       5.558523405091e+29       3.037105335443e+30       2.985121549152e-08       7.884752435760e+33       2.631899657996e+39       6.436501389156e+39       6.436501389156e+39       2.145498622079e+39      -1.129095556150e+47       6.574575453500e-04       3.574975369596e-01 
       6.055539434305e+12       2.061246611448e-23       7.653943612240e-08       7.911630460109e+19       1.152959485618e+04       1.903974861572e-09       6.981791631315e+16       4.419023637473e-08       3.699903682706e+39       5.443409751807e+29       2.974208723323e+30       2.985121549152e-08       7.705322298612e+33       2.559478262187e+39       6.259389653733e+39       6.259389653733e+39       2.086461418830e+39      -1.090393732745e+47       6.590970897878e-04       3.566082388447e-01 
       6.013445317022e+12       2.090205060471e-23       7.707603799645e-08       7.802019906134e+19       1.152959485618e+04       1.917302685623e-09       6.933258819505e+16       4.449956795157e-08       3.598094258380e+39       5.330680032563e+29       2.912614661946e+30       2.985121549152e-08       7.529975380864e+33       2.489049669771e+39       6.087151461571e+39       6.087151461571e+39       2.029048729048e+39      -1.053018485415e+47       6.607366342207e-04       3.557233541158e-01 
       5.971643810287e+12       2.119570346656e-23       7.761445885990e-08       7.693927936033e+19       1.152959485618e+04       1.930723804443e-09       6.885063375801e+16       4.481106484851e-08       3.499086301272e+39       5.220284877532e+29       2.852296176277e+30       2.985121549152e-08       7.358618762335e+33       2.420559045221e+39       5.919652708487e+39       5.919652708487e+39       1.973215851360e+39      -1.016924343329e+47       6.623761786487e-04       3.548428500004e-01 
       5.930132880063e+12       2.149348185658e-23       7.815833669156e-08       7.587333510800e+19       1.152959485617e+04       1.944238871094e-09       6.837202955043e+16       4.512474222279e-08       3.402802724035e+39       5.112175939302e+29       2.793226849914e+30       2.985121549152e-08       7.191161637393e+33       2.353953061910e+39       5.756762980411e+39       5.756762980411e+39       1.918919314431e+39      -9.820673942518e+46       6.640157230717e-04       3.539666940494e-01 
       5.888910506455e+12       2.179544373428e-23       7.870585250203e-08       7.482215882911e+19       1.152959485617e+04       1.957848543213e-09       6.789675228371e+16       4.544061533772e-08       3.309168560514e+39       5.006305871707e+29       2.735380813526e+30       2.985121549152e-08       7.027515266831e+33       2.289179860583e+39       5.598355451849e+39       5.598355451849e+39       1.866116843117e+39      -9.484052311200e+46       6.656552674898e-04       3.530948541334e-01 
       5.847974683607e+12       2.210164787347e-23       7.925700629130e-08       7.378554592286e+19       1.152959485617e+04       1.971553483036e-09       6.742477883116e+16       4.575869956349e-08       3.218110907384e+39       4.902628309092e+29       2.678732733517e+30       2.985121549152e-08       6.867592930847e+33       2.226189008989e+39       5.444306787135e+39       5.444306787135e+39       1.814767325550e+39      -9.158969004508e+46       6.672948119029e-04       3.522272984390e-01 
       5.807323419607e+12       2.241215387367e-23       7.981179805938e-08       7.276329462306e+19       1.152959485617e+04       1.985354357439e-09       6.695608622685e+16       4.607901037786e-08       3.129558867383e+39       4.801097846008e+29       2.623257800937e+30       2.985121549152e-08       6.711309883085e+33       2.164931462606e+39       5.294497044403e+39       5.294497044403e+39       1.764830781127e+39      -8.845028525172e+46       6.689343563109e-04       3.513639954645e-01 
       5.766954736389e+12       2.272702217169e-23       8.037022780627e-08       7.175520595886e+19       1.152959485617e+04       1.999251837962e-09       6.649065166447e+16       4.640156336694e-08       3.043443494114e+39       4.701670017323e+29       2.568931720613e+30       2.985121549152e-08       6.558583305727e+33       2.105359526463e+39       5.148809582199e+39       5.148809582199e+39       1.716268329384e+39      -8.541848932315e+46       6.705739007140e-04       3.505049140164e-01 
       5.726866669639e+12       2.304631405346e-23       8.093229553197e-08       7.076108371603e+19       1.152959485617e+04       2.013246600850e-09       6.602845249627e+16       4.672637422593e-08       2.959697738361e+39       4.604301278753e+29       2.515730700510e+30       2.985121549152e-08       6.409332265609e+33       2.047426817997e+39       5.007130968667e+39       5.007130968667e+39       1.669042159719e+39      -8.249061376788e+46       6.722134451120e-04       3.496500232053e-01 
       5.687057268696e+12       2.337009166586e-23       8.149982022587e-08       6.978073439875e+19       1.152959485617e+04       2.027339327077e-09       6.556946623192e+16       4.705345875992e-08       2.878256395888e+39       4.508948987789e+29       2.463631441313e+30       2.985121549152e-08       6.263477671328e+33       1.991088230948e+39       4.869350893229e+39       4.869350893229e+39       1.623115501960e+39      -7.966309652422e+46       6.738529895048e-04       3.487992924427e-01 
       5.647524596459e+12       2.369841802892e-23       8.206916390918e-08       6.881396719197e+19       1.152959485617e+04       2.041530702389e-09       6.511367053744e+16       4.738283288462e-08       2.799056056670e+39       4.415571385020e+29       2.412611126220e+30       2.985121549152e-08       6.120942231334e+33       1.936299900231e+39       4.735362080697e+39       4.735362080697e+39       1.578452597728e+39      -7.693249762671e+46       6.754925338926e-04       3.479526914369e-01 
       5.608266729291e+12       2.403135704801e-23       8.264396456070e-08       6.786059392425e+19       1.152959485617e+04       2.055821417329e-09       6.466104323408e+16       4.771451262715e-08       2.722035055518e+39       4.324127575852e+29       2.362647410953e+30       2.985121549152e-08       5.981650412969e+33       1.883019167789e+39       4.605060207752e+39       4.605060207752e+39       1.535018672601e+39      -7.429549502101e+46       6.771320782753e-04       3.471101901897e-01 
       5.569281756931e+12       2.436897352632e-23       8.322240319103e-08       6.692042903117e+19       1.152959485617e+04       2.070212167273e-09       6.421156229728e+16       4.804851412683e-08       2.647133424074e+39       4.234577512590e+29       2.313718413969e+30       2.985121549152e-08       5.845528402442e+33       1.831204549376e+39       4.478343821716e+39       4.478343821716e+39       1.492779909036e+39      -7.174888052230e+46       6.787716226527e-04       3.462717589927e-01 
       5.530567782392e+12       2.471133317746e-23       8.380447980016e-08       6.599328951915e+19       1.152959485617e+04       2.084703652467e-09       6.376520585558e+16       4.838485363594e-08       2.574292844114e+39       4.146881976903e+29       2.265802706879e+30       2.985121549152e-08       5.712504065711e+33       1.780815702260e+39       4.355114261559e+39       4.355114261559e+39       1.451703420042e+39      -6.928955591219e+46       6.804111670250e-04       3.454373684238e-01 
       5.492122921877e+12       2.505850263823e-23       8.439201337751e-08       6.507899492991e+19       1.152959485617e+04       2.099296578057e-09       6.332195218953e+16       4.872354752053e-08       2.503456602145e+39       4.061002562648e+29       2.218879305063e+30       2.985121549152e-08       5.582506910261e+33       1.731813393810e+39       4.235275581087e+39       4.235275581087e+39       1.411757223569e+39      -6.691452916942e+46       6.820507113921e-04       3.446069893439e-01 
       5.453945304683e+12       2.541054948163e-23       8.498318493366e-08       6.417736730526e+19       1.152959485617e+04       2.113991654127e-09       6.288177973071e+16       4.906461226122e-08       2.434569545244e+39       3.976901659050e+29       2.172927658480e+30       2.985121549152e-08       5.455468047746e+33       1.684159470951e+39       4.118734474234e+39       4.118734474234e+39       1.372910217612e+39      -6.462091082974e+46       6.836902557540e-04       3.437805928932e-01 
       5.416033073110e+12       2.576754222999e-23       8.557799446862e-08       6.328823115253e+19       1.152959485617e+04       2.128789595730e-09       6.244466706057e+16       4.940806445399e-08       2.367578038122e+39       3.894542434230e+29       2.127927642668e+30       2.985121549152e-08       5.331320157485e+33       1.637816830457e+39       4.005400202417e+39       4.005400202417e+39       1.335132155992e+39      -6.240591047061e+46       6.853298001106e-04       3.429581504883e-01 
       5.378384382372e+12       2.612955036830e-23       8.617644198239e-08       6.241141341041e+19       1.152959485617e+04       2.143691122924e-09       6.201059290949e+16       4.975392081099e-08       2.302429921358e+39       3.813888819077e+29       2.083859549930e+30       2.985121549152e-08       5.209997450786e+33       1.592749390064e+39       3.895184523885e+39       3.895184523885e+39       1.298393624807e+39      -6.026683331636e+46       6.869693444619e-04       3.421396338186e-01 
       5.340997400507e+12       2.649664435776e-23       8.678034646437e-08       6.154674341519e+19       1.152959485617e+04       2.158696960809e-09       6.157953615569e+16       5.010219816136e-08       2.239074470790e+39       3.734905491446e+29       2.040704080702e+30       2.985121549152e-08       5.091435636083e+33       1.548922060375e+39       3.788001625015e+39       3.788001625015e+39       1.262666019532e+39      -5.820107695967e+46       6.886088888078e-04       3.413250148430e-01 
       5.303870308288e+12       2.686889564947e-23       8.738788892515e-08       6.069405286764e+19       1.152959485617e+04       2.173807839560e-09       6.115147582421e+16       5.045291345204e-08       2.177462358024e+39       3.657557860696e+29       1.998442335106e+30       2.985121549152e-08       4.975571884870e+33       1.506300717541e+39       3.683768053500e+39       3.683768053500e+39       1.227921522745e+39      -5.620612819555e+46       6.902484331485e-04       3.405142657872e-01 
       5.267001299133e+12       2.724637669834e-23       8.799906936474e-08       5.985317580020e+19       1.152959485617e+04       2.189024494462e-09       6.072639108591e+16       5.080608374859e-08       2.117545612020e+39       3.581812052533e+29       1.957055804666e+30       2.985121549152e-08       4.862344798402e+33       1.464852176690e+39       3.582402653370e+39       3.582402653370e+39       1.194133082471e+39      -5.427955996370e+46       6.918879774838e-04       3.397073591396e-01 
       5.230388579019e+12       2.762916097721e-23       8.861388778314e-08       5.902394854467e+19       1.152959485616e+04       2.204347665948e-09       6.030426125641e+16       5.116172623605e-08       2.059277581751e+39       3.507634894183e+29       1.916526364205e+30       2.985121549152e-08       4.751694375159e+33       1.424544166092e+39       3.483826501804e+39       3.483826501804e+39       1.161274391117e+39      -5.241902839579e+46       6.935275218137e-04       3.389042676492e-01 
       5.194030366393e+12       2.801732299114e-23       8.923416316975e-08       5.820620970039e+19       1.152959485616e+04       2.219778099636e-09       5.988506579514e+16       5.151985821973e-08       2.002612899873e+39       3.434993899857e+29       1.876836263911e+30       2.985121549152e-08       4.643561979056e+33       1.385345302030e+39       3.387962847685e+39       3.387962847685e+39       1.129319864991e+39      -5.062226996387e+46       6.951670661382e-04       3.381049643220e-01 
       5.157924892088e+12       2.841093829189e-23       8.985989552457e-08       5.739980010277e+19       1.152959485616e+04       2.235316546359e-09       5.946878430431e+16       5.188049712610e-08       1.947507447407e+39       3.363857256530e+29       1.837968121556e+30       2.985121549152e-08       4.537890308361e+33       1.347225064367e+39       3.294737051838e+39       3.294737051838e+39       1.098244624380e+39      -4.888709872658e+46       6.968066104572e-04       3.373094224179e-01 
       5.122070399233e+12       2.881008349267e-23       9.048926585820e-08       5.660456279237e+19       1.152959485616e+04       2.250963762210e-09       5.905539652791e+16       5.224366050360e-08       1.893918319383e+39       3.294193810003e+29       1.799904914888e+30       2.985121549152e-08       4.434623365337e+33       1.310153772780e+39       3.204076528916e+39       3.204076528916e+39       1.068024474183e+39      -4.721140366970e+46       6.984461547707e-04       3.365176154480e-01 
       5.086465143170e+12       2.921483628302e-23       9.112227417063e-08       5.582034298433e+19       1.152959485616e+04       2.266720508572e-09       5.864488235075e+16       5.260936602351e-08       1.841803791442e+39       3.225973051263e+29       1.762629974179e+30       2.985121549152e-08       4.333706426564e+33       1.274102563654e+39       3.115910690888e+39       3.115910690888e+39       1.038635885069e+39      -4.559314613791e+46       7.000856990788e-04       3.357295171716e-01 
       5.051107391370e+12       2.962527544394e-23       9.176073945127e-08       5.504698803820e+19       1.152959485616e+04       2.282587552159e-09       5.823722179747e+16       5.297763148081e-08       1.791123287341e+39       3.159165103119e+29       1.726126974916e+30       2.985121549152e-08       4.235086013943e+33       1.239043367608e+39       3.030170892077e+39       3.030170892077e+39       1.010055975158e+39      -4.403035735455e+46       7.017252433814e-04       3.349451015930e-01 
       5.015995423347e+12       3.004148086322e-23       9.240284271073e-08       5.428434742829e+19       1.152959485616e+04       2.298565665051e-09       5.783239503156e+16       5.334847479506e-08       1.741837347366e+39       3.093740707120e+29       1.690379930660e+30       2.985121549152e-08       4.138709866351e+33       1.204948887639e+39       2.946790375715e+39       2.946790375715e+39       9.822624922063e+38      -4.252113602640e+46       7.033647876783e-04       3.341643429592e-01 
       4.981127530573e+12       3.046353355101e-23       9.304858394898e-08       5.353227271435e+19       1.152959485616e+04       2.314655624734e-09       5.743038235438e+16       5.372191401124e-08       1.693907597608e+39       3.029671210738e+29       1.655373186041e+30       2.985121549152e-08       4.044526911953e+33       1.171792577871e+39       2.865704221964e+39       2.865704221964e+39       9.552337962789e+38      -4.106364603053e+46       7.050043319698e-04       3.333872157566e-01 
       4.946502016398e+12       3.089151565554e-23       9.369978215545e-08       5.279061751267e+19       1.152959485616e+04       2.330858214135e-09       5.703116420426e+16       5.409796730063e-08       1.647296720082e+39       2.966928554824e+29       1.621091409902e+30       2.985121549152e-08       3.952487241134e+33       1.139548622882e+39       2.786849297369e+39       2.786849297369e+39       9.289488429034e+38      -3.965611418052e+46       7.066438762556e-04       3.326136947083e-01 
