# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_efld           14:(.)rho_ur             15:(.)rho_crit           16:(.)rho_tot            17:(.)p_tot              18:(.)p_tot_prime        19:gr.fac. D             20:gr.fac. f          
       1.581990196638e+05       2.759558414037e-08       2.726737276411e+00       6.089360997731e+04       1.152686811898e+04       7.286262127826e-02       1.823550763084e+09       1.572653918385e+00       1.723475858716e+09       9.705817400268e+06       5.303133163781e+07       2.985121549152e-08       7.295717472898e+08       1.192246981025e+09       3.708031736069e+09       3.708031736069e+09       1.044864787976e+09      -1.496408489981e+09       4.846014446028e-03       6.806091540869e-02 
       1.570990220793e+05       2.797182836626e-08       2.744923094891e+00       6.008221474352e+04       1.152684993316e+04       7.337268181501e-02       1.810868379004e+09       1.583131325138e+00       1.676038753567e+09       9.504762190825e+06       5.193279196312e+07       2.985121549152e-08       7.129647532952e+08       1.159431467470e+09       3.609872528487e+09       3.609872528487e+09       1.016453215675e+09      -1.445884207733e+09       4.848318170315e-03       6.816932234554e-02 
       1.560066718214e+05       2.835315367697e-08       2.763226350842e+00       5.928175974927e+04       1.152683162990e+04       7.388631273917e-02       1.798274166058e+09       1.593676235405e+00       1.629907262057e+09       9.307871611393e+06       5.085700728847e+07       2.985121549152e-08       6.967357612008e+08       1.127519136813e+09       3.514327038970e+09       3.514327038970e+09       9.888157090766e+08      -1.397068809892e+09       4.850626673820e-03       6.827846807291e-02 
       1.549219157293e+05       2.873962785319e-08       2.781647762544e+00       5.849209618056e+04       1.152681320849e+04       7.440353903894e-02       1.785767511326e+09       1.604289059904e+00       1.585045450936e+09       9.115059400155e+06       4.980350629043e+07       2.985121549152e-08       6.808761674204e+08       1.096485131549e+09       3.421325315596e+09       3.421325315596e+09       9.619311442371e+08      -1.349904404639e+09       4.852939987414e-03       6.838835580919e-02 
       1.538447010121e+05       2.913131956572e-08       2.800188052275e+00       5.771307726024e+04       1.152679466820e+04       7.492438587733e-02       1.773347806152e+09       1.614970211612e+00       1.541418375887e+09       8.926241081969e+06       4.877182740774e+07       2.985121549152e-08       6.653775641850e+08       1.066305278286e+09       3.330799286847e+09       3.330799286847e+09       9.357789744759e+08      -1.304335064171e+09       4.855258142137e-03       6.849898877771e-02 
       1.527749752458e+05       2.952829838696e-08       2.818847946326e+00       5.694455822001e+04       1.152677600831e+04       7.544887859340e-02       1.761014446109e+09       1.625720105772e+00       1.498992054302e+09       8.741333931360e+06       4.776151863912e+07       2.985121549152e-08       6.502317350857e+08       1.036956068914e+09       3.242682710872e+09       3.242682710872e+09       9.103392145806e+08      -1.260306757989e+09       4.857581169202e-03       6.861037020659e-02 
       1.517126863706e+05       2.993063480252e-08       2.837628175028e+00       5.618639627280e+04       1.152675722808e+04       7.597704270346e-02       1.748766830971e+09       1.636539159900e+00       1.457733438825e+09       8.560256936281e+06       4.677213734520e+07       2.985121549152e-08       6.354306507189e+08       1.008414642298e+09       3.156911126124e+09       3.156911126124e+09       8.855924254463e+08      -1.217767288443e+09       4.859909099992e-03       6.872250332872e-02 
       1.506577826889e+05       3.033840022296e-08       2.856529472763e+00       5.543845058553e+04       1.152673832678e+04       7.650890390231e-02       1.736604364686e+09       1.647427793803e+00       1.417610391603e+09       8.382930762629e+06       4.580325005471e+07       2.985121549152e-08       6.209664644296e+08       9.806587664747e+08       3.073421803324e+09       3.073421803324e+09       8.615196991355e+08      -1.176666228484e+09       4.862241966065e-03       6.883539138158e-02 
       1.496102128621e+05       3.075166699569e-08       2.875552577985e+00       5.470058225231e+04       1.152671930368e+04       7.704448806451e-02       1.724526455344e+09       1.658386429582e+00       1.378591659264e+09       8.209277719488e+06       4.485443227451e+07       2.985121549152e-08       6.068315081527e+08       9.536668213312e+08       2.992153698742e+09       2.992153698742e+09       8.381026443470e+08      -1.136954861523e+09       4.864579799153e-03       6.894903760723e-02 
       1.485699259090e+05       3.117050841702e-08       2.894698233240e+00       5.397265426789e+04       1.152670015802e+04       7.758382124564e-02       1.712532515152e+09       1.669415491643e+00       1.340646848571e+09       8.039221725098e+06       4.392526830371e+07       2.985121549152e-08       5.930182883481e+08       9.274177817728e+08       2.913047408721e+09       2.913047408721e+09       8.153233722829e+08      -1.098586123334e+09       4.866922631160e-03       6.906344525214e-02 
       1.475368712022e+05       3.159499874436e-08       2.913967185184e+00       5.325453150158e+04       1.152668088907e+04       7.812692968351e-02       1.700621960400e+09       1.680515406713e+00       1.303746402754e+09       7.872688273524e+06       4.301535105151e+07       2.985121549152e-08       5.795194820288e+08       9.018912013443e+08       2.836045125452e+09       2.836045125452e+09       7.931644829024e+08      -1.061514545939e+09       4.869270494166e-03       6.917861756713e-02 
       1.465109984666e+05       3.202521320858e-08       2.933360184601e+00       5.254608067147e+04       1.152666149607e+04       7.867383979952e-02       1.688794211437e+09       1.691686603842e+00       1.267861578486e+09       7.709604402024e+06       4.212428185892e+07       2.985121549152e-08       5.663279328791e+08       8.770671963068e+08       2.761090593933e+09       2.761090593933e+09       7.716090515521e+08      -1.025696203400e+09       4.871623420428e-03       6.929455780725e-02 
       1.454922577765e+05       3.246122802652e-08       2.952877986427e+00       5.184717031905e+04       1.152664197827e+04       7.922457819986e-02       1.677048692641e+09       1.702929514420e+00       1.232964423498e+09       7.549898659080e+06       4.125167032408e+07       2.985121549152e-08       5.534366474614e+08       8.529264301507e+08       2.688129070093e+09       2.688129070093e+09       7.506406159622e+08      -9.910886594455e+08       4.873981442379e-03       6.941126923171e-02 
       1.444805995532e+05       3.290312041364e-08       2.972521349762e+00       5.115767078414e+04       1.152662233490e+04       7.977917167686e-02       1.665384832393e+09       1.714244572184e+00       1.199027754809e+09       7.393501073103e+06       4.039713413127e+07       2.985121549152e-08       5.408387915092e+08       8.294500985356e+08       2.617107280058e+09       2.617107280058e+09       7.302431635991e+08      -9.576509168893e+08       4.876344592627e-03       6.952875510374e-02 
       1.434759745627e+05       3.335096859685e-08       2.992291037892e+00       5.047745418016e+04       1.152660256522e+04       8.033764721026e-02       1.653802063044e+09       1.725632213228e+00       1.166025137556e+09       7.240343121777e+06       3.956029888342e+07       2.985121549152e-08       5.285276863042e+08       8.066199146450e+08       2.547973380511e+09       2.547973380511e+09       7.104011193642e+08      -9.253433687619e+08       4.878712903962e-03       6.964701869050e-02 
       1.424783339132e+05       3.380485182751e-08       3.012187818311e+00       4.980639436983e+04       1.152658266843e+04       8.090003196852e-02       1.642299820894e+09       1.737092876016e+00       1.133930864403e+09       7.090357702048e+06       3.874079793812e+07       2.985121549152e-08       5.164968051364e+08       7.844180949432e+08       2.480676920123e+09       2.480676920123e+09       6.910993336290e+08      -8.941277511054e+08       4.881086409348e-03       6.976606326297e-02 
       1.414876290528e+05       3.426485039454e-08       3.032212462736e+00       4.914436694103e+04       1.152656264379e+04       8.146635331017e-02       1.630877546162e+09       1.748627001389e+00       1.102719935518e+09       6.943479100723e+06       3.793827224696e+07       2.985121549152e-08       5.047397698444e+08       7.628273453252e+08       2.415168802035e+09       2.415168802035e+09       6.723230705987e+08      -8.639670973733e+08       4.883465141933e-03       6.988589209589e-02 
       1.405038117671e+05       3.473104563779e-08       3.052365747131e+00       4.849124918322e+04       1.152654249051e+04       8.203663878508e-02       1.619534682954e+09       1.760235032579e+00       1.072368039104e+09       6.799642965684e+06       3.715237019830e+07       2.985121549152e-08       4.932503474346e+08       7.418308476463e+08       2.351401247349e+09       2.351401247349e+09       6.540579969937e+08      -8.348256943794e+08       4.885849135040e-03       7.000650846757e-02 
       1.395268341768e+05       3.520351996145e-08       3.072648451722e+00       4.784692006397e+04       1.152652220780e+04       8.261091613587e-02       1.608270679246e+09       1.771917415216e+00       1.042851532466e+09       6.658786277702e+06       3.638274746323e+07       2.985121549152e-08       4.820224467770e+08       7.214122466243e+08       2.289327759608e+09       2.289327759608e+09       6.362901710410e+08      -8.066690397454e+08       4.888238422176e-03       7.012791565985e-02 
       1.385566487355e+05       3.568235684775e-08       3.093061361014e+00       4.721126020595e+04       1.152650179489e+04       8.318921329920e-02       1.597084986846e+09       1.783674597340e+00       1.014147423590e+09       6.520847322827e+06       3.562906684468e+07       2.985121549152e-08       4.710501153768e+08       7.015556371002e+08       2.228903090234e+09       2.228903090234e+09       6.190060317676e+08      -7.794638007943e+08       4.890633037030e-03       7.025011695797e-02 
       1.375932082272e+05       3.616764087076e-08       3.113605263823e+00       4.658415186419e+04       1.152648125099e+04       8.377155840713e-02       1.585977061376e+09       1.795507029411e+00       9.862333532410e+08       6.385765665355e+06       3.489099812979e+07       2.985121549152e-08       4.603275362188e+08       6.822455516512e+08       2.170083204906e+09       2.170083204906e+09       6.021923885860e+08      -7.531777748411e+08       4.893033013470e-03       7.037311565044e-02 
       1.366364657643e+05       3.665945771036e-08       3.134280953282e+00       4.596547890366e+04       1.152646057530e+04       8.435797978853e-02       1.574946362241e+09       1.807415164321e+00       9.590875775486e+08       6.253482121352e+06       3.416821794518e+07       2.985121549152e-08       4.498490246844e+08       6.634669485433e+08       2.112825250843e+09       2.112825250843e+09       5.858364111657e+08      -7.277798508332e+08       4.895438385551e-03       7.049691502896e-02 
       1.356863747849e+05       3.715789416646e-08       3.155089226862e+00       4.535512677714e+04       1.152643976703e+04       8.494850597041e-02       1.563992352604e+09       1.819399457403e+00       9.326889510682e+08       6.123938732727e+06       3.346040961536e+07       2.985121549152e-08       4.396090255377e+08       6.452052000162e+08       2.057087524970e+09       2.057087524970e+09       5.699256195819e+08      -7.032399722944e+08       4.897849187507e-03       7.062151838830e-02 
       1.347428890510e+05       3.766303817326e-08       3.176030886407e+00       4.475298250342e+04       1.152641882537e+04       8.554316567932e-02       1.553114499361e+09       1.831460366442e+00       9.070169103144e+08       5.997078741846e+06       3.276726302394e+07       2.985121549152e-08       4.296021099814e+08       6.274460808903e+08       2.002829442952e+09       2.002829442952e+09       5.544478747330e+08      -6.795291015292e+08       4.900265453760e-03       7.074692902616e-02 
       1.338059626459e+05       3.817497881386e-08       3.197106738127e+00       4.415893464583e+04       1.152639774951e+04       8.614198784274e-02       1.542312273111e+09       1.843598351684e+00       8.820514577438e+08       5.872846566666e+06       3.208847447782e+07       2.985121549152e-08       4.198229727789e+08       6.101757574874e+08       1.950011509055e+09       1.950011509055e+09       5.393913690216e+08      -6.566191850421e+08       4.902687218916e-03       7.087315024310e-02 
       1.328755499720e+05       3.869380633489e-08       3.218317592648e+00       4.357287329095e+04       1.152637653866e+04       8.674500159049e-02       1.531585148135e+09       1.855813875850e+00       8.577731461805e+08       5.751187776386e+06       3.142374657413e+07       2.985121549152e-08       4.102664294421e+08       5.933807768561e+08       1.898595286829e+09       1.898595286829e+09       5.247446172897e+08      -6.344831201338e+08       4.905114517765e-03       7.100018534237e-02 
       1.319516057488e+05       3.921961216145e-08       3.239664265006e+00       4.299469002776e+04       1.152635519199e+04       8.735223625615e-02       1.520932602370e+09       1.868107404142e+00       8.341630636688e+08       5.632049067602e+06       3.077278806998e+07       2.985121549152e-08       4.009274134830e+08       5.770480562937e+08       1.848543370583e+09       1.848543370583e+09       5.104964480025e+08      -6.130947226310e+08       4.907547385286e-03       7.112803762986e-02 
       1.310340850106e+05       3.975248891215e-08       3.261147574680e+00       4.242427792697e+04       1.152633370868e+04       8.796372137847e-02       1.510354117377e+09       1.880479404260e+00       8.112028187437e+08       5.515378240959e+06       3.013531375484e+07       2.985121549152e-08       3.918009737286e+08       5.611648731571e+08       1.799819357625e+09       1.799819357625e+09       4.966359946731e+08      -5.924286957139e+08       4.909985856643e-03       7.125671041390e-02 
       1.301229431041e+05       4.029253041436e-08       3.282768345614e+00       4.186153152071e+04       1.152631208791e+04       8.857948670280e-02       1.499849178327e+09       1.892930346405e+00       7.888745261066e+08       5.401124178285e+06       2.951104432562e+07       2.985121549152e-08       3.828822716958e+08       5.457188549530e+08       1.752387821259e+09       1.752387821259e+09       4.831526875228e+08      -5.724605998027e+08       4.912429967190e-03       7.138620700523e-02 
       1.292181356866e+05       4.083983171970e-08       3.304527406226e+00       4.130634678241e+04       1.152629032885e+04       8.919956218254e-02       1.489417273966e+09       1.905460703295e+00       7.671607926948e+08       5.289236820192e+06       2.889970626429e+07       2.985121549152e-08       3.741665790272e+08       5.306979697018e+08       1.706214284508e+09       1.706214284508e+09       4.700362453683e+08      -5.531668234668e+08       4.914879752468e-03       7.151653071680e-02 
       1.283196187233e+05       4.139448911966e-08       3.326425589443e+00       4.075862110704e+04       1.152626843066e+04       8.982397798062e-02       1.479057896594e+09       1.918070950175e+00       7.460447041349e+08       5.179667144153e+06       2.830103171810e+07       2.985121549152e-08       3.656492749842e+08       5.160905165662e+08       1.661265194547e+09       1.661265194547e+09       4.572766677321e+08      -5.345245553231e+08       4.917335248207e-03       7.164768486371e-02 
       1.274273484860e+05       4.195660016143e-08       3.348463732704e+00       4.021825329162e+04       1.152624639252e+04       9.045276447091e-02       1.468770542041e+09       1.930761564826e+00       7.255098115685e+08       5.072367143022e+06       2.771475838222e+07       2.985121549152e-08       3.573258439977e+08       5.018851167377e+08       1.617507897829e+09       1.617507897829e+09       4.448642271685e+08      -5.165117568890e+08       4.919796490329e-03       7.177967276304e-02 
       1.265412815500e+05       4.252626366395e-08       3.370642677994e+00       3.968514351592e+04       1.152622421358e+04       9.108595223975e-02       1.458554709643e+09       1.943533027576e+00       7.055401188412e+08       4.967289804006e+06       2.714062938482e+07       2.985121549152e-08       3.491918732749e+08       4.880707045741e+08       1.574910615879e+09       1.574910615879e+09       4.327894617993e+08      -4.991071363570e+08       4.922263514945e-03       7.191249773376e-02 
       1.256613747928e+05       4.310357973412e-08       3.392963271857e+00       3.915919332349e+04       1.152620189298e+04       9.172357208737e-02       1.448409902214e+09       1.956385821312e+00       6.861200700430e+08       4.864389088071e+06       2.657839317456e+07       2.985121549152e-08       3.412430504596e+08       4.746365189812e+08       1.533442421746e+09       1.533442421746e+09       4.210431680540e+08      -4.822901232614e+08       4.924736358359e-03       7.204616309660e-02 
       1.247875853915e+05       4.368864978328e-08       3.415426365422e+00       3.864030560296e+04       1.152617942989e+04       9.236565502946e-02       1.438335626025e+09       1.969320431491e+00       6.672345373930e+08       4.763619909770e+06       2.602780341041e+07       2.985121549152e-08       3.334751613466e+08       4.615720950305e+08       1.493073217090e+09       1.493073217090e+09       4.096163936092e+08      -4.660408440045e+08       4.927215057066e-03       7.218067217390e-02 
       1.239198708209e+05       4.428157654381e-08       3.438032814416e+00       3.812838456956e+04       1.152615682344e+04       9.301223229861e-02       1.428331390779e+09       1.982337346148e+00       6.488688094563e+08       4.664938117495e+06       2.548861885367e+07       2.985121549152e-08       3.258840876480e+08       4.488672558092e+08       1.453773709885e+09       1.453773709885e+09       3.985004305199e+08      -4.503400982155e+08       4.929699647753e-03       7.231602828951e-02 
       1.230581888514e+05       4.488246408599e-08       3.460783479191e+00       3.762333574691e+04       1.152613407277e+04       9.366333534586e-02       1.418396709587e+09       1.995437055911e+00       6.310085796857e+08       4.568300474135e+06       2.496060326236e+07       2.985121549152e-08       3.184658048096e+08       4.365121044929e+08       1.415515392725e+09       1.415515392725e+09       3.876868085405e+08      -4.351693359108e+08       4.932190167304e-03       7.245223476864e-02 
       1.222024975469e+05       4.549141783507e-08       3.483679224739e+00       3.712506594905e+04       1.152611117703e+04       9.431899584223e-02       1.408531098947e+09       2.008620054006e+00       6.136399352792e+08       4.473664638136e+06       2.444352528771e+07       2.985121549152e-08       3.112163798779e+08       4.244970166381e+08       1.378270521721e+09       1.378270521721e+09       3.771672886269e+08      -4.205106354319e+08       4.934686652794e-03       7.258929493777e-02 
       1.213527552629e+05       4.610854458851e-08       3.506720920719e+00       3.663348326274e+04       1.152608813533e+04       9.497924568022e-02       1.398734078714e+09       2.021886836275e+00       5.967493463430e+08       4.380989144949e+06       2.393715837278e+07       2.985121549152e-08       3.041319694156e+08       4.128126326851e+08       1.342012095961e+09       1.342012095961e+09       3.669338566176e+08      -4.063466821311e+08       4.937189141495e-03       7.272721212446e-02 
       1.205089206444e+05       4.673395253350e-08       3.529909441471e+00       3.614849703001e+04       1.152606494681e+04       9.564411697540e-02       1.389005172083e+09       2.035237901182e+00       5.803236553539e+08       4.290233388870e+06       2.344128065324e+07       2.985121549152e-08       2.972088174635e+08       4.014498506688e+08       1.306713837528e+09       1.306713837528e+09       3.569787170872e+08      -3.926607477826e+08       4.939697670873e-03       7.286598965728e-02 
       1.196709526239e+05       4.736775126464e-08       3.553245666040e+00       3.567001783088e+04       1.152604161059e+04       9.631364206795e-02       1.379343905563e+09       2.048673749825e+00       5.643500669110e+08       4.201357605246e+06       2.295567486018e+07       2.985121549152e-08       2.904432535501e+08       3.903998191288e+08       1.272350172055e+09       1.272350172055e+09       3.472942873683e+08      -3.794366706916e+08       4.942212278594e-03       7.300563086562e-02 
       1.188388104191e+05       4.801005180186e-08       3.576730478197e+00       3.519795746643e+04       1.152601812577e+04       9.698785352420e-02       1.369749808955e+09       2.062194885946e+00       5.488161377695e+08       4.114322853062e+06       2.248012822493e+07       2.985121549152e-08       2.838316907458e+08       3.796539302156e+08       1.238896209809e+09       1.238896209809e+09       3.378731917363e+08      -3.666588364795e+08       4.944733002518e-03       7.314613907961e-02 
       1.180124535316e+05       4.866096660857e-08       3.600364766457e+00       3.473222894201e+04       1.152599449149e+04       9.766678413828e-02       1.360222415327e+09       2.075801815945e+00       5.337097671493e+08       4.029090997875e+06       2.201443238581e+07       2.985121549152e-08       2.773706237613e+08       3.692038129859e+08       1.206327727280e+09       1.206327727280e+09       3.287082557545e+08      -3.543121595223e+08       4.947259880704e-03       7.328751762995e-02 
       1.171918417443e+05       4.932060961002e-08       3.624149424104e+00       3.427274645070e+04       1.152597070683e+04       9.835046693363e-02       1.350761260995e+09       2.089495048888e+00       5.190191873096e+08       3.945624695113e+06       2.155838329692e+07       2.985121549152e-08       2.710566270898e+08       3.590413268827e+08       1.174621149274e+09       1.174621149274e+09       3.197925007731e+08      -3.423820650178e+08       4.949792951410e-03       7.342976984779e-02 
       1.163769351196e+05       4.998909621191e-08       3.648085349208e+00       3.381942535705e+04       1.152594677090e+04       9.903893516467e-02       1.341365885496e+09       2.103275096518e+00       5.047329543833e+08       3.863887373714e+06       2.111178113869e+07       2.985121549152e-08       2.648863531908e+08       3.491585553948e+08       1.143753531481e+09       1.143753531481e+09       3.111191385785e+08      -3.308544716636e+08       4.952332253093e-03       7.357289906457e-02 
       1.155676939976e+05       5.066654331919e-08       3.672173444653e+00       3.337218218099e+04       1.152592268281e+04       9.973222231838e-02       1.332035831569e+09       2.117142473269e+00       4.908399394637e+08       3.783843220103e+06       2.067443023039e+07       2.985121549152e-08       2.588565307160e+08       3.395477998907e+08       1.113702543521e+09       1.113702543521e+09       3.026815661897e+08      -3.197157749218e+08       4.954877824412e-03       7.371690861191e-02 
       1.147640789941e+05       5.135306935515e-08       3.696414618142e+00       3.293093458194e+04       1.152589844163e+04       1.004303621159e-01       1.322770645132e+09       2.131097696273e+00       4.773293199360e+08       3.705457162507e+06       2.024613894438e+07       2.985121549152e-08       2.529639627748e+08       3.302015736224e+08       1.084446452440e+09       1.084446452440e+09       2.944733607969e+08      -3.089528308525e+08       4.957429704224e-03       7.386180182148e-02 
       1.139660509987e+05       5.204879428069e-08       3.720809782239e+00       3.249560134325e+04       1.152587404647e+04       1.011333885142e-01       1.313569875258e+09       2.145141285374e+00       4.641905710483e+08       3.628694855585e+06       1.982671962215e+07       2.985121549152e-08       2.472055252400e+08       3.211125958937e+08       1.055964106660e+09       1.055964106660e+09       2.864882748380e+08      -2.985529404967e+08       4.959987931589e-03       7.400758202481e-02 
       1.131735711728e+05       5.275383961390e-08       3.745359854371e+00       3.206610235673e+04       1.152584949640e+04       1.018413357078e-01       1.304433074157e+09       2.159273763138e+00       4.514134577135e+08       3.553522665387e+06       1.941598849216e+07       2.985121549152e-08       2.415781650914e+08       3.122737863898e+08       1.028234920352e+09       1.028234920352e+09       2.787202312102e+08      -2.885038347888e+08       4.962552545771e-03       7.415425255320e-02 
       1.123866009479e+05       5.346832844976e-08       3.770065756866e+00       3.164235860743e+04       1.152582479050e+04       1.025542381303e-01       1.295359797149e+09       2.173495654863e+00       4.389880265373e+08       3.479907654619e+06       1.901376558928e+07       2.985121549152e-08       2.360788987978e+08       3.036782596624e+08       1.001238858241e+09       1.001238858241e+09       2.711633186130e+08      -2.787936599814e+08       4.965123586234e-03       7.430181673755e-02 
       1.116051020234e+05       5.419238548022e-08       3.794928416961e+00       3.122429215870e+04       1.152579992784e+04       1.032721304559e-01       1.286349602647e+09       2.187807488593e+00       4.269045980663e+08       3.407817568211e+06       1.861987467598e+07       2.985121549152e-08       2.307048107348e+08       2.953193197665e+08       9.749564208118e+08       9.749564208118e+08       2.638117870177e+08      -2.694109635653e+08       4.967701092648e-03       7.445027790822e-02 
       1.108290363651e+05       5.492613701446e-08       3.819948766828e+00       3.081182613733e+04       1.152577490749e+04       1.039950476017e-01       1.277402052132e+09       2.202209795125e+00       4.151537592477e+08       3.337220819189e+06       1.823414316512e+07       2.985121549152e-08       2.254530516401e+08       2.871904550452e+08       9.493686299173e+08       9.493686299173e+08       2.566600432616e+08      -2.603446806673e+08       4.970285104888e-03       7.459963939489e-02 
       1.100583662031e+05       5.566971099940e-08       3.845127743598e+00       3.040488471903e+04       1.152574972851e+04       1.047230247286e-01       1.268516710136e+09       2.216703108026e+00       4.037263560984e+08       3.268086474837e+06       1.785640204434e+07       2.985121549152e-08       2.203208371024e+08       2.792853330577e+08       9.244570147777e+08       9.244570147777e+08       2.497026467623e+08      -2.515841209094e+08       4.972875663032e-03       7.474990452642e-02 
       1.092930540303e+05       5.642323704047e-08       3.870466289378e+00       3.000339311399e+04       1.152572438996e+04       1.054560972436e-01       1.259693144215e+09       2.231287963636e+00       3.926134865748e+08       3.200384243145e+06       1.748648580201e+07       2.985121549152e-08       2.153054460857e+08       2.715977956471e+08       9.002035983527e+08       9.002035983527e+08       2.429343053492e+08      -2.431189557147e+08       4.975472807366e-03       7.490107663068e-02 
       1.085330625999e+05       5.718684642265e-08       3.895965351277e+00       2.960727755271e+04       1.152569889090e+04       1.061943008011e-01       1.250930924933e+09       2.245964901088e+00       3.818064936386e+08       3.134084459539e+06       1.712423235473e+07       2.985121549152e-08       2.104042194868e+08       2.641218541438e+08       8.765908840835e+08       8.765908840835e+08       2.363498712095e+08      -2.349392060440e+08       4.978076578382e-03       7.505315903445e-02 
       1.077783549243e+05       5.796067213174e-08       3.921625881425e+00       2.921646527203e+04       1.152567323037e+04       1.069376713051e-01       1.242229625838e+09       2.260734462311e+00       3.712969585145e+08       3.069158073887e+06       1.676948297633e+07       2.985121549152e-08       2.056145587259e+08       2.568516847009e+08       8.536018429915e+08       8.536018429915e+08       2.299443369444e+08      -2.270352305481e+08       4.980687016780e-03       7.520615506322e-02 
       1.070288942730e+05       5.874484887596e-08       3.947448836989e+00       2.883088450127e+04       1.152564740742e+04       1.076862449104e-01       1.233588823444e+09       2.275597192048e+00       3.610766941326e+08       3.005576637770e+06       1.642208222834e+07       2.985121549152e-08       2.009339243686e+08       2.497816237581e+08       8.312199011254e+08       8.312199011254e+08       2.237128317338e+08      -2.193977141230e+08       4.983304163467e-03       7.536006804106e-02 
       1.062846441708e+05       5.953951310770e-08       3.973435180207e+00       2.845046444869e+04       1.152562142107e+04       1.084400580247e-01       1.225008097207e+09       2.290553637864e+00       3.511377387513e+08       2.943312292021e+06       1.608187789186e+07       2.985121549152e-08       1.963598347805e+08       2.429061636302e+08       8.094289273459e+08       8.094289273459e+08       2.176506176052e+08      -2.120176568532e+08       4.985928059561e-03       7.551490129046e-02 
       1.055455683959e+05       6.034480304565e-08       3.999585878399e+00       2.807513528801e+04       1.152559527037e+04       1.091991473104e-01       1.216487029508e+09       2.305604350157e+00       3.414723497562e+08       2.882337754519e+06       1.574872090092e+07       2.985121549152e-08       1.918898648109e+08       2.362199482176e+08       7.882132214401e+08       7.882132214401e+08       2.117530858057e+08      -2.048863633301e+08       4.988558746388e-03       7.567065813223e-02 
       1.048116309786e+05       6.116085869718e-08       4.025901903991e+00       2.770482814522e+04       1.152556895435e+04       1.099635496862e-01       1.208025205630e+09       2.320749882169e+00       3.320729976291e+08       2.822626308238e+06       1.542246527713e+07       2.985121549152e-08       1.875216445079e+08       2.297177688337e+08       7.675575025560e+08       7.675575025560e+08       2.060157532717e+08      -1.979954323330e+08       4.991196265484e-03       7.582734188525e-02 
       1.040827961989e+05       6.198782188091e-08       4.052384234545e+00       2.733947508546e+04       1.152554247202e+04       1.107333023288e-01       1.199622213739e+09       2.335990789999e+00       3.229323600834e+08       2.764151789543e+06       1.510296806578e+07       2.985121549152e-08       1.832528578615e+08       2.233945601486e+08       7.474468979488e+08       7.474468979488e+08       2.004342591968e+08      -1.913367468607e+08       4.993840658598e-03       7.598495586642e-02 
       1.033590285853e+05       6.282583624968e-08       4.079033852764e+00       2.697900910022e+04       1.152551582240e+04       1.115084426751e-01       1.191277644863e+09       2.351327632613e+00       3.140433163608e+08       2.706888576727e+06       1.479008927317e+07       2.985121549152e-08       1.790812415763e+08       2.172453962430e+08       7.278669320300e+08       7.278669320300e+08       1.950043616922e+08      -1.849024645004e+08       4.996491967690e-03       7.614350339043e-02 
       1.026402929129e+05       6.367504731374e-08       4.105851746535e+00       2.662336409458e+04       1.152548900451e+04       1.122890084236e-01       1.182991092876e+09       2.366760971857e+00       3.053989416847e+08       2.650811578788e+06       1.448369180530e+07       2.985121549152e-08       1.750045838714e+08       2.112654867722e+08       7.088035157124e+08       7.088035157124e+08       1.897219345394e+08      -1.786850081244e+08       4.999150234933e-03       7.630298776962e-02 
       1.019265542015e+05       6.453560246420e-08       4.132838908934e+00       2.627247487469e+04       1.152546201734e+04       1.130750375366e-01       1.174762154470e+09       2.382291372465e+00       2.969925018667e+08       2.595896224432e+06       1.418364140782e+07       2.985121549152e-08       1.710207233082e+08       2.054501732338e+08       6.902429360410e+08       6.902429360410e+08       1.845829640310e+08      -1.726770569020e+08       5.001815502712e-03       7.646341231388e-02 
       1.012177777143e+05       6.540765099685e-08       4.159996338250e+00       2.592627713545e+04       1.152543485991e+04       1.138665682414e-01       1.166590429146e+09       2.397919402075e+00       2.888174480610e+08       2.542118451318e+06       1.388980660719e+07       2.985121549152e-08       1.671275476446e+08       1.997949253402e+08       6.721718461043e+08       6.721718461043e+08       1.795835458982e+08      -1.668715376163e+08       5.004487813627e-03       7.662478033039e-02 
       1.005139289556e+05       6.629134413618e-08       4.187325038021e+00       2.558470744832e+04       1.152540753122e+04       1.146636390332e-01       1.158475519185e+09       2.413645631234e+00       2.808674116635e+08       2.489454695506e+06       1.360205865310e+07       2.985121549152e-08       1.633229927148e+08       1.942953374894e+08       6.545772552163e+08       6.545772552163e+08       1.747198823224e+08      -1.612616162757e+08       5.007167210494e-03       7.678709512356e-02 
       9.981497366995e+04       6.718683505976e-08       4.214826017038e+00       2.524770324928e+04       1.152538003024e+04       1.154662886759e-01       1.150417029634e+09       2.429470633416e+00       2.731361993516e+08       2.437881881142e+06       1.332027146205e+07       2.985121549152e-08       1.596050413357e+08       1.889471253331e+08       6.374465193637e+08       6.374465193637e+08       1.699882790285e+08      -1.558406900103e+08       5.009853736342e-03       7.695035999480e-02 
