# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ULAfld         14:(.)w_ULAfld           15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       7.432011083943e+08       1.368429615316e-15       6.236387616809e-04       1.191718678152e+12       1.267779165215e+04       1.705835942910e-05       9.422148820548e+12       3.600579258449e-04       8.394686247853e+23       1.006309481979e+18       5.498344927407e+18       2.985121549152e-08       5.078079280908e+06      -9.999999999976e-01       5.807182784159e+23       1.420193407856e+24       1.420193407856e+24       4.733956344004e+23      -3.036348641246e+27       3.851926597245e-04       8.468168291876e-02 
       7.380348642958e+08       1.387654668306e-15       6.280042271101e-04       1.175208197161e+12       1.267779164779e+04       1.717776794014e-05       9.356652251022e+12       3.625783278694e-04       8.163691537436e+23       9.854694219292e+17       5.384477533217e+18       2.985121549152e-08       5.078079280908e+06      -9.999999999975e-01       5.647387829832e+23       1.381114306674e+24       1.381114306674e+24       4.603693122423e+23      -2.932272253840e+27       3.854201956780e-04       8.463173711752e-02 
       7.329045325198e+08       1.407149813756e-15       6.324002515612e-04       1.158926458189e+12       1.267779164339e+04       1.729801231069e-05       9.291610970459e+12       3.651163726595e-04       7.939053056967e+23       9.650609469033e+17       5.272968263808e+18       2.985121549152e-08       5.078079280907e+06      -9.999999999975e-01       5.491989917639e+23       1.343110535490e+24       1.343110535490e+24       4.477014324869e+23      -2.831763274740e+27       3.856477317576e-04       8.458185058107e-02 
       7.278098634274e+08       1.426918846187e-15       6.368270496750e-04       1.142870292162e+12       1.267779163896e+04       1.741909839177e-05       9.227021813992e+12       3.676721837140e-04       7.720595903485e+23       9.450751190367e+17       5.163768283843e+18       2.985121549152e-08       5.078079280907e+06      -9.999999999974e-01       5.340868055151e+23       1.306152504707e+24       1.306152504707e+24       4.353821319545e+23      -2.734699424502e+27       3.858752679643e-04       8.453202320710e-02 
       7.227506091152e+08       1.446965613431e-15       6.412848324544e-04       1.127036573913e+12       1.267779163450e+04       1.754103207534e-05       9.162881638751e+12       3.702458853958e-04       7.508149986793e+23       9.255031855627e+17       5.056829769337e+18       2.985121549152e-08       5.078079280907e+06      -9.999999999974e-01       5.193904579262e+23       1.270211438938e+24       1.270211438938e+24       4.234018188685e+23      -2.640962615031e+27       3.861028042990e-04       8.448225489355e-02 
       7.177265234029e+08       1.467294017377e-15       6.457738218160e-04       1.111422221571e+12       1.267779163002e+04       1.766381929463e-05       9.099187323716e+12       3.728376029388e-04       7.301549897028e+23       9.063365749791e+17       4.952105886709e+18       2.985121549152e-08       5.078079280907e+06      -9.999999999973e-01       5.050985064576e+23       1.235259354603e+24       1.235259354603e+24       4.117511653868e+23      -2.550438805920e+27       3.863303407627e-04       8.443254553863e-02 
       7.127373618218e+08       1.487908014734e-15       6.502942324005e-04       1.096024195963e+12       1.267779162550e+04       1.778746602438e-05       9.035935769559e+12       3.754474624533e-04       7.100634775875e+23       8.875668932943e+17       4.849550772275e+18       2.985121549152e-08       5.078079280906e+06      -9.999999999972e-01       4.911998234313e+23       1.201269038136e+24       1.201269038136e+24       4.004211003396e+23      -2.463017865705e+27       3.865578773564e-04       8.438289504081e-02 
       7.077828816022e+08       1.508811617794e-15       6.548462879437e-04       1.080839500021e+12       1.267779162094e+04       1.791197828116e-05       8.973123898501e+12       3.780755909323e-04       6.905248191320e+23       8.691859203511e+17       4.749119512158e+18       2.985121549152e-08       5.078079280906e+06      -9.999999999972e-01       4.776835873674e+23       1.168214024805e+24       1.168214024805e+24       3.894028021665e+23      -2.378593437879e+27       3.867854140810e-04       8.433330329880e-02 
       7.028628416621e+08       1.530008895222e-15       6.594302049052e-04       1.065865178199e+12       1.267779161636e+04       1.803736212366e-05       8.910748654152e+12       3.807221162578e-04       6.715238015853e+23       8.511856062270e+17       4.650768122622e+18       2.985121549152e-08       5.078079280906e+06      -9.999999999971e-01       4.645392745580e+23       1.136068578097e+24       1.136068578097e+24       3.786876920478e+23      -2.297062811501e+27       3.870129509377e-04       8.428377021160e-02 
       6.979770025955e+08       1.551503972841e-15       6.640462106589e-04       1.051098315900e+12       1.267779161174e+04       1.816362365298e-05       8.848807001373e+12       3.833871672071e-04       6.530456308026e+23       8.335580677084e+17       4.554453530807e+18       2.985121549152e-08       5.078079280905e+06      -9.999999999971e-01       4.517566508739e+23       1.104807669688e+24       1.104807669688e+24       3.682674272255e+23      -2.218326796233e+27       3.872404879273e-04       8.423429567843e-02 
       6.931251266605e+08       1.573301034439e-15       6.686945289403e-04       1.036536038906e+12       1.267779160709e+04       1.829076901293e-05       8.787295926121e+12       3.860708734587e-04       6.350759197259e+23       8.162955848380e+17       4.460133555864e+18       2.985121549152e-08       5.078079280905e+06      -9.999999999970e-01       4.393257637961e+23       1.074406959951e+24       1.074406959951e+24       3.581338945073e+23      -2.142289601669e+27       3.874680250508e-04       8.418487959879e-02 
       6.883069777677e+08       1.595404322581e-15       6.733753853041e-04       1.022175512819e+12       1.267779160241e+04       1.841880439032e-05       8.726212435304e+12       3.887733655990e-04       6.176006771829e+23       7.993905975347e+17       4.367766890488e+18       2.985121549152e-08       5.078079280905e+06      -9.999999999969e-01       4.272369346668e+23       1.044842779007e+24       1.044842779007e+24       3.482792039499e+23      -2.068858720794e+27       3.876955623094e-04       8.413552187244e-02 
       6.835223214690e+08       1.617818139435e-15       6.780890071241e-04       1.008013942511e+12       1.267779159770e+04       1.854773601527e-05       8.665553556639e+12       3.914947751285e-04       6.006062969933e+23       7.828357022816e+17       4.277313082819e+18       2.985121549152e-08       5.078079280904e+06      -9.999999999969e-01       4.154807511537e+23       1.016092108296e+24       1.016092108296e+24       3.386956827157e+23      -1.997944817441e+27       3.879230997040e-04       8.408622239938e-02 
       6.787709249460e+08       1.640546847612e-15       6.828356235928e-04       9.940485715761e+11       1.267779159295e+04       1.867757016152e-05       8.605316338500e+12       3.942352344681e-04       5.840795473748e+23       7.666236488845e+17       4.188732518732e+18       2.985121549152e-08       5.078079280904e+06      -9.999999999968e-01       4.040480599215e+23       9.881325626525e+23       9.881325626525e+23       3.293758690988e+23      -1.929461617602e+27       3.881506372357e-04       8.403698107986e-02 
       6.740525569986e+08       1.663594871010e-15       6.876154675410e-04       9.802766817998e+11       1.267779158817e+04       1.880831314670e-05       8.545497849782e+12       3.969948769657e-04       5.680075606414e+23       7.507473372960e+17       4.101986404489e+18       2.985121549152e-08       5.078079280904e+06      -9.999999999967e-01       3.929299595053e+23       9.609423728804e+23       9.609423728804e+23       3.203125067156e+23      -1.863325804471e+27       3.883781749055e-04       8.398779781441e-02 
       6.693669880340e+08       1.686966695683e-15       6.924287699803e-04       9.666955926249e+11       1.267779158336e+04       1.893997133270e-05       8.486095179754e+12       3.997738369025e-04       5.523778231840e+23       7.351998145068e+17       4.017036749742e+18       2.985121549152e-08       5.078079280903e+06      -9.999999999967e-01       3.821177933798e+23       9.345003688004e+23       9.345003688004e+23       3.114985388546e+23      -1.799456917076e+27       3.886057127145e-04       8.393867250378e-02 
       6.647139900552e+08       1.710666870703e-15       6.972757655603e-04       9.533026606319e+11       1.267779157851e+04       1.907255112592e-05       8.427105437919e+12       4.025722494998e-04       5.371781657280e+23       7.199742714997e+17       3.933846350905e+18       2.985121549152e-08       5.078079280903e+06      -9.999999999966e-01       3.716031432193e+23       9.087859627679e+23       9.087859627679e+23       3.029271029824e+23      -1.737777252392e+27       3.888332506636e-04       8.388960504901e-02 
       6.600933366502e+08       1.734700009058e-15       7.021566889307e-04       9.400952790244e+11       1.267779157363e+04       1.920605897760e-05       8.368525753873e+12       4.053902509255e-04       5.223967538578e+23       7.050640402687e+17       3.852378774852e+18       2.985121549152e-08       5.078079280903e+06      -9.999999999965e-01       3.613778223433e+23       8.837791336439e+23       8.837791336439e+23       2.945915254004e+23      -1.678211770810e+27       3.890607887541e-04       8.384059535136e-02 
       6.555048029809e+08       1.759070788540e-15       7.070717801980e-04       9.270708771212e+11       1.267779156872e+04       1.934050138416e-05       8.310353277163e+12       4.082279783005e-04       5.080220788031e+23       6.904625908976e+17       3.772598342967e+18       2.985121549152e-08       5.078079280902e+06      -9.999999999964e-01       3.514338693424e+23       8.594604112064e+23       8.594604112064e+23       2.864853160485e+23      -1.620688004838e+27       3.892883269869e-04       8.379164331237e-02 
       6.509481657721e+08       1.783783952660e-15       7.120212758309e-04       9.142269198566e+11       1.267779156377e+04       1.947588488748e-05       8.252585177154e+12       4.110855697055e-04       4.940429484773e+23       6.761635287012e+17       3.694470115516e+18       2.985121549152e-08       5.078079280902e+06      -9.999999999964e-01       3.417635418795e+23       8.358108609905e+23       8.358108609905e+23       2.786021634523e+23      -1.565135970941e+27       3.895158653632e-04       8.374274883379e-02 
       6.464232033006e+08       1.808844311571e-15       7.170054177550e-04       9.015609072862e+11       1.267779155878e+04       1.961221607523e-05       8.195218642884e+12       4.139631641879e-04       4.804484787646e+23       6.621605914242e+17       3.617959876346e+18       2.985121549152e-08       5.078079280901e+06      -9.999999999963e-01       3.323593106617e+23       8.128120695467e+23       8.128120695467e+23       2.709359298088e+23      -1.511488084399e+27       3.897434038840e-04       8.369391181767e-02 
       6.419296953845e+08       1.834256743002e-15       7.220244497148e-04       8.890703741011e+11       1.267779155376e+04       1.974950158120e-05       8.138250882934e+12       4.168609017684e-04       4.672280850445e+23       6.484476464989e+17       3.543034117899e+18       2.985121549152e-08       5.078079280901e+06      -9.999999999962e-01       3.232138535779e+23       7.904461301042e+23       7.904461301042e+23       2.634806462075e+23      -1.459679077079e+27       3.899709425504e-04       8.364513216628e-02 
       6.374674233725e+08       1.860026193210e-15       7.270786136360e-04       8.767528891473e+11       1.267779154871e+04       1.988774808562e-05       8.081679125288e+12       4.197789234478e-04       4.543714739514e+23       6.350186883593e+17       3.469660026538e+18       2.985121549152e-08       5.078079280901e+06      -9.999999999961e-01       3.143200499981e+23       7.686956286282e+23       7.686956286282e+23       2.562305079832e+23      -1.409645918036e+27       3.901984813636e-04       8.359640978214e-02 
       6.330361701331e+08       1.886157677943e-15       7.321681569010e-04       8.646060549533e+11       1.267779154362e+04       2.002696231548e-05       8.025500617198e+12       4.227173712138e-04       4.418686353597e+23       6.218678358110e+17       3.397805468179e+18       2.985121549152e-08       5.078079280900e+06      -9.999999999961e-01       3.056709752288e+23       7.475436302619e+23       7.475436302619e+23       2.491798701962e+23      -1.361327736824e+27       3.904260203246e-04       8.354774456803e-02 
       6.286357200444e+08       1.912656283413e-15       7.372933268925e-04       8.526275072626e+11       1.267779153850e+04       2.016715104486e-05       7.969712625053e+12       4.256763880482e-04       4.297098345906e+23       6.089893294556e+17       3.327438974213e+18       2.985121549152e-08       5.078079280900e+06      -9.999999999960e-01       2.972598951220e+23       7.269736661409e+23       7.269736661409e+23       2.423232432375e+23      -1.314665749443e+27       3.906535594346e-04       8.349913642698e-02 
       6.242658589831e+08       1.939527167289e-15       7.424543746311e-04       8.408149145743e+11       1.267779153334e+04       2.030832109524e-05       7.914312434244e+12       4.286561179335e-04       4.178856048319e+23       5.963775291685e+17       3.258529727728e+18       2.985121549152e-08       5.078079280899e+06      -9.999999999959e-01       2.890802608315e+23       7.069697205706e+23       7.069697205706e+23       2.356552885544e+23      -1.269603186823e+27       3.908810986947e-04       8.345058526224e-02 
       6.199263743145e+08       1.966775559700e-15       7.476515474991e-04       8.291659776888e+11       1.267779152814e+04       2.045047933588e-05       7.859297349032e+12       4.316567058602e-04       4.063867397677e+23       5.840269116284e+17       3.191047550010e+18       2.985121549152e-08       5.078079280899e+06      -9.999999999958e-01       2.811257037144e+23       6.875162185565e+23       6.875162185565e+23       2.291708144940e+23      -1.226085225758e+27       3.911086381061e-04       8.340209097735e-02 
       6.156170548819e+08       1.994406764252e-15       7.528851019742e-04       8.176784292603e+11       1.267779152290e+04       2.059363268411e-05       7.804664692415e+12       4.346782978335e-04       3.952042864102e+23       5.719320678988e+17       3.124962887330e+18       2.985121549152e-08       5.078079280899e+06      -9.999999999957e-01       2.733900303724e+23       6.685980136776e+23       6.685980136776e+23       2.228647722609e+23      -1.184058922206e+27       3.913361776698e-04       8.335365347606e-02 
       6.113376909966e+08       2.022426159062e-15       7.581552890770e-04       8.063500333559e+11       1.267779151763e+04       2.073778810567e-05       7.750411806004e+12       4.377210408808e-04       3.843295381292e+23       5.600877010590e+17       3.060246797997e+18       2.985121549152e-08       5.078079280898e+06      -9.999999999956e-01       2.658672178294e+23       6.502003762931e+23       6.502003762931e+23       2.167322519862e+23      -1.143473146880e+27       3.915637173872e-04       8.330527266239e-02 
       6.070880744272e+08       2.050839197804e-15       7.634623689228e-04       7.951785850200e+11       1.267779151233e+04       2.088295261508e-05       7.696536049885e+12       4.407850830587e-04       3.737540278725e+23       5.484886238843e+17       2.996870939687e+18       2.985121549152e-08       5.078079280898e+06      -9.999999999955e-01       2.585514088423e+23       6.323089820744e+23       6.323089820744e+23       2.107684789049e+23      -1.104278523043e+27       3.917912572592e-04       8.325694844060e-02 
       6.028679983900e+08       2.079651410770e-15       7.688065979892e-04       7.841619098451e+11       1.267779150698e+04       2.102913327596e-05       7.643034802499e+12       4.438705734601e-04       3.634695215742e+23       5.371297565743e+17       2.934807557027e+18       2.985121549152e-08       5.078079280897e+06      -9.999999999954e-01       2.514369073403e+23       6.149099008519e+23       6.149099008519e+23       2.049688096382e+23      -1.066427366436e+27       3.920187972872e-04       8.320868071518e-02 
       5.986772575388e+08       2.108868405946e-15       7.741882363916e-04       7.732978635489e+11       1.267779150160e+04       2.117633720135e-05       7.589905460506e+12       4.469776622215e-04       3.534680117433e+23       5.260061245281e+17       2.874029469440e+18       2.985121549152e-08       5.078079280897e+06      -9.999999999953e-01       2.445181739903e+23       5.979895857693e+23       5.979895857693e+23       1.993287285779e+23      -1.029873627266e+27       3.922463374723e-04       8.316046939087e-02 
       5.945156479547e+08       2.138495870106e-15       7.796075460647e-04       7.625843315567e+11       1.267779149618e+04       2.132457155412e-05       7.537145438666e+12       4.501065005304e-04       3.437417112291e+23       5.151128561659e+17       2.814510059243e+18       2.985121549152e-08       5.078079280896e+06      -9.999999999952e-01       2.377898218838e+23       5.815348627357e+23       5.815348627357e+23       1.938438443709e+23      -9.945728341777e+26       3.924738778156e-04       8.311231437268e-02 
       5.903829671364e+08       2.168539569916e-15       7.850647925807e-04       7.520192285898e+11       1.267779149072e+04       2.147384354725e-05       7.484752169708e+12       4.532572406327e-04       3.342830471580e+23       5.044451807953e+17       2.756223259992e+18       2.985121549152e-08       5.078079280896e+06      -9.999999999951e-01       2.312466123423e+23       5.655329201688e+23       5.655329201688e+23       1.885098865001e+23      -9.604820401568e+26       3.927014183184e-04       8.306421556584e-02 
       5.862790139900e+08       2.199005353058e-15       7.905602378742e-04       7.416004982599e+11       1.267779148523e+04       2.162416044423e-05       7.432723104209e+12       4.564300358398e-04       3.250846550379e+23       4.939984265220e+17       2.699143545058e+18       2.985121549152e-08       5.078079280895e+06      -9.999999999950e-01       2.248834508393e+23       5.499712990193e+23       5.499712990193e+23       1.833227019591e+23      -9.275597702743e+26       3.929289589820e-04       8.301617287581e-02 
       5.822035888199e+08       2.229899149369e-15       7.960941511556e-04       7.313261126683e+11       1.267779147970e+04       2.177552955937e-05       7.381055710467e+12       4.596250405364e-04       3.161393730235e+23       4.837680182040e+17       2.643245916458e+18       2.985121549152e-08       5.078079280895e+06      -9.999999999949e-01       2.186953830331e+23       5.348378830706e+23       5.348378830706e+23       1.782782520189e+23      -8.957659712308e+26       3.931564998074e-04       8.296818620832e-02 
       5.781564933183e+08       2.261226971992e-15       8.016668016353e-04       7.211940720119e+11       1.267779147412e+04       2.192795825821e-05       7.329747474377e+12       4.628424101878e-04       3.074402363404e+23       4.737494754474e+17       2.588505893898e+18       2.985121549152e-08       5.078079280894e+06      -9.999999999948e-01       2.126775909094e+23       5.201208895052e+23       5.201208895052e+23       1.733726090833e+23      -8.650619626268e+26       3.933840407961e-04       8.292025546932e-02 
       5.741375305560e+08       2.292994918549e-15       8.072784621618e-04       7.112024041934e+11       1.267779146851e+04       2.208145395782e-05       7.278795899312e+12       4.660823013477e-04       2.989804718624e+23       4.639384106448e+17       2.534899504059e+18       2.985121549152e-08       5.078079280893e+06      -9.999999999947e-01       2.068253890302e+23       5.058088597305e+23       5.058088597305e+23       1.686019536309e+23      -8.354103899045e+26       3.936115819491e-04       8.287238056503e-02 
       5.701465049727e+08       2.325209172329e-15       8.129294019454e-04       7.013491644377e+11       1.267779146286e+04       2.223602412722e-05       7.228198506001e+12       4.693448716654e-04       2.907534928379e+23       4.543305270535e+17       2.482403270093e+18       2.985121549152e-08       5.078079280893e+06      -9.999999999946e-01       2.011342208858e+23       4.918906504574e+23       4.918906504574e+23       1.639625712412e+23      -8.067751789016e+26       3.938391232677e-04       8.282456140187e-02 
       5.661832223678e+08       2.357876003487e-15       8.186198992917e-04       6.916324349131e+11       1.267779145717e+04       2.239167628769e-05       7.177952832404e+12       4.726302798940e-04       2.827528937615e+23       4.449216169135e+17       2.430994201346e+18       2.985121549152e-08       5.078079280892e+06      -9.999999999945e-01       1.955996553466e+23       4.783554250239e+23       4.783554250239e+23       1.594508497027e+23      -7.791214919641e+26       3.940666647532e-04       8.277679788655e-02 
       5.622474898901e+08       2.391001770268e-15       8.243502306868e-04       6.820503243586e+11       1.267779145144e+04       2.254841801316e-05       7.128056433600e+12       4.759386858977e-04       2.749724453866e+23       4.357075596052e+17       2.380649783282e+18       2.985121549152e-08       5.078079280892e+06      -9.999999999944e-01       1.902173832138e+23       4.651926449577e+23       4.651926449577e+23       1.550632762001e+23      -7.524156855619e+26       3.942942064070e-04       8.272908992596e-02 
       5.583391160295e+08       2.424592920245e-15       8.301206726173e-04       6.726009677151e+11       1.267779144567e+04       2.270625693059e-05       7.078506881659e+12       4.792702506598e-04       2.674060898754e+23       4.266843198445e+17       2.331347967632e+18       2.985121549152e-08       5.078079280891e+06      -9.999999999943e-01       1.849832138636e+23       4.523920617713e+23       4.523920617713e+23       1.507964345797e+23      -7.266252693587e+26       3.945217482301e-04       8.268143742729e-02 
       5.544579106068e+08       2.458655991571e-15       8.359315088455e-04       6.632825257628e+11       1.267779143986e+04       2.286520072032e-05       7.029301765531e+12       4.826251362903e-04       2.600479360824e+23       4.178479459154e+17       2.283067162731e+18       2.985121549152e-08       5.078079280890e+06      -9.999999999941e-01       1.798930719847e+23       4.399437089823e+23       4.399437089823e+23       1.466470026891e+23      -7.017188666837e+26       3.947492902240e-04       8.263384029792e-02 
       5.506036847651e+08       2.493197614254e-15       8.417830213148e-04       6.540931847631e+11       1.267779143401e+04       2.302525711645e-05       6.980438690925e+12       4.860035060342e-04       2.528922549673e+23       4.091945679398e+17       2.235786224065e+18       2.985121549152e-08       5.078079280890e+06      -9.999999999940e-01       1.749429944055e+23       4.278378943536e+23       4.278378943536e+23       1.426117497909e+23      -6.776661763590e+26       3.949768323899e-04       8.258629844549e-02 
       5.467762509600e+08       2.528224511447e-15       8.476754919684e-04       6.450311561057e+11       1.267779142811e+04       2.318643390723e-05       6.931915280194e+12       4.894055242791e-04       2.459334751346e+23       4.007203961823e+17       2.189484445009e+18       2.985121549152e-08       5.078079280889e+06      -9.999999999939e-01       1.701291270076e+23       4.160651923471e+23       4.160651923471e+23       1.386875340474e+23      -6.544379358349e+26       3.952043747292e-04       8.253881177789e-02 
       5.429754229509e+08       2.563743500755e-15       8.536092118447e-04       6.360946759601e+11       1.267779142218e+04       2.334873893542e-05       6.883729172219e+12       4.928313565632e-04       2.391661784955e+23       3.924217193907e+17       2.144141547760e+18       2.985121549152e-08       5.078079280889e+06      -9.999999999938e-01       1.654477217261e+23       4.046164367848e+23       4.046164367848e+23       1.348713000739e+23      -6.320058855891e+26       3.954319172431e-04       8.249138020323e-02 
       5.392010157919e+08       2.599761495565e-15       8.595844665251e-04       6.272820049328e+11       1.267779141620e+04       2.351218009868e-05       6.835878022294e+12       4.962811695836e-04       2.325850960497e+23       3.842949031704e+17       2.099737674458e+18       2.985121549152e-08       5.078079280888e+06      -9.999999999936e-01       1.608951336302e+23       3.934827137125e+23       3.934827137125e+23       1.311600765600e+23      -6.103427347463e+26       3.956594599330e-04       8.244400362985e-02 
       5.354528458228e+08       2.636285506388e-15       8.656015488668e-04       6.185914277283e+11       1.267779141019e+04       2.367676534995e-05       6.788359502010e+12       4.997551312042e-04       2.261851037828e+23       3.763363883932e+17       2.056253378484e+18       2.985121549152e-08       5.078079280887e+06      -9.999999999935e-01       1.564678180863e+23       3.826553544589e+23       3.826553544589e+23       1.275509739564e+23      -5.894221278755e+26       3.958870028002e-04       8.239668196634e-02 
       5.317307306597e+08       2.673322642226e-15       8.716607499082e-04       6.100212528154e+11       1.267779140413e+04       2.384250269785e-05       6.741171299147e+12       5.032534104638e-04       2.199612186767e+23       3.685426896379e+17       2.013669615950e+18       2.985121549152e-08       5.078079280886e+06      -9.999999999933e-01       1.521623279975e+23       3.721259288865e+23       3.721259288865e+23       1.240411822247e+23      -5.692186129265e+26       3.961145458461e-04       8.234941512152e-02 
       5.280344891870e+08       2.710880111956e-15       8.777623661445e-04       6.015698120982e+11       1.267779139803e+04       2.400940020705e-05       6.694311117555e+12       5.067761775848e-04       2.139085948299e+23       3.609103936647e+17       1.971967737353e+18       2.985121549152e-08       5.078079280886e+06      -9.999999999932e-01       1.479753111199e+23       3.618862388279e+23       3.618862388279e+23       1.206279686499e+23      -5.497076102648e+26       3.963420890720e-04       8.230220300446e-02 
       5.243639415478e+08       2.748965225731e-15       8.839066922519e-04       5.932354605910e+11       1.267779139188e+04       2.417746599868e-05       6.647776677046e+12       5.103236039807e-04       2.080225196845e+23       3.534361579197e+17       1.931129479411e+18       2.985121549152e-08       5.078079280885e+06      -9.999999999931e-01       1.439035074525e+23       3.519283117026e+23       3.519283117026e+23       1.173086757123e+23      -5.308653827674e+26       3.965696324793e-04       8.225504552443e-02 
       5.207189091354e+08       2.787585396404e-15       8.900940283638e-04       5.850165760983e+11       1.267779138570e+04       2.434670825071e-05       6.601565713284e+12       5.138958622652e-04       2.022984103570e+23       3.461167090712e+17       1.891136957062e+18       2.985121549152e-08       5.078079280884e+06      -9.999999999929e-01       1.399437466991e+23       3.422443943097e+23       3.422443943097e+23       1.140807190187e+23      -5.126690069449e+26       3.967971760694e-04       8.220794259098e-02 
       5.170992145849e+08       2.826748140971e-15       8.963246764324e-04       5.769115588991e+11       1.267779137946e+04       2.451713519837e-05       6.555675977671e+12       5.174931262601e-04       1.967318100701e+23       3.389488415764e+17       1.851972655636e+18       2.985121549152e-08       5.078079280884e+06      -9.999999999928e-01       1.360929457998e+23       3.328269467914e+23       3.328269467914e+23       1.109415852900e+23      -4.950963450524e+26       3.970247198436e-04       8.216089411386e-02 
       5.135046817642e+08       2.866461082035e-15       9.025989384099e-04       5.689188314358e+11       1.267779137319e+04       2.468875513451e-05       6.510105237240e+12       5.211155710041e-04       1.913183846827e+23       3.319294162771e+17       1.813619423177e+18       2.985121549152e-08       5.078079280883e+06      -9.999999999926e-01       1.323481065307e+23       3.236686367622e+23       3.236686367622e+23       1.078888304045e+23      -4.781260181564e+26       3.972522638033e-04       8.211390000306e-02 
       5.099351357654e+08       2.906731949286e-15       9.089171217056e-04       5.610368380063e+11       1.267779136687e+04       2.486157641007e-05       6.464851274549e+12       5.247633727609e-04       1.860539193152e+23       3.250553590255e+17       1.776060462940e+18       2.985121549152e-08       5.078079280882e+06      -9.999999999925e-01       1.287063131691e+23       3.147623336001e+23       3.147623336001e+23       1.049200774948e+23      -4.617373801259e+26       3.974798079501e-04       8.206696016881e-02 
       5.063904028967e+08       2.947568581010e-15       9.152795300906e-04       5.532640444623e+11       1.267779136051e+04       2.503560743441e-05       6.419911887567e+12       5.284367090284e-04       1.809343150679e+23       3.183236593373e+17       1.739279326027e+18       2.985121549152e-08       5.078079280881e+06      -9.999999999923e-01       1.251647302238e+23       3.061011028947e+23       3.061011028947e+23       1.020330150973e+23      -4.459104925132e+26       3.977073522852e-04       8.202007452157e-02 
       5.028703106736e+08       2.988978925612e-15       9.216864764312e-04       5.455989379097e+11       1.267779135410e+04       2.521085667577e-05       6.375284889571e+12       5.321357585466e-04       1.759555858297e+23       3.117313690736e+17       1.703259904188e+18       2.985121549152e-08       5.078079280880e+06      -9.999999999921e-01       1.217206002271e+23       2.976782010482e+23       2.976782010482e+23       9.922539535230e+22      -4.306261002978e+26       3.979348968101e-04       8.197324297203e-02 
       4.993746878105e+08       3.030971043165e-15       9.281382717745e-04       5.380400264148e+11       1.267779134765e+04       2.538733266167e-05       6.330968109038e+12       5.358607013068e-04       1.711138551744e+23       3.052756011495e+17       1.667986422766e+18       2.985121549152e-08       5.078079280879e+06      -9.999999999920e-01       1.183712415880e+23       2.894870700245e+23       2.894870700245e+23       9.649503225415e+22      -4.158656084599e+26       3.981624415262e-04       8.192646543111e-02 
       4.959033642126e+08       3.073553106975e-15       9.346352271677e-04       5.305858387138e+11       1.267779134115e+04       2.556504397932e-05       6.286959389542e+12       5.396117185603e-04       1.664053533425e+23       2.989535282702e+17       1.633443433786e+18       2.985121549152e-08       5.078079280879e+06      -9.999999999918e-01       1.151140465041e+23       2.815213322436e+23       2.815213322436e+23       9.383979994887e+22      -4.016110593584e+26       3.983899864351e-04       8.187974180997e-02 
       4.924561709674e+08       3.116733405177e-15       9.411776627530e-04       5.232349239259e+11       1.267779133461e+04       2.574399927604e-05       6.243256589645e+12       5.433889928270e-04       1.618264143062e+23       2.927623816922e+17       1.599615809191e+18       2.985121549152e-08       5.078079280878e+06      -9.999999999916e-01       1.119464789314e+23       2.737747856158e+23       2.737747856158e+23       9.125763107920e+22      -3.878451108826e+26       3.986175315382e-04       8.183307201998e-02 
       4.890329403367e+08       3.160520342344e-15       9.477658950345e-04       5.159858512718e+11       1.267779132802e+04       2.592420725968e-05       6.199857582796e+12       5.471927079045e-04       1.573734729148e+23       2.866994500110e+17       1.566488734220e+18       2.985121549152e-08       5.078079280877e+06      -9.999999999914e-01       1.088660726097e+23       2.662413987127e+23       2.662413987127e+23       8.874651517485e+22      -3.745510153548e+26       3.988450768368e-04       8.178645597278e-02 
       4.856335057480e+08       3.204922441124e-15       9.544002459734e-04       5.088372097945e+11       1.267779132139e+04       2.610567669905e-05       6.156760257226e+12       5.510230488769e-04       1.530430621194e+23       2.807620779739e+17       1.534047700912e+18       2.985121549152e-08       5.078079280876e+06      -9.999999999913e-01       1.058704291423e+23       2.589153060714e+23       2.589153060714e+23       8.630449708721e+22      -3.617125991544e+26       3.990726223326e-04       8.173989358018e-02 
       4.822577017871e+08       3.249948343900e-15       9.610810357117e-04       5.017876080848e+11       1.267779131471e+04       2.628841642433e-05       6.113962515846e+12       5.548802021240e-04       1.488318102727e+23       2.749476653166e+17       1.502278501761e+18       2.985121549152e-08       5.078079280875e+06      -9.999999999911e-01       1.029572161285e+23       2.517908036274e+23       2.517908036274e+23       8.392967546708e+22      -3.493142430411e+26       3.993001680271e-04       8.169338475429e-02 
