# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ULAfld         14:(.)w_ULAfld           15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       2.605323265596e+11       1.113557349760e-20       1.779009835445e-06       1.464479482216e+17       1.267779227401e+04       4.866111027900e-08       3.302974716800e+15       1.027111756046e-06       1.267726424693e+34       4.335082534593e+25       2.368633058797e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       8.769737011177e+33       2.144700153832e+34       2.144700153832e+34       7.149000419369e+33      -1.607411190885e+40       1.940741471424e-04       1.680616328446e-01 
       2.587212776162e+11       1.129201716932e-20       1.791462636902e-06       1.444190056183e+17       1.267779227400e+04       4.900173805092e-08       3.280014614495e+15       1.034301538310e-06       1.232842679498e+34       4.245305600908e+25       2.319580102748e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       8.528422114395e+33       2.085684918379e+34       2.085684918379e+34       6.952282969793e+33      -1.552314216321e+40       1.943016666764e-04       1.678648394774e-01 
       2.569228178909e+11       1.145065871819e-20       1.804002749850e-06       1.424181727164e+17       1.267779227399e+04       4.934475021723e-08       3.257214115681e+15       1.041541649050e-06       1.198918822537e+34       4.157387893146e+25       2.271543003708e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       8.293747425789e+33       2.028293591989e+34       2.028293591989e+34       6.760978550388e+33      -1.499105791882e+40       1.945291862105e-04       1.676685064466e-01 
       2.551368598718e+11       1.161152902217e-20       1.816630174289e-06       1.404450600740e+17       1.267779227397e+04       4.969016346871e-08       3.234572110901e+15       1.048832440564e-06       1.165928440780e+34       4.071290907862e+25       2.224500723895e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       8.065530228234e+33       1.972481489920e+34       1.972481489920e+34       6.574938212011e+33      -1.447721184041e+40       1.947567057448e-04       1.674726321387e-01 
       2.533633166552e+11       1.177465939304e-20       1.829346729210e-06       1.384992836446e+17       1.267779227396e+04       5.003799461295e-08       3.212087498408e+15       1.056174267619e-06       1.133845847997e+34       3.986976938998e+25       2.178432661205e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       7.843592832387e+33       1.918205157007e+34       1.918205157007e+34       6.394017104119e+33      -1.398097878129e+40       1.949842252793e-04       1.672772149481e-01 
       2.516021019415e+11       1.194008158248e-20       1.842152414611e-06       1.365804647025e+17       1.267779227395e+04       5.038826057520e-08       3.189759184116e+15       1.063567487462e-06       1.102646064762e+34       3.904409061363e+25       2.133318640191e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       7.627762438347e+33       1.865422333834e+34       1.865422333834e+34       6.218074361989e+33      -1.350175502284e+40       1.952117448140e-04       1.670822532763e-01 
       2.498531300313e+11       1.210782778825e-20       1.855047230492e-06       1.346882297689e+17       1.267779227393e+04       5.074097839918e-08       3.167586081541e+15       1.071012459844e-06       1.072304799002e+34       3.823551114466e+25       2.089138903229e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       7.417871001107e+33       1.814091923827e+34       1.814091923827e+34       6.046972997041e+33      -1.303895754000e+40       1.954392643488e-04       1.668877455326e-01 
       2.481163158205e+11       1.227793066046e-20       1.868032995844e-06       1.328222105394e+17       1.267779227392e+04       5.109616524793e-08       3.145567111755e+15       1.078509547033e-06       1.042798427082e+34       3.744367686676e+25       2.045874101861e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       7.213755099719e+33       1.764173961257e+34       1.764173961257e+34       5.880579790179e+33      -1.259202329196e+40       1.956667838839e-04       1.666936901334e-01 
       2.463915747968e+11       1.245042330792e-20       1.881109710666e-06       1.309820438122e+17       1.267779227391e+04       5.145383840462e-08       3.123701203328e+15       1.086059113831e-06       1.014103975415e+34       3.666824099717e+25       2.003505288326e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       7.015255810050e+33       1.715629580122e+34       1.715629580122e+34       5.718765188068e+33      -1.216040853718e+40       1.958943034191e-04       1.665000855027e-01 
       2.446788230355e+11       1.262533930457e-20       1.894277374959e-06       1.291673714174e+17       1.267779227390e+04       5.181401527341e-08       3.101987292278e+15       1.093661527596e-06       9.861991025734e+33       3.590886393478e+25       1.962013907257e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       6.822218581049e+33       1.668420983889e+34       1.668420983889e+34       5.561403202261e+33      -1.174358817185e+40       1.961218229545e-04       1.663069300717e-01 
       2.429779771951e+11       1.280271269605e-20       1.907537807710e-06       1.273778401475e+17       1.267779227388e+04       5.217671338028e-08       3.080424322020e+15       1.101317158258e-06       9.590620818918e+33       3.516521311142e+25       1.921381787560e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       6.634493114411e+33       1.622511416063e+34       1.622511416063e+34       5.408371311110e+33      -1.134105509107e+40       1.963493424901e-04       1.661142222789e-01 
       2.412889545135e+11       1.298257800629e-20       1.920889189932e-06       1.256131016880e+17       1.267779227387e+04       5.254195037389e-08       3.059011243313e+15       1.109026378333e-06       9.326717845539e+33       3.443696284622e+25       1.881591134453e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       6.451933247557e+33       1.577865131569e+34       1.577865131569e+34       5.259550364365e+33      -1.095231957189e+40       1.965768620259e-04       1.659219605699e-01 
       2.396116728038e+11       1.316497024427e-20       1.934336978593e-06       1.238728125507e+17       1.267779227386e+04       5.290974402646e-08       3.037747014210e+15       1.116789562949e-06       9.070076631401e+33       3.372379420293e+25       1.842624521672e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       6.274396839829e+33       1.534447368922e+34       1.534447368922e+34       5.114824490410e+33      -1.057690867751e+40       1.968043815619e-04       1.657301433976e-01 
       2.379460504506e+11       1.334992491080e-20       1.947875716724e-06       1.221566340057e+17       1.267779227384e+04       5.328011223460e-08       3.016630600006e+15       1.124607089856e-06       8.820497356296e+33       3.302539485030e+25       1.804464883841e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       6.101745661823e+33       1.492224323159e+34       1.492224323159e+34       4.974081006040e+33      -1.021436568190e+40       1.970319010980e-04       1.655387692222e-01 
       2.362920064057e+11       1.353747800542e-20       1.961510861292e-06       1.204642320161e+17       1.267779227383e+04       5.365307302020e-08       2.995660973190e+15       1.132479339451e-06       8.577785698421e+33       3.234145892527e+25       1.767095508998e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       5.933845287764e+33       1.451163119524e+34       1.451163119524e+34       4.837210328729e+33      -9.864249514185e+39       1.972594206344e-04       1.653478365108e-01 
       2.346494601844e+11       1.372766603346e-20       1.975242412300e-06       1.187952771732e+17       1.267779227381e+04       5.402864453129e-08       2.974837113393e+15       1.140406694793e-06       8.341752683087e+33       3.167168689901e+25       1.730500031274e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       5.770564990839e+33       1.411231787865e+34       1.411231787865e+34       4.704105891309e+33      -9.526134221974e+39       1.974869401709e-04       1.651573437375e-01 
       2.330183318613e+11       1.392052601310e-20       1.989068550756e-06       1.171494446315e+17       1.267779227380e+04       5.440684504296e-08       2.954158007338e+15       1.148389541622e-06       8.112214535576e+33       3.101578544576e+25       1.694662423729e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       5.611777641416e+33       1.372399237747e+34       1.372399237747e+34       4.574664058997e+33      -9.199608453192e+39       1.977144597077e-04       1.649672893836e-01 
       2.313985420668e+11       1.411609548258e-20       2.002992914640e-06       1.155264140465e+17       1.267779227379e+04       5.478769295821e-08       2.933622648792e+15       1.156428268378e-06       7.888992538059e+33       3.037346731435e+25       1.659566991331e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       5.457359608061e+33       1.334635234245e+34       1.334635234245e+34       4.448784048707e+33      -8.884274955612e+39       1.979419792447e-04       1.647776719373e-01 
       2.297900119829e+11       1.431441250753e-20       2.017013684963e-06       1.139258695117e+17       1.267779227377e+04       5.517120680886e-08       2.913230038519e+15       1.164523266221e-06       7.671912890446e+33       2.974445120241e+25       1.625198364082e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       5.307190661279e+33       1.297910374399e+34       1.297910374399e+34       4.326367850575e+33      -8.579750093554e+39       1.981694987818e-04       1.645884898938e-01 
       2.281926633394e+11       1.451551568835e-20       2.031132680713e-06       1.123474994971e+17       1.267779227376e+04       5.555740525647e-08       2.892979184226e+15       1.172674929049e-06       7.460806575066e+33       2.912846163317e+25       1.591541490287e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       5.161153879902e+33       1.262196064325e+34       1.262196064325e+34       4.207320151656e+33      -8.285663381160e+39       1.983970183192e-04       1.643997417551e-01 
       2.266064184105e+11       1.471944416775e-20       2.045349901891e-06       1.107909967890e+17       1.267779227374e+04       5.594630709322e-08       2.872869100518e+15       1.180883653515e-06       7.255509225067e+33       2.852522883483e+25       1.558581629964e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       5.019135560057e+33       1.227464496951e+34       1.227464496951e+34       4.091548261708e+33      -8.001657031654e+39       1.986245378567e-04       1.642114260302e-01 
       2.250312000104e+11       1.492623763835e-20       2.059667167487e-06       1.092560584299e+17       1.267779227373e+04       5.633793124282e-08       2.852898808852e+15       1.189149839053e-06       7.055860996446e+33       2.793448862239e+25       1.526304348386e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       4.881025126635e+33       1.193688630365e+34       1.193688630365e+34       3.978962041027e+33      -7.727385522060e+39       1.988520573945e-04       1.640235412348e-01 
       2.234669314899e+11       1.513593635040e-20       2.074086296489e-06       1.077423856595e+17       1.267779227372e+04       5.673229676146e-08       2.833067337486e+15       1.197473887889e-06       6.861706443590e+33       2.735598228196e+25       1.494695509759e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       4.746715047196e+33       1.160842166761e+34       1.160842166761e+34       3.869473830262e+33      -7.462515172838e+39       1.990795769325e-04       1.638360858915e-01 
       2.219135367327e+11       1.534858111965e-20       2.088603650918e-06       1.062496838567e+17       1.267779227370e+04       5.712942283874e-08       2.813373721432e+15       1.205856205066e-06       6.672894398248e+33       2.678945645745e+25       1.463741271037e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       4.616100748248e+33       1.128899531966e+34       1.128899531966e+34       3.762998382165e+33      -7.206723741927e+39       1.993070964707e-04       1.636490585295e-01 
       2.203709401516e+11       1.556421333525e-20       2.103224687744e-06       1.047776624822e+17       1.267779227369e+04       5.752932879855e-08       2.793817002412e+15       1.214297198462e-06       6.489277851833e+33       2.623466303965e+25       1.433428075850e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       4.489080533824e+33       1.097835855523e+34       1.097835855523e+34       3.659452795219e+33      -6.959700032707e+39       1.995346160091e-04       1.634624576848e-01 
       2.188390666848e+11       1.578287496783e-20       2.117947587976e-06       1.033260350218e+17       1.267779227367e+04       5.793203410009e-08       2.774396228806e+15       1.222797278812e-06       6.310713840961e+33       2.569135905751e+25       1.403742648576e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       4.365555506301e+33       1.067626951333e+34       1.067626951333e+34       3.558756449087e+33      -6.721143515393e+39       1.997621355477e-04       1.632762819001e-01 
       2.173178417922e+11       1.600460857768e-20       2.132772351615e-06       1.018945189309e+17       1.267779227366e+04       5.833755833873e-08       2.755110455613e+15       1.231356859724e-06       6.137063336137e+33       2.515930657178e+25       1.374671988522e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       4.245429489402e+33       1.038249298817e+34       1.038249298817e+34       3.460830941846e+33      -6.490763961411e+39       1.999896550865e-04       1.630905297247e-01 
       2.158071914520e+11       1.622945732300e-20       2.147702616639e-06       1.004828355794e+17       1.267779227364e+04       5.874592124704e-08       2.735958744399e+15       1.239976357702e-06       5.968191133513e+33       2.463827257078e+25       1.346203364230e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       4.128608953310e+33       1.009680024608e+34       1.009680024608e+34       3.365600028941e+33      -6.268281090306e+39       2.002171746256e-04       1.629051997145e-01 
       2.143070421568e+11       1.645746496833e-20       2.162736564060e-06       9.909071019737e+16       1.267779227363e+04       5.915714269571e-08       2.716940163252e+15       1.248656192165e-06       5.803965749613e+33       2.412802886837e+25       1.318324307904e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       4.015002941846e+33       9.818968847419e+33       9.818968847419e+33       3.272989563819e+33      -6.053424228749e+39       2.004446941648e-04       1.627202904319e-01 
       2.128173209104e+11       1.668867589306e-20       2.177876012865e-06       9.771787182162e+16       1.267779227361e+04       5.957124269452e-08       2.698053786741e+15       1.257396785468e-06       5.644259318962e+33       2.362835200401e+25       1.291022609950e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       3.904523001654e+33       9.548782473346e+33       9.548782473346e+33       3.182927440205e+33      -5.845931981240e+39       2.006722137043e-04       1.625358004458e-01 
       2.113379552238e+11       1.692313510006e-20       2.193120963057e-06       9.636405324304e+16       1.267779227360e+04       5.998824139332e-08       2.679298695866e+15       1.266198562924e-06       5.488947494532e+33       2.313902314486e+25       1.264286313625e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       3.797083113327e+33       9.286030757427e+33       9.286030757427e+33       3.095343535953e+33      -5.645551912089e+39       2.008997332440e-04       1.623517283318e-01 
       2.098688731120e+11       1.716088822444e-20       2.208471414633e-06       9.502899095451e+16       1.267779227358e+04       6.040815908302e-08       2.660673978017e+15       1.275061952822e-06       5.337909350925e+33       2.265982799002e+25       1.238103709804e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       3.692599624438e+33       9.030509121833e+33       9.030509121833e+33       3.010169658454e+33      -5.452040238303e+39       2.011272527839e-04       1.621680726716e-01 
       2.084100030903e+11       1.740198154245e-20       2.223931005574e-06       9.371242509964e+16       1.267779227357e+04       6.083101619654e-08       2.642178726924e+15       1.283987386448e-06       5.191027290218e+33       2.219055667661e+25       1.212463331849e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       3.590991184402e+33       8.782018618056e+33       8.782018618056e+33       2.927339491540e+33      -5.265161533000e+39       2.013547723241e-04       1.619848320537e-01 
       2.069612741710e+11       1.764646198048e-20       2.239499735879e-06       9.241409942218e+16       1.267779227355e+04       6.125683330985e-08       2.623812042622e+15       1.292975298110e-06       5.048186950406e+33       2.173100368787e+25       1.187353950593e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       3.492178681141e+33       8.540365772013e+33       8.540365772013e+33       2.846788543849e+33      -5.084688438988e+39       2.015822918645e-04       1.618020050727e-01 
       2.055226158600e+11       1.789437712416e-20       2.255175786559e-06       9.113376121614e+16       1.267779227353e+04       6.168563114295e-08       2.605573031399e+15       1.302026125152e-06       4.909277116356e+33       2.128096776320e+25       1.162764569415e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       3.396085179487e+33       8.305362433400e+33       8.305362433400e+33       2.768454098614e+33      -4.910401392159e+39       2.018098114051e-04       1.616195903296e-01 
       2.040939581528e+11       1.814577522768e-20       2.270960976603e-06       8.987116127661e+16       1.267779227352e+04       6.211743056089e-08       2.587460805755e+15       1.311140307983e-06       4.774189633219e+33       2.084025180996e+25       1.138684419427e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       3.302635861279e+33       8.076825629207e+33       8.076825629207e+33       2.692275164833e+33      -4.742088354371e+39       2.020373309459e-04       1.614375864317e-01 
       2.026752315321e+11       1.840070522315e-20       2.286858943990e-06       8.862605385126e+16       1.267779227350e+04       6.255225257475e-08       2.569474484360e+15       1.320318290093e-06       4.642819322217e+33       2.040866281718e+25       1.115102954762e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       3.211757967111e+33       7.854577421247e+33       7.854577421247e+33       2.618192429776e+33      -4.579544555476e+39       2.022648504870e-04       1.612559919925e-01 
       2.012663669633e+11       1.865921673010e-20       2.302866050741e-06       8.739819659251e+16       1.267779227349e+04       6.299011834271e-08       2.551613192012e+15       1.329560518077e-06       4.515063898753e+33       1.998601177104e+25       1.092009847947e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       3.123380739682e+33       7.638444767623e+33       7.638444767623e+33       2.546148212812e+33      -4.422572244204e+39       2.024923700283e-04       1.610748056320e-01 
       1.998672958920e+11       1.892136006521e-20       2.318985934835e-06       8.618735051033e+16       1.267779227347e+04       6.343104917104e-08       2.533876059592e+15       1.338867441656e-06       4.390823892775e+33       1.957211357208e+25       1.069394985388e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       3.037435368704e+33       7.428259387990e+33       7.428259387990e+33       2.476086420493e+33      -4.270980447569e+39       2.027198895698e-04       1.608940259761e-01 
       1.984779502403e+11       1.918718625201e-20       2.335218596272e-06       8.499327992575e+16       1.267779227345e+04       6.387506651517e-08       2.516262224020e+15       1.348239513700e-06       4.270002571322e+33       1.916678695415e+25       1.047248462936e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       2.953854937323e+33       7.223857632537e+33       7.223857632537e+33       2.407952502882e+33      -4.124584738538e+39       2.029474091116e-04       1.607136516570e-01 
       1.970982624034e+11       1.945674703089e-20       2.351565854042e-06       8.381575242500e+16       1.267779227344e+04       6.432219198070e-08       2.498770828218e+15       1.357677190248e-06       4.152505863217e+33       1.876985440497e+25       1.025560581550e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       2.872574370026e+33       7.025080354569e+33       7.025080354569e+33       2.341693411081e+33      -3.983207011652e+39       2.031749286536e-04       1.605336813129e-01 
       1.957281652466e+11       1.973009486914e-20       2.368027708144e-06       8.265453881423e+16       1.267779227342e+04       6.477244732450e-08       2.481401021067e+15       1.367180930530e-06       4.038242285814e+33       1.838114208848e+25       1.004321843052e+26       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       2.793530381965e+33       6.831772786593e+33       6.831772786593e+33       2.277257555927e+33      -3.846675266346e+39       2.034024481959e-04       1.603541135883e-01 
       1.943675921018e+11       2.000728297116e-20       2.384602339589e-06       8.150941307494e+16       1.267779227340e+04       6.522585445570e-08       2.464151957362e+15       1.376751196994e-06       3.927122873778e+33       1.800047976864e+25       9.835229459644e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       2.716661429689e+33       6.643784419821e+33       6.643784419821e+33       2.214594767823e+33      -3.714823397689e+39       2.036299677384e-04       1.601749471337e-01 
       1.930164767644e+11       2.028836528880e-20       2.401295205345e-06       8.038015231995e+16       1.267779227339e+04       6.568243543681e-08       2.447022797774e+15       1.386388455322e-06       3.819061109813e+33       1.762770073489e+25       9.631547814386e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       2.641907663223e+33       6.460968886979e+33       6.460968886979e+33       2.153656257679e+33      -3.587490994303e+39       2.038574872811e-04       1.599961806054e-01 
       1.916747534900e+11       2.057339653190e-20       2.418104486424e-06       7.926653675008e+16       1.267779227337e+04       6.614221248480e-08       2.430012708808e+15       1.396093174458e-06       3.713972857297e+33       1.726264172914e+25       9.432084292639e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       2.569210879471e+33       6.283183848352e+33       6.283183848352e+33       2.094394578923e+33      -3.464523143204e+39       2.040850068241e-04       1.598178126660e-01 
       1.903423569910e+11       2.086243217892e-20       2.435030182824e-06       7.816834961128e+16       1.267779227335e+04       6.660520797212e-08       2.413120862765e+15       1.405865826628e-06       3.611776294780e+33       1.690514287430e+25       9.236751539618e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       2.498514476899e+33       6.110290880952e+33       6.110290880952e+33       2.036763590560e+33      -3.345770241336e+39       2.043125263674e-04       1.596398419838e-01 
       1.890192224339e+11       2.115552848773e-20       2.452075932524e-06       7.708537715253e+16       1.267779227334e+04       6.707144442785e-08       2.396346437697e+15       1.415706887361e-06       3.512391852274e+33       1.655504760423e+25       9.045464009607e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       2.429763411463e+33       5.942155370747e+33       5.942155370747e+33       1.980718421246e+33      -3.231087813564e+39       2.045400459109e-04       1.594622672332e-01 
       1.877052854358e+11       2.145274250656e-20       2.469239916536e-06       7.601740858415e+16       1.267779227332e+04       6.754094453877e-08       2.379688617372e+15       1.425616835519e-06       3.415742149299e+33       1.621220259515e+25       8.858137928486e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       2.362904153757e+33       5.778646407850e+33       5.778646407850e+33       1.926215434352e+33      -3.120336336902e+39       2.047675654547e-04       1.592850870946e-01 
       1.864004820613e+11       2.175413208513e-20       2.486525772838e-06       7.496423603686e+16       1.267779227330e+04       6.801373115046e-08       2.363146591230e+15       1.435596153314e-06       3.321751934638e+33       1.587645769856e+25       8.674691257048e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       2.297884647329e+33       5.619636684590e+33       5.619636684590e+33       1.873212193989e+33      -3.013381070771e+39       2.049950849987e-04       1.591083002538e-01 
       1.851047488195e+11       2.205975588586e-20       2.503931682440e-06       7.392565452125e+16       1.267779227329e+04       6.848982726843e-08       2.346719554345e+15       1.445645326332e-06       3.230348027745e+33       1.554766587543e+25       8.495043655069e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       2.234654268152e+33       5.465002396395e+33       5.465002396395e+33       1.821667431966e+33      -2.910091893076e+39       2.052226045429e-04       1.589319054030e-01 
       1.838180226609e+11       2.236967339535e-20       2.521459464333e-06       7.290146188791e+16       1.267779227327e+04       6.896925605923e-08       2.330406707390e+15       1.455764843561e-06       3.141459261765e+33       1.522568313183e+25       8.319116446120e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       2.173163785213e+33       5.314623145395e+33       5.314623145395e+33       1.771541015659e+33      -2.810343141892e+39       2.054501240875e-04       1.587559012397e-01 
       1.825402409740e+11       2.268394493591e-20       2.539109118516e-06       7.189145878809e+16       1.267779227325e+04       6.945204085157e-08       2.314207256590e+15       1.465955197409e-06       3.055016428127e+33       1.491036845582e+25       8.146832583116e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       2.113365322174e+33       5.168381846680e+33       5.168381846680e+33       1.722793916767e+33      -2.714013462590e+39       2.056776436323e-04       1.585802864675e-01 
       1.812713415829e+11       2.300263167733e-20       2.556882463978e-06       7.089544863488e+16       1.267779227323e+04       6.993820513745e-08       2.298120413690e+15       1.476216883734e-06       2.970952222657e+33       1.460158375579e+25       7.978116614568e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       2.055212320101e+33       5.026164637141e+33       5.026164637141e+33       1.675388180919e+33      -2.620985660194e+39       2.059051631773e-04       1.584050597957e-01 
       1.800112627436e+11       2.332579564875e-20       2.574781319709e-06       6.991323756496e+16       1.267779227321e+04       7.042777257332e-08       2.282145395915e+15       1.486550401862e-06       2.889201193173e+33       1.429919379987e+25       7.812894651543e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.998659501213e+33       4.887860786814e+33       4.887860786814e+33       1.629286898129e+33      -2.531146556800e+39       2.061326827227e-04       1.582302199390e-01 
       1.787599431416e+11       2.365349975079e-20       2.592803866719e-06       6.894463440085e+16       1.267779227320e+04       7.092076698125e-08       2.266281425930e+15       1.496956254616e-06       2.809699688529e+33       1.400306615679e+25       7.651094335304e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.943662833624e+33       4.753362612667e+33       4.753362612667e+33       1.584454174051e+33      -2.444386853888e+39       2.063602022683e-04       1.580557656181e-01 
       1.775173218883e+11       2.398580776773e-20       2.610953742987e-06       6.798945061374e+16       1.267779227318e+04       7.141721235004e-08       2.250527731804e+15       1.507434948338e-06       2.732385809052e+33       1.371307113784e+25       7.492644805617e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.890179497068e+33       4.622565394759e+33       4.622565394759e+33       1.540855102040e+33      -2.360600999341e+39       2.065877218141e-04       1.578816955592e-01 
       1.762833385186e+11       2.432278437998e-20       2.629230948514e-06       6.704750028675e+16       1.267779227316e+04       7.191713283640e-08       2.234883546971e+15       1.517986992916e-06       2.657199358347e+33       1.342908174010e+25       7.337476669723e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.838167849551e+33       4.495367294701e+33       4.495367294701e+33       1.498455735966e+33      -2.279687059039e+39       2.068152413603e-04       1.577080084941e-01 
       1.750579329877e+11       2.466449517664e-20       2.647635483299e-06       6.611860007874e+16       1.267779227314e+04       7.242055276617e-08       2.219348110196e+15       1.528612901805e-06       2.584081796431e+33       1.315097359078e+25       7.185521971943e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.787587394935e+33       4.371669276372e+33       4.371669276372e+33       1.457223063789e+33      -2.201546592839e+39       2.070427609067e-04       1.575347031602e-01 
       1.738410456679e+11       2.501100666825e-20       2.666169166332e-06       6.520256918868e+16       1.267779227312e+04       7.292749663544e-08       2.203920665533e+15       1.539313192056e-06       2.512976194154e+33       1.287862489280e+25       7.036714163920e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.738398751404e+33       4.251375028804e+33       4.251375028804e+33       1.417124981853e+33      -2.126084534816e+39       2.072702804534e-04       1.573617783004e-01 
       1.726326173465e+11       2.536238629979e-20       2.684831997612e-06       6.429922932039e+16       1.267779227310e+04       7.343798911180e-08       2.188600462294e+15       1.550088384337e-06       2.443827188872e+33       1.261191637139e+25       6.890988075474e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.690563620803e+33       4.134390891196e+33       4.134390891196e+33       1.378130269892e+33      -2.053209077605e+39       2.074978000004e-04       1.571892326633e-01 
       1.714325892219e+11       2.571870246374e-20       2.703625796130e-06       6.340840464790e+16       1.267779227309e+04       7.395205503549e-08       2.173386755005e+15       1.560939002963e-06       2.376580941340e+33       1.235073122193e+25       6.748279886059e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.644044758819e+33       4.020625779992e+33       4.020625779992e+33       1.340208566719e+33      -1.982831560705e+39       2.077253195477e-04       1.570170650026e-01 
       1.702409029015e+11       2.608002451346e-20       2.722550561884e-06       6.252992178117e+16       1.267779227307e+04       7.446971942064e-08       2.158278803377e+15       1.571865575919e-06       2.311185093798e+33       1.209495505873e+25       6.608527096813e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.598805945981e+33       3.909991117960e+33       3.909991117960e+33       1.303330346593e+33      -1.914866362619e+39       2.079528390952e-04       1.568452740779e-01 
       1.690575003987e+11       2.644642277663e-20       2.741608113865e-06       6.166360973239e+16       1.267779227305e+04       7.499100745649e-08       2.143275872268e+15       1.582868634884e-06       2.247588729204e+33       1.184447586495e+25       6.471668503189e+25       2.985121549152e-08       5.078079280920e+06      -1.000000000000e+00       1.554811959463e+33       3.802400765228e+33       3.802400765228e+33       1.267466896222e+33      -1.849230796684e+39       2.081803586431e-04       1.566738586540e-01 
