# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   55       5.927408263852e-10       3.486136714610e-14       1.932446599903e-12       1.782078269358e-16       5.250299142965e-11       5.590662095583e-12      -1.175751074048e-14 
   56       5.905107276658e-10       3.689650443050e-14       1.936919099401e-12       1.848685604283e-16       5.039795588272e-11       5.390463673076e-12      -1.086858962534e-14 
   57       5.883868571885e-10       3.900234639549e-14       1.939181566677e-12       1.916290835855e-16       4.840648073740e-11       5.200798557199e-12      -1.043137387183e-14 
   58       5.863694596928e-10       4.117928201915e-14       1.939188831375e-12       1.984855783505e-16       4.652393214821e-11       5.021330892463e-12      -1.036682365372e-14 
   59       5.844495151148e-10       4.342762846382e-14       1.936893103815e-12       2.054339670711e-16       4.474209024085e-11       4.851394102133e-12      -1.057947884736e-14 
   60       5.826081275772e-10       4.574762907132e-14       1.932243674044e-12       2.124699059315e-16       4.304894083909e-11       4.689971380122e-12      -1.095668049400e-14 
   61       5.808251367124e-10       4.813936270042e-14       1.925190106390e-12       2.195898036942e-16       4.143199464829e-11       4.535973880197e-12      -1.138938801331e-14 
   62       5.791085926244e-10       5.060245249423e-14       1.915693341811e-12       2.267941599905e-16       3.988958658640e-11       4.389192384339e-12      -1.184185237832e-14 
   63       5.774708427595e-10       5.313628788749e-14       1.903716564910e-12       2.340849681012e-16       3.842175466737e-11       4.249525601230e-12      -1.229627147586e-14 
   64       5.759195812936e-10       5.574010277353e-14       1.889221742085e-12       2.414647812197e-16       3.702684190752e-11       4.116691455393e-12      -1.273248288873e-14 
   65       5.744575307397e-10       5.841297068644e-14       1.872169431508e-12       2.489367384169e-16       3.570139997610e-11       3.990217024801e-12      -1.312787057487e-14 
   66       5.730821235559e-10       6.115379998325e-14       1.852518593088e-12       2.565045906061e-16       3.444009284574e-11       3.869428478481e-12      -1.345727154663e-14 
   67       5.717851837527e-10       6.396132902608e-14       1.830226398448e-12       2.641727265080e-16       3.323560044296e-11       3.753441014120e-12      -1.369288254998e-14 
   68       5.705576747638e-10       6.683436026964e-14       1.805257156511e-12       2.719457692743e-16       3.208056428314e-11       3.641397803429e-12      -1.381250861912e-14 
   69       5.694057719027e-10       6.977252837254e-14       1.777611615160e-12       2.798272134099e-16       3.097409754128e-11       3.533265543086e-12      -1.382645817612e-14 
   70       5.683374895992e-10       7.277567978564e-14       1.747303282770e-12       2.878205570308e-16       2.991642706739e-11       3.429182767488e-12      -1.375595498006e-14 
   71       5.673577178522e-10       7.584364888686e-14       1.714349880256e-12       2.959297214827e-16       2.890692478268e-11       3.329221476179e-12      -1.362539630925e-14 
   72       5.664680334103e-10       7.897625927336e-14       1.678773384181e-12       3.041590663260e-16       2.794406355471e-11       3.233383439934e-12      -1.346247298767e-14 
   73       5.656665109507e-10       8.217332505390e-14       1.640600069862e-12       3.125134043193e-16       2.702537307262e-11       3.141596506850e-12      -1.329828941141e-14 
   74       5.649475342597e-10       8.543465214104e-14       1.599860554478e-12       3.209980164043e-16       2.614739572219e-11       3.053710908442e-12      -1.316748357505e-14 
   75       5.643016074115e-10       8.876003954351e-14       1.556589840179e-12       3.296186666900e-16       2.530564246109e-11       2.969495565726e-12      -1.310834709812e-14 
   76       5.637192574570e-10       9.214899815888e-14       1.510826182156e-12       3.383800784626e-16       2.449570226322e-11       2.888697452410e-12      -1.315288364653e-14 
   77       5.632039814985e-10       9.559984509368e-14       1.462607359262e-12       3.472810082536e-16       2.371690155822e-11       2.811240347452e-12      -1.329462591142e-14 
