# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
  425       2.300981796026e-10       2.642613389570e-12      -5.862538500572e-12       0.000000000000e+00 
  426       2.307507701300e-10       2.627355663402e-12      -6.051155205877e-12       0.000000000000e+00 
  427       2.314398494905e-10       2.611679142941e-12      -6.235925469335e-12       0.000000000000e+00 
  428       2.321647598255e-10       2.595591365652e-12      -6.416802122088e-12       0.000000000000e+00 
  429       2.329249059508e-10       2.579100281126e-12      -6.593752115473e-12       0.000000000000e+00 
  430       2.337196745729e-10       2.562214039198e-12      -6.766742752441e-12       0.000000000000e+00 
  431       2.345484341692e-10       2.544940991178e-12      -6.935741691659e-12       0.000000000000e+00 
  432       2.354105348691e-10       2.527289691081e-12      -7.100716951621e-12       0.000000000000e+00 
  433       2.363053083342e-10       2.509268896860e-12      -7.261636914748e-12       0.000000000000e+00 
  434       2.372320676395e-10       2.490887571637e-12      -7.418470331497e-12       0.000000000000e+00 
  435       2.381901071535e-10       2.472154884935e-12      -7.571186324464e-12       0.000000000000e+00 
  436       2.391787024191e-10       2.453080213912e-12      -7.719754392492e-12       0.000000000000e+00 
  437       2.401971100343e-10       2.433673144589e-12      -7.864144414777e-12       0.000000000000e+00 
  438       2.412445675331e-10       2.413943473083e-12      -8.004326654969e-12       0.000000000000e+00 
  439       2.423202932654e-10       2.393901206840e-12      -8.140271765284e-12       0.000000000000e+00 
  440       2.434234862786e-10       2.373556565866e-12      -8.271950790605e-12       0.000000000000e+00 
  441       2.445533261974e-10       2.352919983959e-12      -8.399335172586e-12       0.000000000000e+00 
  442       2.457089731051e-10       2.332002109939e-12      -8.522396753766e-12       0.000000000000e+00 
  443       2.468895674240e-10       2.310813808882e-12      -8.641107781664e-12       0.000000000000e+00 
  444       2.480942297960e-10       2.289366163350e-12      -8.755440912892e-12       0.000000000000e+00 
  445       2.493220609633e-10       2.267670474626e-12      -8.865369217258e-12       0.000000000000e+00 
  446       2.505721416492e-10       2.245738263941e-12      -8.970866181870e-12       0.000000000000e+00 
  447       2.518435324385e-10       2.223581273708e-12      -9.071905715246e-12       0.000000000000e+00 
  448       2.531352736584e-10       2.201211468756e-12      -9.168462151415e-12       0.000000000000e+00 
  449       2.544463852591e-10       2.178641037556e-12      -9.260510254024e-12       0.000000000000e+00 
  450       2.557758666944e-10       2.155882393460e-12      -9.348025220444e-12       0.000000000000e+00 
  451       2.571226968022e-10       2.132948175927e-12      -9.430982685877e-12       0.000000000000e+00 
  452       2.584858336856e-10       2.109851251757e-12      -9.509358727459e-12       0.000000000000e+00 
  453       2.598642145930e-10       2.086604716323e-12      -9.583129868366e-12       0.000000000000e+00 
  454       2.612567557994e-10       2.063221894801e-12      -9.652273081921e-12       0.000000000000e+00 
  455       2.626623524864e-10       2.039716343404e-12      -9.716765795699e-12       0.000000000000e+00 
  456       2.640798786233e-10       2.016101850613e-12      -9.776585895631e-12       0.000000000000e+00 
  457       2.655081868477e-10       1.992392438408e-12      -9.831711730113e-12       0.000000000000e+00 
  458       2.669461083458e-10       1.968602363500e-12      -9.882122114107e-12       0.000000000000e+00 
  459       2.683924527337e-10       1.944746118562e-12      -9.927796333250e-12       0.000000000000e+00 
  460       2.698460079374e-10       1.920838433464e-12      -9.968714147960e-12       0.000000000000e+00 
  461       2.713055400740e-10       1.896894276501e-12      -1.000485579754e-11       0.000000000000e+00 
  462       2.727697933320e-10       1.872928855626e-12      -1.003620200428e-11       0.000000000000e+00 
  463       2.742374898519e-10       1.848957619681e-12      -1.006273397756e-11       0.000000000000e+00 
  464       2.757073296073e-10       1.824996259633e-12      -1.008443341799e-11       0.000000000000e+00 
  465       2.771779902852e-10       1.801060709797e-12      -1.010128252146e-11       0.000000000000e+00 
  466       2.786482654715e-10       1.777166113712e-12      -1.011327201152e-11       0.000000000000e+00 
  467       2.801174841955e-10       1.753323683709e-12      -1.012042550395e-11       0.000000000000e+00 
  468       2.815851042396e-10       1.729543745787e-12      -1.012277591039e-11       0.000000000000e+00 
  469       2.830505749755e-10       1.705836766779e-12      -1.012035748737e-11       0.000000000000e+00 
  470       2.845133373204e-10       1.682213355009e-12      -1.011320584483e-11       0.000000000000e+00 
  471       2.859728236944e-10       1.658684260960e-12      -1.010135795464e-11       0.000000000000e+00 
  472       2.874284579772e-10       1.635260377930e-12      -1.008485215914e-11       0.000000000000e+00 
  473       2.888796554650e-10       1.611952742693e-12      -1.006372817967e-11       0.000000000000e+00 
  474       2.903258228276e-10       1.588772536162e-12      -1.003802712510e-11       0.000000000000e+00 
  475       2.917663580652e-10       1.565731084048e-12      -1.000779150038e-11       0.000000000000e+00 
  476       2.932006504651e-10       1.542839857523e-12      -9.973065215056e-12       0.000000000000e+00 
  477       2.946280805593e-10       1.520110473877e-12      -9.933893591796e-12       0.000000000000e+00 
  478       2.960480200807e-10       1.497554697181e-12      -9.890323374940e-12       0.000000000000e+00 
  479       2.974598319202e-10       1.475184438951e-12      -9.842402739024e-12       0.000000000000e+00 
  480       2.988628700839e-10       1.453011758804e-12      -9.790181297310e-12       0.000000000000e+00 
  481       3.002564796498e-10       1.431048865118e-12      -9.733710110326e-12       0.000000000000e+00 
  482       3.016399967247e-10       1.409308115700e-12      -9.673041694391e-12       0.000000000000e+00 
  483       3.030127484014e-10       1.387802018439e-12      -9.608230030151e-12       0.000000000000e+00 
  484       3.043740527151e-10       1.366543231971e-12      -9.539330571110e-12       0.000000000000e+00 
  485       3.057232186007e-10       1.345544566340e-12      -9.466400252167e-12       0.000000000000e+00 
  486       3.070595458499e-10       1.324818983655e-12      -9.389497498140e-12       0.000000000000e+00 
  487       3.083823250675e-10       1.304379598755e-12      -9.308682232308e-12       0.000000000000e+00 
  488       3.096908376289e-10       1.284239679870e-12      -9.224015884936e-12       0.000000000000e+00 
  489       3.109843556369e-10       1.264412649276e-12      -9.135561401811e-12       0.000000000000e+00 
  490       3.122621418783e-10       1.244912083965e-12      -9.043383252773e-12       0.000000000000e+00 
  491       3.135234497812e-10       1.225751716296e-12      -8.947547440250e-12       0.000000000000e+00 
  492       3.147675233717e-10       1.206945434665e-12      -8.848121507788e-12       0.000000000000e+00 
  493       3.159935972310e-10       1.188507284157e-12      -8.745174548582e-12       0.000000000000e+00 
  494       3.172008964520e-10       1.170451467214e-12      -8.638777214013e-12       0.000000000000e+00 
  495       3.183886365968e-10       1.152792344293e-12      -8.529001722179e-12       0.000000000000e+00 
  496       3.195560236529e-10       1.135544434526e-12      -8.415921866423e-12       0.000000000000e+00 
  497       3.207022539906e-10       1.118722416383e-12      -8.299613023872e-12       0.000000000000e+00 
  498       3.218265143200e-10       1.102341128329e-12      -8.180152163965e-12       0.000000000000e+00 
  499       3.229279816474e-10       1.086415569490e-12      -8.057617856988e-12       0.000000000000e+00 
  500       3.240058232327e-10       1.070960900309e-12      -7.932090282604e-12       0.000000000000e+00 
  501       3.250591965462e-10       1.055992443212e-12      -7.803651238387e-12       0.000000000000e+00 
  502       3.260872492255e-10       1.041525683261e-12      -7.672384148357e-12       0.000000000000e+00 
  503       3.270891190323e-10       1.027576268825e-12      -7.538374071505e-12       0.000000000000e+00 
  504       3.280639338095e-10       1.014160012232e-12      -7.401707710335e-12       0.000000000000e+00 
  505       3.290109384883e-10       1.001291032679e-12      -7.262470699332e-12       0.000000000000e+00 
  506       3.299298802215e-10       9.889761247718e-13      -7.120739367152e-12       0.000000000000e+00 
  507       3.308206342607e-10       9.772202290497e-13      -6.976588753930e-12       0.000000000000e+00 
  508       3.316830779258e-10       9.660282748572e-13      -6.830095317111e-12       0.000000000000e+00 
  509       3.325170906219e-10       9.554051801335e-13      -6.681336938705e-12       0.000000000000e+00 
  510       3.333225538555e-10       9.453558512000e-13      -6.530392932542e-12       0.000000000000e+00 
  511       3.340993512513e-10       9.358851825490e-13      -6.377344051526e-12       0.000000000000e+00 
  512       3.348473685688e-10       9.269980566323e-13      -6.222272494892e-12       0.000000000000e+00 
  513       3.355664937188e-10       9.186993436491e-13      -6.065261915461e-12       0.000000000000e+00 
  514       3.362566167801e-10       9.109939013348e-13      -5.906397426893e-12       0.000000000000e+00 
  515       3.369176300160e-10       9.038865747493e-13      -5.745765610943e-12       0.000000000000e+00 
  516       3.375494278908e-10       8.973821960654e-13      -5.583454524720e-12       0.000000000000e+00 
  517       3.381519070865e-10       8.914855843571e-13      -5.419553707933e-12       0.000000000000e+00 
  518       3.387249665196e-10       8.862015453880e-13      -5.254154190158e-12       0.000000000000e+00 
  519       3.392685073570e-10       8.815348713999e-13      -5.087348498081e-12       0.000000000000e+00 
  520       3.397824330336e-10       8.774903409009e-13      -4.919230662762e-12       0.000000000000e+00 
  521       3.402666492678e-10       8.740727184541e-13      -4.749896226887e-12       0.000000000000e+00 
  522       3.407210640790e-10       8.712867544659e-13      -4.579442252022e-12       0.000000000000e+00 
  523       3.411455878037e-10       8.691371849740e-13      -4.407967325870e-12       0.000000000000e+00 
  524       3.415401331119e-10       8.676287314366e-13      -4.235571569525e-12       0.000000000000e+00 
  525       3.419046150244e-10       8.667661005200e-13      -4.062356644726e-12       0.000000000000e+00 
  526       3.422389509287e-10       8.665539838875e-13      -3.888425761116e-12       0.000000000000e+00 
  527       3.425430605959e-10       8.669970579875e-13      -3.713883683493e-12       0.000000000000e+00 
  528       3.428168661971e-10       8.680999838422e-13      -3.538836739067e-12       0.000000000000e+00 
  529       3.430602923205e-10       8.698674068357e-13      -3.363392824713e-12       0.000000000000e+00 
  530       3.432732659871e-10       8.723039565025e-13      -3.187661414231e-12       0.000000000000e+00 
  531       3.434557166681e-10       8.754142463160e-13      -3.011753565595e-12       0.000000000000e+00 
  532       3.436075763011e-10       8.792028734769e-13      -2.835781928212e-12       0.000000000000e+00 
  533       3.437287793066e-10       8.836744187012e-13      -2.659860750178e-12       0.000000000000e+00 
  534       3.438192626051e-10       8.888334460093e-13      -2.484105885528e-12       0.000000000000e+00 
  535       3.438789656329e-10       8.946845025137e-13      -2.308634801495e-12       0.000000000000e+00 
  536       3.439078303594e-10       9.012321182077e-13      -2.133566585767e-12       0.000000000000e+00 
  537       3.439058013033e-10       9.084808057541e-13      -1.959021953736e-12       0.000000000000e+00 
  538       3.438728255494e-10       9.164350602730e-13      -1.785123255758e-12       0.000000000000e+00 
  539       3.438088527647e-10       9.250993591306e-13      -1.611994484406e-12       0.000000000000e+00 
  540       3.437138352158e-10       9.344781617274e-13      -1.439761281728e-12       0.000000000000e+00 
  541       3.435877277848e-10       9.445759092869e-13      -1.268550946497e-12       0.000000000000e+00 
  542       3.434304879862e-10       9.553970246435e-13      -1.098492441470e-12       0.000000000000e+00 
  543       3.432420759833e-10       9.669459120313e-13      -9.297164006428e-13       0.000000000000e+00 
  544       3.430225134977e-10       9.792254321726e-13      -7.623432709197e-13       0.000000000000e+00 
  545       3.427720622348e-10       9.922322831223e-13      -5.964473736363e-13       0.000000000000e+00 
  546       3.424910502657e-10       1.005961495402e-12      -4.320918956708e-13       0.000000000000e+00 
  547       3.421798136064e-10       1.020407944688e-12      -2.693406704731e-13       0.000000000000e+00 
  548       3.418386962582e-10       1.035566350987e-12      -1.082581805171e-13       0.000000000000e+00 
  549       3.414680502486e-10       1.051431277805e-12       5.109044024664e-14       0.000000000000e+00 
  550       3.410682356709e-10       1.067997131317e-12       2.086394039386e-13       0.000000000000e+00 
  551       3.406396207255e-10       1.085258159542e-12       3.643222662975e-13       0.000000000000e+00 
  552       3.401825817599e-10       1.103208451509e-12       5.180719242281e-13       0.000000000000e+00 
  553       3.396975033090e-10       1.121841936436e-12       6.698206133486e-13       0.000000000000e+00 
  554       3.391847781358e-10       1.141152382894e-12       8.194999055379e-13       0.000000000000e+00 
  555       3.386448072716e-10       1.161133397980e-12       9.670407064834e-13       0.000000000000e+00 
  556       3.380780000566e-10       1.181778426493e-12       1.112373253228e-12       0.000000000000e+00 
  557       3.374847741802e-10       1.203080750097e-12       1.255427111719e-12       0.000000000000e+00 
  558       3.368655557215e-10       1.225033486502e-12       1.396131174354e-12       0.000000000000e+00 
  559       3.362207791898e-10       1.247629588625e-12       1.534413657527e-12       0.000000000000e+00 
  560       3.355508875647e-10       1.270861843771e-12       1.670202099182e-12       0.000000000000e+00 
  561       3.348563323368e-10       1.294722872796e-12       1.803423356352e-12       0.000000000000e+00 
  562       3.341375735481e-10       1.319205129285e-12       1.934003602714e-12       0.000000000000e+00 
  563       3.333950798325e-10       1.344300898717e-12       2.061868326132e-12       0.000000000000e+00 
  564       3.326293284558e-10       1.370002297644e-12       2.186942326205e-12       0.000000000000e+00 
  565       3.318408053567e-10       1.396301272853e-12       2.309149711817e-12       0.000000000000e+00 
  566       3.310300051868e-10       1.423189600545e-12       2.428413898681e-12       0.000000000000e+00 
  567       3.301974313512e-10       1.450658885503e-12       2.544657606891e-12       0.000000000000e+00 
  568       3.293435960489e-10       1.478700560264e-12       2.657802858463e-12       0.000000000000e+00 
  569       3.284690203134e-10       1.507305884288e-12       2.767770974889e-12       0.000000000000e+00 
  570       3.275742340525e-10       1.536465943132e-12       2.874482574681e-12       0.000000000000e+00 
  571       3.266597760895e-10       1.566171647623e-12       2.977857570920e-12       0.000000000000e+00 
  572       3.257261942032e-10       1.596413733023e-12       3.077815168801e-12       0.000000000000e+00 
  573       3.247740451685e-10       1.627182758206e-12       3.174273863183e-12       0.000000000000e+00 
  574       3.238038947964e-10       1.658469104827e-12       3.267151436137e-12       0.000000000000e+00 
  575       3.228163179752e-10       1.690262976493e-12       3.356364954490e-12       0.000000000000e+00 
  576       3.218118987101e-10       1.722554397937e-12       3.441830767377e-12       0.000000000000e+00 
  577       3.207912301641e-10       1.755333214184e-12       3.523464503784e-12       0.000000000000e+00 
  578       3.197549146985e-10       1.788589089727e-12       3.601181070100e-12       0.000000000000e+00 
  579       3.187035639129e-10       1.822311507697e-12       3.674894647659e-12       0.000000000000e+00 
  580       3.176377986859e-10       1.856489769034e-12       3.744518690294e-12       0.000000000000e+00 
  581       3.165582492156e-10       1.891112991657e-12       3.809965921880e-12       0.000000000000e+00 
  582       3.154655550597e-10       1.926170109637e-12       3.871148333881e-12       0.000000000000e+00 
  583       3.143603389882e-10       1.961649740392e-12       3.927991005250e-12       0.000000000000e+00 
  584       3.132431277402e-10       1.997539784304e-12       3.980473946365e-12       0.000000000000e+00 
  585       3.121144293669e-10       2.033827813464e-12       4.028591295572e-12       0.000000000000e+00 
  586       3.109747592721e-10       2.070501201867e-12       4.072337593854e-12       0.000000000000e+00 
  587       3.098246402431e-10       2.107547124539e-12       4.111707787243e-12       0.000000000000e+00 
  588       3.086646024822e-10       2.144952556660e-12       4.146697229244e-12       0.000000000000e+00 
  589       3.074951836375e-10       2.182704272691e-12       4.177301683253e-12       0.000000000000e+00 
  590       3.063169288344e-10       2.220788845497e-12       4.203517324975e-12       0.000000000000e+00 
  591       3.051303907067e-10       2.259192645472e-12       4.225340744845e-12       0.000000000000e+00 
  592       3.039361294277e-10       2.297901839665e-12       4.242768950447e-12       0.000000000000e+00 
  593       3.027347127415e-10       2.336902390902e-12       4.255799368930e-12       0.000000000000e+00 
  594       3.015267159942e-10       2.376180056914e-12       4.264429849433e-12       0.000000000000e+00 
  595       3.003127221651e-10       2.415720389461e-12       4.268658665500e-12       0.000000000000e+00 
  596       2.990933218976e-10       2.455508733455e-12       4.268484517499e-12       0.000000000000e+00 
  597       2.978691135310e-10       2.495530226084e-12       4.263906535043e-12       0.000000000000e+00 
  598       2.966407031310e-10       2.535769795942e-12       4.254924279409e-12       0.000000000000e+00 
  599       2.954087045215e-10       2.576212162149e-12       4.241537745958e-12       0.000000000000e+00 
  600       2.941737393153e-10       2.616841833477e-12       4.223747366550e-12       0.000000000000e+00 
  601       2.929364369457e-10       2.657643107474e-12       4.201554011968e-12       0.000000000000e+00 
  602       2.916974346974e-10       2.698600069591e-12       4.174958994337e-12       0.000000000000e+00 
  603       2.904573777377e-10       2.739696592306e-12       4.143964069539e-12       0.000000000000e+00 
  604       2.892169191480e-10       2.780916334245e-12       4.108571439637e-12       0.000000000000e+00 
  605       2.879767199545e-10       2.822242739313e-12       4.068783755289e-12       0.000000000000e+00 
  606       2.867374491601e-10       2.863659035816e-12       4.024604118174e-12       0.000000000000e+00 
  607       2.854997837746e-10       2.905148235582e-12       3.976036083405e-12       0.000000000000e+00 
  608       2.842644088469e-10       2.946693133093e-12       3.923083661951e-12       0.000000000000e+00 
  609       2.830320174956e-10       2.988276304603e-12       3.865751323057e-12       0.000000000000e+00 
  610       2.818033109404e-10       3.029880107267e-12       3.804043996661e-12       0.000000000000e+00 
  611       2.805789985330e-10       3.071486678266e-12       3.737967075815e-12       0.000000000000e+00 
  612       2.793597977888e-10       3.113077933928e-12       3.667526419103e-12       0.000000000000e+00 
  613       2.781464344177e-10       3.154635568856e-12       3.592728353061e-12       0.000000000000e+00 
  614       2.769396423554e-10       3.196141055050e-12       3.513579674595e-12       0.000000000000e+00 
  615       2.757401637947e-10       3.237575641037e-12       3.430087653402e-12       0.000000000000e+00 
  616       2.745487492164e-10       3.278920350990e-12       3.342260034389e-12       0.000000000000e+00 
  617       2.733661574208e-10       3.320155983854e-12       3.250105040090e-12       0.000000000000e+00 
  618       2.721931555589e-10       3.361263112475e-12       3.153631373088e-12       0.000000000000e+00 
  619       2.710305191632e-10       3.402222082718e-12       3.052848218431e-12       0.000000000000e+00 
  620       2.698790321793e-10       3.443013012599e-12       2.947765246056e-12       0.000000000000e+00 
  621       2.687394869971e-10       3.483615791403e-12       2.838392613203e-12       0.000000000000e+00 
  622       2.676126042511e-10       3.524011563392e-12       2.724748414635e-12       0.000000000000e+00 
  623       2.664987900963e-10       3.564187218859e-12       2.606881220033e-12       0.000000000000e+00 
  624       2.653983733082e-10       3.604131006545e-12       2.484848069330e-12       0.000000000000e+00 
  625       2.643116850052e-10       3.643831058174e-12       2.358707077422e-12       0.000000000000e+00 
  626       2.632390586545e-10       3.683275388033e-12       2.228517438888e-12       0.000000000000e+00 
  627       2.621808300789e-10       3.722451892560e-12       2.094339432720e-12       0.000000000000e+00 
  628       2.611373374628e-10       3.761348349925e-12       1.956234427050e-12       0.000000000000e+00 
  629       2.601089213589e-10       3.799952419618e-12       1.814264883869e-12       0.000000000000e+00 
  630       2.590959246942e-10       3.838251642032e-12       1.668494363760e-12       0.000000000000e+00 
  631       2.580986927766e-10       3.876233438045e-12       1.518987530618e-12       0.000000000000e+00 
  632       2.571175733010e-10       3.913885108610e-12       1.365810156379e-12       0.000000000000e+00 
  633       2.561529163558e-10       3.951193834334e-12       1.209029125745e-12       0.000000000000e+00 
  634       2.552050744295e-10       3.988146675066e-12       1.048712440908e-12       0.000000000000e+00 
  635       2.542744024164e-10       4.024730569480e-12       8.849292262760e-13       0.000000000000e+00 
  636       2.533612576237e-10       4.060932334659e-12       7.177497332006e-13       0.000000000000e+00 
  637       2.524659997771e-10       4.096738665682e-12       5.472453447004e-13       0.000000000000e+00 
  638       2.515889910279e-10       4.132136135205e-12       3.734885801876e-13       0.000000000000e+00 
  639       2.507305959588e-10       4.167111193049e-12       1.965531001931e-13       0.000000000000e+00 
  640       2.498911815903e-10       4.201650165782e-12       1.651371109246e-14       0.000000000000e+00 
  641       2.490711173873e-10       4.235739256303e-12      -1.665536301687e-13       0.000000000000e+00 
  642       2.482707752654e-10       4.269364543431e-12      -3.525718113492e-13       0.000000000000e+00 
  643       2.474905295970e-10       4.302511981482e-12      -5.414625601864e-13       0.000000000000e+00 
  644       2.467307572179e-10       4.335167399862e-12      -7.331464396710e-13       0.000000000000e+00 
  645       2.459918374335e-10       4.367316502645e-12      -9.275428433210e-13       0.000000000000e+00 
  646       2.452741520252e-10       4.398944868160e-12      -1.124569990457e-12       0.000000000000e+00 
  647       2.445780852568e-10       4.430037948574e-12      -1.324144921475e-12       0.000000000000e+00 
  648       2.439040238807e-10       4.460581069481e-12      -1.526183493123e-12       0.000000000000e+00 
  649       2.432523571446e-10       4.490559429481e-12      -1.730600373773e-12       0.000000000000e+00 
  650       2.426234767972e-10       4.519958099766e-12      -1.937309038698e-12       0.000000000000e+00 
  651       2.420177770952e-10       4.548762023707e-12      -2.146221765343e-12       0.000000000000e+00 
  652       2.414356548094e-10       4.576956016436e-12      -2.357249628605e-12       0.000000000000e+00 
  653       2.408775092309e-10       4.604524764431e-12      -2.570302496100e-12       0.000000000000e+00 
  654       2.403437421776e-10       4.631452825102e-12      -2.785289023444e-12       0.000000000000e+00 
  655       2.398347580006e-10       4.657724626371e-12      -3.002116649524e-12       0.000000000000e+00 
  656       2.393509635904e-10       4.683324466263e-12      -3.220691591772e-12       0.000000000000e+00 
  657       2.388927683834e-10       4.708236512487e-12      -3.440918841442e-12       0.000000000000e+00 
  658       2.384605843681e-10       4.732444802018e-12      -3.662702158882e-12       0.000000000000e+00 
  659       2.380548260914e-10       4.755933240687e-12      -3.885944068811e-12       0.000000000000e+00 
  660       2.376759106654e-10       4.778685602761e-12      -4.110545855590e-12       0.000000000000e+00 
  661       2.373241779427e-10       4.800687791190e-12      -4.336410796109e-12       0.000000000000e+00 
  662       2.369996490997e-10       4.821934673885e-12      -4.563453946254e-12       0.000000000000e+00 
  663       2.367022627424e-10       4.842423397371e-12      -4.791592560904e-12       0.000000000000e+00 
  664       2.364319542395e-10       4.862151139981e-12      -5.020742872027e-12       0.000000000000e+00 
  665       2.361886557064e-10       4.881115112055e-12      -5.250820084844e-12       0.000000000000e+00 
  666       2.359722959903e-10       4.899312556152e-12      -5.481738373992e-12       0.000000000000e+00 
  667       2.357828006540e-10       4.916740747247e-12      -5.713410879685e-12       0.000000000000e+00 
  668       2.356200919609e-10       4.933396992943e-12      -5.945749703877e-12       0.000000000000e+00 
  669       2.354840888591e-10       4.949278633670e-12      -6.178665906425e-12       0.000000000000e+00 
  670       2.353747069658e-10       4.964383042890e-12      -6.412069501250e-12       0.000000000000e+00 
  671       2.352918585522e-10       4.978707627304e-12      -6.645869452498e-12       0.000000000000e+00 
  672       2.352354525276e-10       4.992249827054e-12      -6.879973670707e-12       0.000000000000e+00 
  673       2.352053944238e-10       5.005007115929e-12      -7.114289008964e-12       0.000000000000e+00 
  674       2.352015863798e-10       5.016977001570e-12      -7.348721259071e-12       0.000000000000e+00 
  675       2.352239271261e-10       5.028157025671e-12      -7.583175147704e-12       0.000000000000e+00 
  676       2.352723119692e-10       5.038544764186e-12      -7.817554332578e-12       0.000000000000e+00 
  677       2.353466327761e-10       5.048137827536e-12      -8.051761398610e-12       0.000000000000e+00 
  678       2.354467779587e-10       5.056933860807e-12      -8.285697854078e-12       0.000000000000e+00 
  679       2.355726324580e-10       5.064930543961e-12      -8.519264126785e-12       0.000000000000e+00 
  680       2.357240777293e-10       5.072125592035e-12      -8.752359560222e-12       0.000000000000e+00 
  681       2.359009917257e-10       5.078516755350e-12      -8.984882409728e-12       0.000000000000e+00 
  682       2.361032488833e-10       5.084101819712e-12      -9.216729838655e-12       0.000000000000e+00 
  683       2.363307201052e-10       5.088878606619e-12      -9.447797914530e-12       0.000000000000e+00 
  684       2.365832727464e-10       5.092844973464e-12      -9.677981605214e-12       0.000000000000e+00 
  685       2.368607705978e-10       5.095998813739e-12      -9.907174775068e-12       0.000000000000e+00 
  686       2.371630738707e-10       5.098338057242e-12      -1.013527018112e-11       0.000000000000e+00 
  687       2.374900391817e-10       5.099860670276e-12      -1.036215946920e-11       0.000000000000e+00 
  688       2.378415195367e-10       5.100564655861e-12      -1.058773317015e-11       0.000000000000e+00 
  689       2.382173643155e-10       5.100448053933e-12      -1.081188069595e-11       0.000000000000e+00 
  690       2.386174192562e-10       5.099508941550e-12      -1.103449033588e-11       0.000000000000e+00 
  691       2.390415264399e-10       5.097745433095e-12      -1.125544925270e-11       0.000000000000e+00 
  692       2.394895242748e-10       5.095155680485e-12      -1.147464347882e-11       0.000000000000e+00 
  693       2.399612474810e-10       5.091737873369e-12      -1.169195791242e-11       0.000000000000e+00 
  694       2.404565270745e-10       5.087490239338e-12      -1.190727631365e-11       0.000000000000e+00 
  695       2.409751903523e-10       5.082411044127e-12      -1.212048130078e-11       0.000000000000e+00 
  696       2.415170608761e-10       5.076498591818e-12      -1.233145434638e-11       0.000000000000e+00 
  697       2.420819584575e-10       5.069751225048e-12      -1.254007577344e-11       0.000000000000e+00 
  698       2.426696991419e-10       5.062167325209e-12      -1.274622475158e-11       0.000000000000e+00 
  699       2.432800951931e-10       5.053745312659e-12      -1.294977929317e-11       0.000000000000e+00 
  700       2.439129236452e-10       5.044485288500e-12      -1.315062794069e-11       0.000000000000e+00 
  701       2.445678312692e-10       5.034393997055e-12      -1.334870510355e-11       0.000000000000e+00 
  702       2.452444275960e-10       5.023479967169e-12      -1.354395644973e-11       0.000000000000e+00 
  703       2.459423161465e-10       5.011751880596e-12      -1.373632728033e-11       0.000000000000e+00 
  704       2.466610944085e-10       4.999218572601e-12      -1.392576252855e-11       0.000000000000e+00 
  705       2.474003538135e-10       4.985889032569e-12      -1.411220675876e-11       0.000000000000e+00 
  706       2.481596797133e-10       4.971772404610e-12      -1.429560416547e-11       0.000000000000e+00 
  707       2.489386513571e-10       4.956877988167e-12      -1.447589857239e-11       0.000000000000e+00 
  708       2.497368418679e-10       4.941215238615e-12      -1.465303343144e-11       0.000000000000e+00 
  709       2.505538182193e-10       4.924793767877e-12      -1.482695182176e-11       0.000000000000e+00 
  710       2.513891412127e-10       4.907623345021e-12      -1.499759644875e-11       0.000000000000e+00 
  711       2.522423654535e-10       4.889713896870e-12      -1.516490964309e-11       0.000000000000e+00 
  712       2.531130393282e-10       4.871075508610e-12      -1.532883335972e-11       0.000000000000e+00 
  713       2.540007049812e-10       4.851718424390e-12      -1.548930917694e-11       0.000000000000e+00 
  714       2.549048982912e-10       4.831653047933e-12      -1.564627829535e-11       0.000000000000e+00 
  715       2.558251488485e-10       4.810889943139e-12      -1.579968153692e-11       0.000000000000e+00 
  716       2.567609799314e-10       4.789439834693e-12      -1.594945934402e-11       0.000000000000e+00 
  717       2.577119084829e-10       4.767313608669e-12      -1.609555177838e-11       0.000000000000e+00 
  718       2.586774450880e-10       4.744522313137e-12      -1.623789852018e-11       0.000000000000e+00 
  719       2.596570939498e-10       4.721077158769e-12      -1.637643886704e-11       0.000000000000e+00 
  720       2.606503528665e-10       4.696989519444e-12      -1.651111173304e-11       0.000000000000e+00 
  721       2.616567132086e-10       4.672270932854e-12      -1.664185564773e-11       0.000000000000e+00 
  722       2.626756598950e-10       4.646933101112e-12      -1.676860875520e-11       0.000000000000e+00 
  723       2.637066713701e-10       4.620987891354e-12      -1.689130881305e-11       0.000000000000e+00 
  724       2.647492195807e-10       4.594447336349e-12      -1.700989319142e-11       0.000000000000e+00 
  725       2.658027699524e-10       4.567323635100e-12      -1.712429887204e-11       0.000000000000e+00 
  726       2.668667813668e-10       4.539629153458e-12      -1.723446244722e-11       0.000000000000e+00 
  727       2.679407061379e-10       4.511376424717e-12      -1.734032011889e-11       0.000000000000e+00 
  728       2.690239899890e-10       4.482578150229e-12      -1.744180769761e-11       0.000000000000e+00 
  729       2.701160720295e-10       4.453247200006e-12      -1.753886060159e-11       0.000000000000e+00 
  730       2.712163847317e-10       4.423396613326e-12      -1.763141385575e-11       0.000000000000e+00 
  731       2.723243539075e-10       4.393039599340e-12      -1.771940209066e-11       0.000000000000e+00 
  732       2.734393986851e-10       4.362189537675e-12      -1.780275954166e-11       0.000000000000e+00 
  733       2.745609314860e-10       4.330859979046e-12      -1.788142004778e-11       0.000000000000e+00 
