# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                 
 1259       1.031804928811e-10       3.806048233626e-12      -1.528504011890e-13       0.000000000000e+00 
 1260       1.027244531281e-10       3.827392726439e-12      -2.387655811378e-13       0.000000000000e+00 
 1261       1.022763388198e-10       3.848334784853e-12      -3.261768291949e-13       0.000000000000e+00 
 1262       1.018362315795e-10       3.868866693472e-12      -4.150400248899e-13       0.000000000000e+00 
 1263       1.014042133417e-10       3.888980697935e-12      -5.053107383281e-13       0.000000000000e+00 
 1264       1.009803663528e-10       3.908669004845e-12      -5.969442295605e-13       0.000000000000e+00 
 1265       1.005647731715e-10       3.927923781703e-12      -6.898954479530e-13       0.000000000000e+00 
 1266       1.001575166695e-10       3.946737156831e-12      -7.841190315552e-13       0.000000000000e+00 
 1267       9.975868003146e-11       3.965101219308e-12      -8.795693064703e-13       0.000000000000e+00 
 1268       9.936834675607e-11       3.983008018898e-12      -9.762002862236e-13       0.000000000000e+00 
 1269       9.898660065611e-11       4.000449565977e-12      -1.073965671132e-12       0.000000000000e+00 
 1270       9.861352585906e-11       4.017417831464e-12      -1.172818847675e-12       0.000000000000e+00 
 1271       9.824920680756e-11       4.033904746753e-12      -1.272712887860e-12       0.000000000000e+00 
 1272       9.789372825989e-11       4.049902203641e-12      -1.373600548596e-12       0.000000000000e+00 
 1273       9.754717529043e-11       4.065402054255e-12      -1.475434271060e-12       0.000000000000e+00 
 1274       9.720963329013e-11       4.080396110987e-12      -1.578166180065e-12       0.000000000000e+00 
 1275       9.688118796697e-11       4.094876146420e-12      -1.681748083435e-12       0.000000000000e+00 
 1276       9.656192534647e-11       4.108833893258e-12      -1.786131471369e-12       0.000000000000e+00 
 1277       9.625193177211e-11       4.122261044257e-12      -1.891267515810e-12       0.000000000000e+00 
 1278       9.595129390583e-11       4.135149252153e-12      -1.997107069819e-12       0.000000000000e+00 
 1279       9.566009872849e-11       4.147490129594e-12      -2.103600666939e-12       0.000000000000e+00 
 1280       9.537843354037e-11       4.159275249067e-12      -2.210698520568e-12       0.000000000000e+00 
 1281       9.510638596158e-11       4.170496142829e-12      -2.318350523327e-12       0.000000000000e+00 
 1282       9.484404393258e-11       4.181144302838e-12      -2.426506246427e-12       0.000000000000e+00 
 1283       9.459149571466e-11       4.191211180681e-12      -2.535114939042e-12       0.000000000000e+00 
 1284       9.434882989036e-11       4.200688187502e-12      -2.644125527676e-12       0.000000000000e+00 
 1285       9.411611015233e-11       4.209568342698e-12      -2.753488399379e-12       0.000000000000e+00 
 1286       9.389329935501e-11       4.217851240658e-12      -2.863160774858e-12       0.000000000000e+00 
 1287       9.368033459976e-11       4.225538140390e-12      -2.973101395242e-12       0.000000000000e+00 
 1288       9.347715236678e-11       4.232630321938e-12      -3.083268743284e-12       0.000000000000e+00 
 1289       9.328368851378e-11       4.239129086424e-12      -3.193621042860e-12       0.000000000000e+00 
 1290       9.309987827456e-11       4.245035756107e-12      -3.304116258462e-12       0.000000000000e+00 
 1291       9.292565625769e-11       4.250351674424e-12      -3.414712094706e-12       0.000000000000e+00 
 1292       9.276095644513e-11       4.255078206045e-12      -3.525365995824e-12       0.000000000000e+00 
 1293       9.260571219090e-11       4.259216736920e-12      -3.636035145163e-12       0.000000000000e+00 
 1294       9.245985621969e-11       4.262768674327e-12      -3.746676464689e-12       0.000000000000e+00 
 1295       9.232332062549e-11       4.265735446926e-12      -3.857246614481e-12       0.000000000000e+00 
 1296       9.219603687027e-11       4.268118504802e-12      -3.967701992229e-12       0.000000000000e+00 
 1297       9.207793578260e-11       4.269919319522e-12      -4.077998732738e-12       0.000000000000e+00 
 1298       9.196894755627e-11       4.271139384178e-12      -4.188092707422e-12       0.000000000000e+00 
 1299       9.186900174897e-11       4.271780213438e-12      -4.297939523806e-12       0.000000000000e+00 
 1300       9.177802728089e-11       4.271843343598e-12      -4.407494525022e-12       0.000000000000e+00 
 1301       9.169595243338e-11       4.271330332629e-12      -4.516712789310e-12       0.000000000000e+00 
 1302       9.162270484761e-11       4.270242760226e-12      -4.625549129514e-12       0.000000000000e+00 
 1303       9.155821152317e-11       4.268582227860e-12      -4.733958092586e-12       0.000000000000e+00 
 1304       9.150239881671e-11       4.266350358824e-12      -4.841893959078e-12       0.000000000000e+00 
 1305       9.145519244063e-11       4.263548798286e-12      -4.949310742647e-12       0.000000000000e+00 
 1306       9.141651746168e-11       4.260179213336e-12      -5.056162189550e-12       0.000000000000e+00 
 1307       9.138629829958e-11       4.256243293034e-12      -5.162401778144e-12       0.000000000000e+00 
 1308       9.136445872573e-11       4.251742748465e-12      -5.267982718384e-12       0.000000000000e+00 
 1309       9.135092186177e-11       4.246679312782e-12      -5.372857951324e-12       0.000000000000e+00 
 1310       9.134561017828e-11       4.241054741259e-12      -5.476980148612e-12       0.000000000000e+00 
 1311       9.134844549338e-11       4.234870811340e-12      -5.580301711992e-12       0.000000000000e+00 
 1312       9.135934897141e-11       4.228129322688e-12      -5.682774772804e-12       0.000000000000e+00 
 1313       9.137824112151e-11       4.220832097234e-12      -5.784351191478e-12       0.000000000000e+00 
 1314       9.140504179633e-11       4.212980979227e-12      -5.884982557035e-12       0.000000000000e+00 
 1315       9.143967019062e-11       4.204577835283e-12      -5.984620186589e-12       0.000000000000e+00 
 1316       9.148204483989e-11       4.195624554435e-12      -6.083215124841e-12       0.000000000000e+00 
 1317       9.153208361905e-11       4.186123048183e-12      -6.180718143579e-12       0.000000000000e+00 
 1318       9.158970374103e-11       4.176075250540e-12      -6.277079741179e-12       0.000000000000e+00 
 1319       9.165482175545e-11       4.165483118085e-12      -6.372250142103e-12       0.000000000000e+00 
 1320       9.172735354725e-11       4.154348630013e-12      -6.466179296396e-12       0.000000000000e+00 
 1321       9.180721433531e-11       4.142673788180e-12      -6.558816879186e-12       0.000000000000e+00 
 1322       9.189431867111e-11       4.130460617157e-12      -6.650112290183e-12       0.000000000000e+00 
 1323       9.198858043736e-11       4.117711164276e-12      -6.740014653177e-12       0.000000000000e+00 
 1324       9.208990280394e-11       4.104428498208e-12      -6.828478234531e-12       0.000000000000e+00 
 1325       9.219814797693e-11       4.090619716651e-12      -6.915478765143e-12       0.000000000000e+00 
 1326       9.231316711279e-11       4.076292971958e-12      -7.000997297736e-12       0.000000000000e+00 
 1327       9.243481032874e-11       4.061456475734e-12      -7.085014804086e-12       0.000000000000e+00 
 1328       9.256292670068e-11       4.046118498960e-12      -7.167512174891e-12       0.000000000000e+00 
 1329       9.269736426117e-11       4.030287372107e-12      -7.248470219643e-12       0.000000000000e+00 
 1330       9.283796999737e-11       4.013971485256e-12      -7.327869666497e-12       0.000000000000e+00 
 1331       9.298458984901e-11       3.997179288216e-12      -7.405691162136e-12       0.000000000000e+00 
 1332       9.313706870630e-11       3.979919290638e-12      -7.481915271646e-12       0.000000000000e+00 
 1333       9.329525040795e-11       3.962200062137e-12      -7.556522478385e-12       0.000000000000e+00 
 1334       9.345897773907e-11       3.944030232408e-12      -7.629493183849e-12       0.000000000000e+00 
 1335       9.362809242913e-11       3.925418491343e-12      -7.700807707542e-12       0.000000000000e+00 
 1336       9.380243514994e-11       3.906373589149e-12      -7.770446286850e-12       0.000000000000e+00 
 1337       9.398184551356e-11       3.886904336468e-12      -7.838389076905e-12       0.000000000000e+00 
 1338       9.416616207031e-11       3.867019604491e-12      -7.904616150458e-12       0.000000000000e+00 
 1339       9.435522230667e-11       3.846728325078e-12      -7.969107497747e-12       0.000000000000e+00 
 1340       9.454886264326e-11       3.826039490876e-12      -8.031843026365e-12       0.000000000000e+00 
 1341       9.474691843277e-11       3.804962155434e-12      -8.092802561134e-12       0.000000000000e+00 
 1342       9.494922395795e-11       3.783505433325e-12      -8.151965843969e-12       0.000000000000e+00 
 1343       9.515561242954e-11       3.761678500260e-12      -8.209312533752e-12       0.000000000000e+00 
 1344       9.536591598422e-11       3.739490593207e-12      -8.264822206199e-12       0.000000000000e+00 
 1345       9.557996568256e-11       3.716951010510e-12      -8.318474353730e-12       0.000000000000e+00 
 1346       9.579759150700e-11       3.694069112004e-12      -8.370248385338e-12       0.000000000000e+00 
 1347       9.601862235977e-11       3.670854319134e-12      -8.420123626460e-12       0.000000000000e+00 
 1348       9.624288606085e-11       3.647316115075e-12      -8.468079318843e-12       0.000000000000e+00 
 1349       9.647020934596e-11       3.623464044846e-12      -8.514094620420e-12       0.000000000000e+00 
 1350       9.670041786444e-11       3.599307715428e-12      -8.558148605173e-12       0.000000000000e+00 
 1351       9.693333617728e-11       3.574856795886e-12      -8.600220263003e-12       0.000000000000e+00 
 1352       9.716878775503e-11       3.550121017483e-12      -8.640288499605e-12       0.000000000000e+00 
 1353       9.740659497574e-11       3.525110173795e-12      -8.678332136332e-12       0.000000000000e+00 
 1354       9.764657912297e-11       3.499834120838e-12      -8.714329910066e-12       0.000000000000e+00 
 1355       9.788856038368e-11       3.474302777174e-12      -8.748260473087e-12       0.000000000000e+00 
 1356       9.813235784622e-11       3.448526124038e-12      -8.780102392946e-12       0.000000000000e+00 
 1357       9.837778949827e-11       3.422514205452e-12      -8.809834152329e-12       0.000000000000e+00 
 1358       9.862467222480e-11       3.396277128342e-12      -8.837434148931e-12       0.000000000000e+00 
 1359       9.887282180601e-11       3.369825062657e-12      -8.862880695321e-12       0.000000000000e+00 
 1360       9.912205291531e-11       3.343168241487e-12      -8.886152018817e-12       0.000000000000e+00 
 1361       9.937217911722e-11       3.316316961178e-12      -8.907226261351e-12       0.000000000000e+00 
 1362       9.962301286540e-11       3.289281581455e-12      -8.926081479340e-12       0.000000000000e+00 
 1363       9.987437403315e-11       3.262072384099e-12      -8.942701243128e-12       0.000000000000e+00 
 1364       1.001261156094e-10       3.234699147101e-12      -8.957091501302e-12       0.000000000000e+00 
 1365       1.003780982744e-10       3.207171566177e-12      -8.969263897040e-12       0.000000000000e+00 
 1366       1.006301818904e-10       3.179499395895e-12      -8.979230185186e-12       0.000000000000e+00 
 1367       1.008822255006e-10       3.151692449785e-12      -8.987002232484e-12       0.000000000000e+00 
 1368       1.011340873271e-10       3.123760600447e-12      -8.992592017800e-12       0.000000000000e+00 
 1369       1.013856247699e-10       3.095713779660e-12      -8.996011632363e-12       0.000000000000e+00 
 1370       1.016366944051e-10       3.067561978490e-12      -8.997273279989e-12       0.000000000000e+00 
 1371       1.018871519833e-10       3.039315247399e-12      -8.996389277316e-12       0.000000000000e+00 
 1372       1.021368524286e-10       3.010983696353e-12      -8.993372054033e-12       0.000000000000e+00 
 1373       1.023856498366e-10       2.982577494932e-12      -8.988234153109e-12       0.000000000000e+00 
 1374       1.026333974732e-10       2.954106872437e-12      -8.980988231029e-12       0.000000000000e+00 
 1375       1.028799477729e-10       2.925582118000e-12      -8.971647058020e-12       0.000000000000e+00 
 1376       1.031251523375e-10       2.897013580690e-12      -8.960223518284e-12       0.000000000000e+00 
 1377       1.033688619345e-10       2.868411669624e-12      -8.946730610230e-12       0.000000000000e+00 
 1378       1.036109264955e-10       2.839786854076e-12      -8.931181446702e-12       0.000000000000e+00 
 1379       1.038511951149e-10       2.811149663585e-12      -8.913589255213e-12       0.000000000000e+00 
 1380       1.040895160483e-10       2.782510688060e-12      -8.893967378174e-12       0.000000000000e+00 
 1381       1.043257367112e-10       2.753880577894e-12      -8.872329273124e-12       0.000000000000e+00 
 1382       1.045597036770e-10       2.725270044071e-12      -8.848688512965e-12       0.000000000000e+00 
 1383       1.047912626760e-10       2.696689858271e-12      -8.823058786186e-12       0.000000000000e+00 
 1384       1.050202585938e-10       2.668150852984e-12      -8.795453897103e-12       0.000000000000e+00 
 1385       1.052465354696e-10       2.639663921615e-12      -8.765887766081e-12       0.000000000000e+00 
 1386       1.054699364950e-10       2.611240018594e-12      -8.734374429771e-12       0.000000000000e+00 
 1387       1.056903040121e-10       2.582890159483e-12      -8.700928041338e-12       0.000000000000e+00 
 1388       1.059074795126e-10       2.554625421086e-12      -8.665562870693e-12       0.000000000000e+00 
 1389       1.061213036356e-10       2.526456941559e-12      -8.628293304721e-12       0.000000000000e+00 
 1390       1.063316161667e-10       2.498395920514e-12      -8.589133847520e-12       0.000000000000e+00 
 1391       1.065382560361e-10       2.470453619133e-12      -8.548099120620e-12       0.000000000000e+00 
 1392       1.067410613174e-10       2.442641360273e-12      -8.505203863225e-12       0.000000000000e+00 
 1393       1.069398692258e-10       2.414970528575e-12      -8.460462932437e-12       0.000000000000e+00 
 1394       1.071345161170e-10       2.387452570575e-12      -8.413891303490e-12       0.000000000000e+00 
 1395       1.073248374853e-10       2.360098994808e-12      -8.365504069977e-12       0.000000000000e+00 
 1396       1.075106679623e-10       2.332921371922e-12      -8.315316444089e-12       0.000000000000e+00 
 1397       1.076918413154e-10       2.305931334782e-12      -8.263343756837e-12       0.000000000000e+00 
 1398       1.078681904463e-10       2.279140578583e-12      -8.209601458286e-12       0.000000000000e+00 
 1399       1.080395473895e-10       2.252560860952e-12      -8.154105117790e-12       0.000000000000e+00 
 1400       1.082057433108e-10       2.226204002064e-12      -8.096870424217e-12       0.000000000000e+00 
 1401       1.083666085057e-10       2.200081884747e-12      -8.037913186183e-12       0.000000000000e+00 
 1402       1.085219921253e-10       2.174205379871e-12      -7.977251980062e-12       0.000000000000e+00 
 1403       1.086718215817e-10       2.148581110043e-12      -7.914916123774e-12       0.000000000000e+00 
 1404       1.088160437590e-10       2.123214652368e-12      -7.850937786629e-12       0.000000000000e+00 
 1405       1.089546053424e-10       2.098111610158e-12      -7.785349349487e-12       0.000000000000e+00 
 1406       1.090874528175e-10       2.073277612965e-12      -7.718183405148e-12       0.000000000000e+00 
 1407       1.092145324704e-10       2.048718316628e-12      -7.649472758745e-12       0.000000000000e+00 
 1408       1.093357903871e-10       2.024439403316e-12      -7.579250428137e-12       0.000000000000e+00 
 1409       1.094511724533e-10       2.000446581574e-12      -7.507549644303e-12       0.000000000000e+00 
 1410       1.095606243543e-10       1.976745586358e-12      -7.434403851730e-12       0.000000000000e+00 
 1411       1.096640915743e-10       1.953342179086e-12      -7.359846708810e-12       0.000000000000e+00 
 1412       1.097615193964e-10       1.930242147678e-12      -7.283912088231e-12       0.000000000000e+00 
 1413       1.098528529025e-10       1.907451306597e-12      -7.206634077368e-12       0.000000000000e+00 
 1414       1.099380369724e-10       1.884975496896e-12      -7.128046978677e-12       0.000000000000e+00 
 1415       1.100170162841e-10       1.862820586258e-12      -7.048185310087e-12       0.000000000000e+00 
 1416       1.100897353132e-10       1.840992469040e-12      -6.967083805391e-12       0.000000000000e+00 
 1417       1.101561383327e-10       1.819497066317e-12      -6.884777414643e-12       0.000000000000e+00 
 1418       1.102161694126e-10       1.798340325921e-12      -6.801301304543e-12       0.000000000000e+00 
 1419       1.102697724198e-10       1.777528222491e-12      -6.716690858837e-12       0.000000000000e+00 
 1420       1.103168910177e-10       1.757066757510e-12      -6.630981678704e-12       0.000000000000e+00 
 1421       1.103574686658e-10       1.736961959349e-12      -6.544209583153e-12       0.000000000000e+00 
 1422       1.103914486196e-10       1.717219883314e-12      -6.456410609410e-12       0.000000000000e+00 
 1423       1.104187739302e-10       1.697846611684e-12      -6.367621013315e-12       0.000000000000e+00 
 1424       1.104393874440e-10       1.678848253755e-12      -6.277877269713e-12       0.000000000000e+00 
 1425       1.104532318026e-10       1.660230945888e-12      -6.187216072846e-12       0.000000000000e+00 
 1426       1.104602494421e-10       1.642000851544e-12      -6.095674336744e-12       0.000000000000e+00 
 1427       1.104603825932e-10       1.624164161334e-12      -6.003289195622e-12       0.000000000000e+00 
 1428       1.104535732807e-10       1.606727093057e-12      -5.910098004268e-12       0.000000000000e+00 
 1429       1.104397633234e-10       1.589695891747e-12      -5.816138338436e-12       0.000000000000e+00 
 1430       1.104188943333e-10       1.573076829713e-12      -5.721447995242e-12       0.000000000000e+00 
 1431       1.103909077162e-10       1.556876206584e-12      -5.626064993551e-12       0.000000000000e+00 
 1432       1.103557446705e-10       1.541100349350e-12      -5.530027574374e-12       0.000000000000e+00 
 1433       1.103133461875e-10       1.525755612408e-12      -5.433374201258e-12       0.000000000000e+00 
 1434       1.102636530507e-10       1.510848377601e-12      -5.336143560681e-12       0.000000000000e+00 
 1435       1.102066058358e-10       1.496385054265e-12      -5.238374562439e-12       0.000000000000e+00 
 1436       1.101421449106e-10       1.482372079271e-12      -5.140106340045e-12       0.000000000000e+00 
 1437       1.100702104338e-10       1.468815917064e-12      -5.041378251116e-12       0.000000000000e+00 
 1438       1.099907423560e-10       1.455723059712e-12      -4.942229877771e-12       0.000000000000e+00 
 1439       1.099036804183e-10       1.443100026946e-12      -4.842701027018e-12       0.000000000000e+00 
 1440       1.098089641525e-10       1.430953366202e-12      -4.742831731149e-12       0.000000000000e+00 
 1441       1.097065513837e-10       1.419288350674e-12      -4.642660871593e-12       0.000000000000e+00 
 1442       1.095964739431e-10       1.408105058919e-12      -4.542222034406e-12       0.000000000000e+00 
 1443       1.094787825202e-10       1.397402255545e-12      -4.441547613501e-12       0.000000000000e+00 
 1444       1.093535282116e-10       1.387178689566e-12      -4.340670183676e-12       0.000000000000e+00 
 1445       1.092207625219e-10       1.377433094367e-12      -4.239622500934e-12       0.000000000000e+00 
 1446       1.090805373647e-10       1.368164187670e-12      -4.138437502793e-12       0.000000000000e+00 
 1447       1.089329050631e-10       1.359370671507e-12      -4.037148308599e-12       0.000000000000e+00 
 1448       1.087779183508e-10       1.351051232181e-12      -3.935788219838e-12       0.000000000000e+00 
 1449       1.086156303725e-10       1.343204540241e-12      -3.834390720452e-12       0.000000000000e+00 
 1450       1.084460946848e-10       1.335829250445e-12      -3.732989477149e-12       0.000000000000e+00 
 1451       1.082693652573e-10       1.328924001729e-12      -3.631618339717e-12       0.000000000000e+00 
 1452       1.080854964728e-10       1.322487417174e-12      -3.530311341336e-12       0.000000000000e+00 
 1453       1.078945431285e-10       1.316518103978e-12      -3.429102698893e-12       0.000000000000e+00 
 1454       1.076965604367e-10       1.311014653419e-12      -3.328026813292e-12       0.000000000000e+00 
 1455       1.074916040255e-10       1.305975640822e-12      -3.227118269772e-12       0.000000000000e+00 
 1456       1.072797299396e-10       1.301399625533e-12      -3.126411838213e-12       0.000000000000e+00 
 1457       1.070609946411e-10       1.297285150883e-12      -3.025942473454e-12       0.000000000000e+00 
 1458       1.068354550102e-10       1.293630744152e-12      -2.925745315605e-12       0.000000000000e+00 
 1459       1.066031683460e-10       1.290434916546e-12      -2.825855690359e-12       0.000000000000e+00 
 1460       1.063641923675e-10       1.287696163156e-12      -2.726309109305e-12       0.000000000000e+00 
 1461       1.061185852139e-10       1.285412962930e-12      -2.627141270241e-12       0.000000000000e+00 
 1462       1.058664054460e-10       1.283583778643e-12      -2.528388057487e-12       0.000000000000e+00 
 1463       1.056077120464e-10       1.282207056858e-12      -2.430085542201e-12       0.000000000000e+00 
 1464       1.053425644205e-10       1.281281227900e-12      -2.332269982685e-12       0.000000000000e+00 
 1465       1.050710223974e-10       1.280804705823e-12      -2.234977824704e-12       0.000000000000e+00 
 1466       1.047931462305e-10       1.280775888374e-12      -2.138245701798e-12       0.000000000000e+00 
 1467       1.045089965983e-10       1.281193156965e-12      -2.042110435593e-12       0.000000000000e+00 
 1468       1.042186346054e-10       1.282054876638e-12      -1.946609036112e-12       0.000000000000e+00 
 1469       1.039221217829e-10       1.283359396036e-12      -1.851778702096e-12       0.000000000000e+00 
 1470       1.036195200894e-10       1.285105047367e-12      -1.757656821308e-12       0.000000000000e+00 
 1471       1.033108919117e-10       1.287290146375e-12      -1.664280970851e-12       0.000000000000e+00 
 1472       1.029963000658e-10       1.289912992304e-12      -1.571688917479e-12       0.000000000000e+00 
 1473       1.026758077973e-10       1.292971867873e-12      -1.479918617911e-12       0.000000000000e+00 
 1474       1.023494787825e-10       1.296465039234e-12      -1.389008219143e-12       0.000000000000e+00 
 1475       1.020173771288e-10       1.300390755947e-12      -1.298996058761e-12       0.000000000000e+00 
 1476       1.016795673762e-10       1.304747250948e-12      -1.209920665256e-12       0.000000000000e+00 
 1477       1.013361144970e-10       1.309532740512e-12      -1.121820758334e-12       0.000000000000e+00 
 1478       1.009870838977e-10       1.314745424224e-12      -1.034735249230e-12       0.000000000000e+00 
 1479       1.006325414188e-10       1.320383484945e-12      -9.487032410212e-13       0.000000000000e+00 
 1480       1.002725608263e-10       1.326444304345e-12      -8.637599260434e-13       0.000000000000e+00 
 1481       9.990724636274e-11       1.332922101064e-12      -7.799242331542e-13       0.000000000000e+00 
 1482       9.953671042013e-11       1.339810269142e-12      -6.972110590160e-13       0.000000000000e+00 
 1483       9.916106607161e-11       1.347102160270e-12      -6.156353600037e-13       0.000000000000e+00 
 1484       9.878042707254e-11       1.354791083706e-12      -5.352121522928e-13       0.000000000000e+00 
 1485       9.839490786167e-11       1.362870306209e-12      -4.559565119480e-13       0.000000000000e+00 
 1486       9.800462356236e-11       1.371333051958e-12      -3.778835750113e-13       0.000000000000e+00 
 1487       9.760968998374e-11       1.380172502478e-12      -3.010085375906e-13       0.000000000000e+00 
 1488       9.721022362192e-11       1.389381796566e-12      -2.253466559477e-13       0.000000000000e+00 
 1489       9.680634166116e-11       1.398954030217e-12      -1.509132465867e-13       0.000000000000e+00 
 1490       9.639816197506e-11       1.408882256546e-12      -7.772368634232e-14       0.000000000000e+00 
 1491       9.598580312774e-11       1.419159485713e-12      -5.793412468432e-15       0.000000000000e+00 
 1492       9.556938437503e-11       1.429778684852e-12       6.486207727396e-14       0.000000000000e+00 
 1493       9.514902566566e-11       1.440732777989e-12       1.342272245282e-13       0.000000000000e+00 
 1494       9.472484764246e-11       1.452014645974e-12       2.022864102539e-13       0.000000000000e+00 
 1495       9.429697164349e-11       1.463617126402e-12       2.690239546381e-13       0.000000000000e+00 
 1496       9.386551970330e-11       1.475533013537e-12       3.344241170077e-13       0.000000000000e+00 
 1497       9.343061455406e-11       1.487755058241e-12       3.984710957404e-13       0.000000000000e+00 
 1498       9.299237962677e-11       1.500275967893e-12       4.611490281772e-13       0.000000000000e+00 
 1499       9.255093905245e-11       1.513088406321e-12       5.224419905331e-13       0.000000000000e+00 
 1500       9.210641766329e-11       1.526184993719e-12       5.823339978097e-13       0.000000000000e+00 
 1501       9.165894099390e-11       1.539558306580e-12       6.408090037064e-13       0.000000000000e+00 
 1502       9.120863528242e-11       1.553200877614e-12       6.978509005321e-13       0.000000000000e+00 
 1503       9.075562747178e-11       1.567105195676e-12       7.534435191171e-13       0.000000000000e+00 
 1504       9.030004521082e-11       1.581263705692e-12       8.075706287246e-13       0.000000000000e+00 
 1505       8.984201685552e-11       1.595668808580e-12       8.602159369626e-13       0.000000000000e+00 
 1506       8.938167147017e-11       1.610312861181e-12       9.113630896951e-13       0.000000000000e+00 
 1507       8.891913882857e-11       1.625188176176e-12       9.609956709546e-13       0.000000000000e+00 
 1508       8.845454941516e-11       1.640287022018e-12       1.009097202853e-12       0.000000000000e+00 
 1509       8.798803442630e-11       1.655601622853e-12       1.055651145493e-12       0.000000000000e+00 
 1510       8.751972577138e-11       1.671124158446e-12       1.100640896882e-12       0.000000000000e+00 
 1511       8.704975607401e-11       1.686846764105e-12       1.144049792841e-12       0.000000000000e+00 
 1512       8.657825867327e-11       1.702761530608e-12       1.185861106918e-12       0.000000000000e+00 
 1513       8.610536762481e-11       1.718860504124e-12       1.226058050298e-12       0.000000000000e+00 
 1514       8.563121770210e-11       1.735135686144e-12       1.264623771717e-12       0.000000000000e+00 
 1515       8.515594439760e-11       1.751579033399e-12       1.301541357372e-12       0.000000000000e+00 
 1516       8.467968392390e-11       1.768182457789e-12       1.336793830834e-12       0.000000000000e+00 
 1517       8.420257321499e-11       1.784937826308e-12       1.370364152958e-12       0.000000000000e+00 
 1518       8.372474992737e-11       1.801836960966e-12       1.402235221795e-12       0.000000000000e+00 
 1519       8.324634661774e-11       1.818871747320e-12       1.432394108155e-12       0.000000000000e+00 
 1520       8.276747321219e-11       1.836034461345e-12       1.460844807075e-12       0.000000000000e+00 
 1521       8.228823437055e-11       1.853317445558e-12       1.487595608960e-12       0.000000000000e+00 
 1522       8.180873529549e-11       1.870713000637e-12       1.512654875218e-12       0.000000000000e+00 
 1523       8.132908173340e-11       1.888213385343e-12       1.536031038379e-12       0.000000000000e+00 
 1524       8.084937997526e-11       1.905810816457e-12       1.557732602238e-12       0.000000000000e+00 
 1525       8.036973685754e-11       1.923497468710e-12       1.577768141981e-12       0.000000000000e+00 
 1526       7.989025976310e-11       1.941265474710e-12       1.596146304318e-12       0.000000000000e+00 
 1527       7.941105662203e-11       1.959106924876e-12       1.612875807616e-12       0.000000000000e+00 
 1528       7.893223591255e-11       1.977013867365e-12       1.627965442028e-12       0.000000000000e+00 
 1529       7.845390666192e-11       1.994978308009e-12       1.641424069629e-12       0.000000000000e+00 
 1530       7.797617844728e-11       2.012992210236e-12       1.653260624544e-12       0.000000000000e+00 
 1531       7.749916139657e-11       2.031047495010e-12       1.663484113081e-12       0.000000000000e+00 
 1532       7.702296618939e-11       2.049136040755e-12       1.672103613865e-12       0.000000000000e+00 
 1533       7.654770405790e-11       2.067249683289e-12       1.679128277966e-12       0.000000000000e+00 
 1534       7.607348678767e-11       2.085380215751e-12       1.684567329035e-12       0.000000000000e+00 
 1535       7.560042671861e-11       2.103519388537e-12       1.688430063431e-12       0.000000000000e+00 
 1536       7.512863674582e-11       2.121658909225e-12       1.690725850357e-12       0.000000000000e+00 
 1537       7.465823032048e-11       2.139790442510e-12       1.691464131991e-12       0.000000000000e+00 
 1538       7.418932145075e-11       2.157905610129e-12       1.690654423615e-12       0.000000000000e+00 
 1539       7.372202470261e-11       2.175995990800e-12       1.688306313752e-12       0.000000000000e+00 
 1540       7.325645520080e-11       2.194053120141e-12       1.684429464292e-12       0.000000000000e+00 
 1541       7.279272862967e-11       2.212068490613e-12       1.679033610628e-12       0.000000000000e+00 
 1542       7.233096123405e-11       2.230033551442e-12       1.672128561787e-12       0.000000000000e+00 
 1543       7.187126982017e-11       2.247939708550e-12       1.663724200558e-12       0.000000000000e+00 
 1544       7.141377175651e-11       2.265778324491e-12       1.653830483632e-12       0.000000000000e+00 
 1545       7.095858497472e-11       2.283540718375e-12       1.642457441725e-12       0.000000000000e+00 
 1546       7.050582797045e-11       2.301218165805e-12       1.629615179716e-12       0.000000000000e+00 
 1547       7.005561980428e-11       2.318801898801e-12       1.615313876775e-12       0.000000000000e+00 
 1548       6.960808010259e-11       2.336283105735e-12       1.599563786498e-12       0.000000000000e+00 
 1549       6.916332905843e-11       2.353652931260e-12       1.582375237036e-12       0.000000000000e+00 
 1550       6.872148743241e-11       2.370902476240e-12       1.563758631229e-12       0.000000000000e+00 
 1551       6.828267655359e-11       2.388022797682e-12       1.543724446736e-12       0.000000000000e+00 
 1552       6.784701832037e-11       2.405004908666e-12       1.522283236168e-12       0.000000000000e+00 
 1553       6.741463520135e-11       2.421839778274e-12       1.499445627220e-12       0.000000000000e+00 
 1554       6.698565023622e-11       2.438518331522e-12       1.475222322801e-12       0.000000000000e+00 
 1555       6.656018703665e-11       2.455031449292e-12       1.449624101171e-12       0.000000000000e+00 
 1556       6.613836978717e-11       2.471369968258e-12       1.422661816063e-12       0.000000000000e+00 
 1557       6.572032324608e-11       2.487524680821e-12       1.394346396826e-12       0.000000000000e+00 
 1558       6.530615889598e-11       2.503487156984e-12       1.364690905774e-12       0.000000000000e+00 
 1559       6.489593325168e-11       2.519252218562e-12       1.333716731121e-12       0.000000000000e+00 
 1560       6.448968916262e-11       2.534815488061e-12       1.301447452454e-12       0.000000000000e+00 
