# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  152       5.842533020800e-10       1.434452288023e-13      -6.053226054546e-12       1.024060487691e-15       3.415638652939e-12       6.183426394620e-13      -3.903844998833e-15 
  153       5.884842788958e-10       1.426800251762e-13      -6.050517364778e-12       1.038835160370e-15       3.351697764738e-12       6.091899366667e-13      -3.836961849111e-15 
  154       5.926875689777e-10       1.418611523176e-13      -6.044550184013e-12       1.053746775147e-15       3.289383851312e-12       6.002154361052e-13      -3.769914539162e-15 
  155       5.968618086835e-10       1.409901699334e-13      -6.035288347748e-12       1.068795584876e-15       3.228642452925e-12       5.914139283911e-13      -3.702750182561e-15 
  156       6.010055906643e-10       1.400687480511e-13      -6.022697359559e-12       1.083981815925e-15       3.169411426148e-12       5.827792922514e-13      -3.635515970141e-15 
  157       6.051174630642e-10       1.390986687600e-13      -6.006744430933e-12       1.099305667639e-15       3.111620787046e-12       5.743044752637e-13      -3.568259150348e-15 
  158       6.091959287191e-10       1.380818279517e-13      -5.987398521098e-12       1.114767311791e-15       3.055192554364e-12       5.659814745943e-13      -3.501027009603e-15 
  159       6.132394443567e-10       1.370202370615e-13      -5.964630376856e-12       1.130366892039e-15       3.000040592721e-12       5.578013177355e-13      -3.433866852663e-15 
  160       6.172464197956e-10       1.359160248095e-13      -5.938412572414e-12       1.146104523382e-15       2.946070455793e-12       5.497540432438e-13      -3.366825982975e-15 
  161       6.212153287172e-10       1.347713896108e-13      -5.908719417629e-12       1.161980302246e-15       2.893198738641e-12       5.418310212088e-13      -3.299949911873e-15 
  162       6.251450536706e-10       1.335884484236e-13      -5.875526590005e-12       1.177994338886e-15       2.841413387074e-12       5.340321857067e-13      -3.233276849427e-15 
  163       6.290345701895e-10       1.323693777998e-13      -5.838811546128e-12       1.194146726821e-15       2.790718446741e-12       5.263594080961e-13      -3.166842686599e-15 
  164       6.328828376785e-10       1.311164635148e-13      -5.798553689235e-12       1.210437531972e-15       2.741114967157e-12       5.188142063811e-13      -3.100682695022e-15 
  165       6.366887991260e-10       1.298321020819e-13      -5.754734408442e-12       1.226866792166e-15       2.692600934649e-12       5.113977367131e-13      -3.034831499209e-15 
  166       6.404513808168e-10       1.285188022663e-13      -5.707337117970e-12       1.243434516642e-15       2.645171205306e-12       5.041107848941e-13      -2.969323048764e-15 
  167       6.441694920447e-10       1.271791865990e-13      -5.656347296370e-12       1.260140685552e-15       2.598817437928e-12       4.969537578787e-13      -2.904190590593e-15 
  168       6.478420248256e-10       1.258159928910e-13      -5.601752525751e-12       1.276985249468e-15       2.553528026971e-12       4.899266752766e-13      -2.839466641112e-15 
  169       6.514678536099e-10       1.244320757472e-13      -5.543542531005e-12       1.293968128888e-15       2.509288035499e-12       4.830291608554e-13      -2.775182958456e-15 
